zvimbokoma 	D- 	8 	z 		zvimbokoma D- z 8 . Uku kurwa kunenge kuchiita vanhu vachikandana zvibhakera.
sikweya 	DKD 	9 	z 		sikweya DKD z 9 . Sikweya urongwa hwechinhu chine mativi mana akaenzana paurefu.
simbi 	DK 	9 	z 		simbi DK z 9 . Simbi chiwanikwa chakaomarara kudarika dombo, asi icho chichibikwa nematombo, chozogadziriswa zvakaita sematemo, mazen'e kana njanji.
simendi 	DKD 	9 	z 		simendi DKD z 9 . Simendi chigadzirwa chakada kuita sedota, chinoshandiswa pakuvaka. samende 9 .
sipinachi 	DKDD 	9 	z 		sipinachi sipinichi DKDD z 9 . Uyu muriwo une mashizha akasvibira, une tumatanda twemashizha machena unopweva uchiita mushoma kana wabikwa.
siponono 	DKKK 	9 	z 		siponono DKKK z 9 . Uyu munhukadzi akanaka pameso napachimiro.
siraha 	DKD 	9 	z 		siraha DKD z 9 . Siraha inzvimbo inourayirwa zvipfuwo.
sirivha 	KDD 	9 	z 		sirivha sirivhera KDD z 9 . Sirivha isimbi chena inopenya uye inogadziriswa mhete nezvimwewo zvakakosha. Sirivha imari yesimbi.
sitachi 	DKD 	9 	z 		sitachi DKD z 9 . Sitachi mushonga unoiswa pahembe, kuti dziite mitanda kana kuti mipono inogara kwenguva yakareba.
sitandati 	DKDD 	9 	z 		sitandati sitandadhi DKDD z 9 . Ichi chidanho chaitorwa kare navana vechikoro vepuraimari. Vanhu vazhinji vaisasvika sitandati 6 mumazuva ekare.
sitata 	DKD 	9 	z 		sitata DKD z 9 . sitati 9 .
sitati 	DKD 	9 	z 		sitati DKD z 9 . Sitati kamuchina kanomutsa injini yemota kana yeimwewo michina. sitata 9 .
siti 	KD 	9 	z 		siti KD z 9 . Siti chigaro chomubhazi kana mumotokari kana mundege, kana pamwewo panogara kana kutakurwa vanhu.
sitirecha 	DDKD 	9 	z 		sitirecha DDKD z 9 . Aka kamubhedha kanogadzirwa netende kazhinji, kanopeteka, kachishandiswa kutakurira murwere kana munhu akuvara.
siweta 	DKD 	9 	z 		siweta DKD z 9 . Siweta ijuzi kana sikipa inopfekwa pamusoro pedzimwe nhumbi.
siwichi 	DKI 	9 	z 		siwichi DKI z 9 . Siwichi chinhu chaunodinhura kuti magetsi ashande kana kumira kushanda.
siwiti 	DKD 	9 	z 		siwiti DKD z 9 . Siwiti kudya kunotapira kunogadzirwa neshuga yakatsindirwa kuita kagodo.
soda 	KD 	9 	z 		soda KD z 9 . Soda munyu unokasira kunyunguduka, unoiswa muderere kuti rigorera zvakanaka. svoda 9 .
sori 	KD 	9 	z 		sori KD z 9 . Sori inhumbi tema inopfekwa nomunhu akafirwa.
sukauta 	DDDK 	9 	z 		sukauta DDDK z 9 . Ichi chipo chen'ombe kana mbudzi chinopiwa muzukuru, musure mokunge afambisa nyaya yekugovewa kwenhaka yasekuru mufi.
sukukuviri 	K- 	9 	z 		sukukuviri K- z 9 . sikukuviri 9 .
sukunasai 	D- 	9 	z 		sukunasai D- z 9 . Uku kuita zvinhu usina hanya namabudiro azvo.
sumu 	KD 	9 	z 		sumu sumhu KD z 9 . Sumu muto wakakora unogadzirwa nemadomasi, kazhinji.
-sunganidzo 	KKKD 	9 	z 		-sunganidzo KKKD z 9 . Ichi chinhu chinobatanidza zvinhu zviviri.
suruko 	KKD 	9 	z 		suruko KKD z 9 . Suruko kutambudzika kokushaya munhu wokugara naye kana wokutamba naye.
svadu 	KD 	9 	z 		svadu KD z 9 . Svadu musikana akanaka zvinoyevedza.
svenyenze 	DKK 	9 	z 		svenyenze DKK z 9 . sitirecha 9 .
sveta 	D- 	9 	z 		sveta D- z 9 . Sveta rudzi rwemhunga inenge yakatsvukuruka kupinda dzimwe ndudzi. svetwa 9, tsveta 9 .
svinu 	DK 	9 	z 		svinu DK z 9 . Svinu munhu asinganyari anoita zvoundururani zvinokanganisa vamwe mumagariro avo, asina hanya nazvo. Svinu yakaitira svina paruware runopurirwa zviyo.
svitsa 	D- 	9 	z 		svitsa D- z 9 . Svitsa inguwo inopfekwa nomwenga pamuchato. Svitsa mutambo wokubatanidza mukomana nomusikana, vachive mukadzi nomurume. muchato 3 .
svitsi 	KD 	9 	z 		svitsi KD z 9 . Svitsi ibere rine mavara mavara matema.
svodzwa 	DK 	9 	z 		svodzwa DK z 9 . Svodzwa munhu akaonjoroka, asina utano kwahwo.
svorechena 	D- 	9 	z 		svorechena D- z 9 . Iyi ishiri huru, chena.
svorera 	D- 	9 	z 		svorera D- z 9 . Svorera munhu ane tsika dzakaora, asingavimbisiki. nhandayi 9, zeyeretsi 5 .
svorochena 	D- 	9 	z 		svorochena D- z 9 . Iyi ishiri ino ruvara ruchena, inowanikwa pedyo nenzizi, inodya hove doko nematatya nemagakanje.
svoronyama 	D- 	9 	z 		svoronyama D- z 9 . Iyi ishiri yorudzi rweshuramurove, inodya nyama yezvakafa zvoga.
svoto 	K- 	9 	z 		svoto K- z 9 . Svoto maitiro okutaura mashoko anoshatirisa kana kurwadzisa mumwe, uchifarira kurwadziwa kwake. Svoto mutambo wetsoro unotambwa nevana kana nevakuru. Svoto kupisa kunoita mwoyo, kana kusagadzikana kwenyoka dzomudumbu.
svumburumbu 	KKDK 	9 	z 		svumburumbu KKDK z 9 . Iri ibundu reshinda inenge yakamonerwa panhu pamwe chete.
svundu 	KD 	9 	z 		svundu KD z 9 . Svundu inzombe ino ruvara rwesadza remhunga.
svutugadzike 	DKDKD 	9 	z 		svutugadzike DKDKD z 9 . putugadzike 9 .
swerandoga 	DDKK 	9 	z 		swerandoga DDKK z 9 . Iyi imhuka kana munhu asingafariri kugara pane vamwe, anoda kuve pake oga nguva dziri dzose.
swerero 	D- 	9 	z 		swerero D- z 9 . Swerero ibasa rinotora zuva rese kuti ripere.
tabhariko 	DKDD 	9 	z 		tabhariko DKDD z 9 . Uyu mucheka waivako kare wokusoneswa nhumbi.
tabhenakeri 	KDKDD 	9 	z 		tabhenakeri tabherinakeri KDKDD z 9 . Iyi inzvimbo inoyereswa yokushumira Mwari, yavanhu vechiJudha.
taga 	KD 	9 	z 		taga KD z 9 . Taga kamba kadiki kanovakwa kumunda, kanogara munhu kana achirinda mbeu.
tagurugutana 	DKKKDD 	9 	z 		tagurugutana DKKKDD z 9 . njiva 9 .
tambo 	D- 	9 	z 		tambo D- z 9 . Tambo ishinda yakarukwa kana zvimwewo zvinoshandiswa pakusungisa mikwende. Baba vakasunga muromo wesaga netambo, kuti chibage chembeu chisateuka.
tapa 	KD 	9 	z 		tapa KD z 9 . Tapa mudziyo unoshandiswa kuvhara bheseni kana zvimwewo. muvharo 3, hwidibo 9 .
tapureta 	KDKD 	9 	z 		tapureta KDKD z 9 . Tapureta mudziyo unonyora mavara munhu achibaya-baya neminwe. Mahofisi mazhinji mazuva ano angozara nematapureta.
tariro 	D- 	9 	z 		tariro D- z 9 . Tariro chivimbo chokuwana zvinofadza zvichauya, kana kuti zvichaitika. MaKristu ane tariro yokuenda kudenga kana afa. Tanga tisina tariro yekuti vachasvika nhasi. -tarisiro .
taundi 	KDD 	9 	z 		taundi KDD z 9 . dhorobha 5 .
tawindi 	KDD 	9 	z 		tawindi KDD z 9 . dhorodha 5 .
tebha 	KD 	9 	z 		tebha KD z 9 . Tebha muvharo webhasikiti.
tebhuru 	KDD 	9 	z 		tebhuru teburu KDD z 9 . tafura 9 .
tekisi 	KDD 	9 	z 		tekisi KDD z 9 . Tekisi imotokari yakaita diki, yaunokwanisa kuhaya kuti ikuendese kwaunoda. kebhu 9 . Tekisi imari yaunobhadhara kuhurumende, inobva pamari yaunotambira kana imwewo yaunongowana. mutero 3 . Tekisi imari yaunobhadhara musure mokunge watenga muchitoro kana kuitirwa mamwe mabasa, asi iyo ichizoendeswa kuhurumende. Ndakabhadhara tekisi kugaraji musure mokunge vandigadziria motokari yangu. mutero 3 .
tembiricha 	KKDD 	9 	z 		tembiricha temburicha KKDD z 9 . Uku kupisa kana kutonhora kwomuviri, kana kuti kwekunze kana chii zvacho.
tenderano 	D- 	9 	z 		tenderano D- z 9 . bvumirano 9 .
tenderekedzi 	KKKDK 	9 	z 		tenderekedzi tenderekwedzi KKKDK z 9 . Iri izita rinopiwa mwedzi kana uri mutsva.
tendero 	D- 	9 	z 		tendero D- z 9 . mvumo 9 .
tenisi 	KDD 	9 	z 		tenisi tenesi KDD z 9 . Tenisi ishangu inogadzirwa nomucheka, kana kuti nejira gobvu rakasimba. Tenisi kabhora kaduku kakazara nomweya, kanotambiswa mitambo. Tenisi mutambo unowanzotambwa navanhu vaviri, vari kumativi akasiyana, vachishandisa bhora retenisi.
tepi 	KD 	9 	z 		tepi tepu KD z 9 . Tepi kabhande kakareba kanoshandiswa kuyera kureba kana kupfupika kwechinhu. Tepi ipombi inoburitsa mvura. dapamazwi 5 . kaseti 9 .
tererini 	D- 	9 	z 		tererini D- z 9 . Ichi chinhu chipi nechipi zvacho chinomukurumbira panguva iyoyo.
tererini 	DDKD 	9 	z 		tererini DDKD z 9 . Iyi isiketi ine mamino mamino akawanda, yakaita mukurumbira kare.
terevhizheni 	DDKDD 	9 	z 		terevhizheni DDKDD z 9 . Uyu mudziyo unenge redhiyo, asi iwo uchiburitsa mazwi zvese nemifananidzo.
testamende 	KDKD 	9 	z 		testamende KDKD z 9 . Ichi chikwata chamabhuku emubhaibheri akanyorwa Jesu asati azvarwa neakanyorwa afa.
tii 	KD 	9 	z 		tii KD z 9 . Tii chinwiwa chinobikwa nemasamba akaiswa mumvura inovira, achizonwiwa pamwe neshuga kana nemukaka.
tiibhii 	K- 	9 	z 		tiibhii K- z 9 . Tiibhii ihosha inowanzobata vanhu mapapu kana mabondo avo, ichivapedza muviri nokuvakosoresa zvakasimbarara.
tiipoti 	KDDD 	9 	z 		tiipoti KDDD z 9 . Uyu mudziyo unogadzirirwa nokuchengeterwa tii painenge ichinwiwa.
timba 	DK 	9 	z 		timba DK z 9 . Timba rudzi rwekashiri kakaita kadiki.
timbo 	D- 	9 	z 		timbo D- z 9 . Timbo matauriro asina hanya, uye ane jinyu nesvoto.
timbo 	KD 	9 	z 		timbo KD z 9 . Kuva ne timbo kuve nemoyo wakaipa zvikuru.
timu 	KD 	9 	z 		timu KD z 9 . Timu vanhu vanoungana kuita chikwata chokutamba mitambo, kana kukwikwidza pane zvimwewo.
tipa 	KD 	9 	z 		tipa KD z 9 . Tipa rudzi rwerori inosenga zvakaita sevhu, ichiita zvokubheura ivhu racho yoga.
tipi 	KD 	9 	z 		tipi tipisi KD z 9 . Tipi imari inopiwa hweta sokungomutenda musure mokunge akupai chikafu zvamafara nazvo.
tirauro 	DKDD 	9 	z 		tirauro DKDD z 9 . Uyu mudziyo unoshandiswa nevavaki pabasa ravo.
tirera 	DKD 	9 	z 		tirera DKD z 9 . Tirera| mudziyo wokutakurisa zvinhu, une mavhiri, unokweviwa nemota kana netarakita.
tisipunu 	KDDD 	9 	z 		tisipunu KDDD z 9 . Uyu mudziyo unoshandiswa pakutoresa shuga kana zvimwewo, uye napakukodzonga.
tsamba 	D- 	9 	z 		tsamba D- z 9 . Tsamba ipepa rinenge rakanyorwa mashoko, richibva kune mumwe richienda kune mumwe. Mukomana paakagamuchira tsamba yakabva kumusikana wake, akatanga kupukuta maoko nomufaro.
tsambatsi 	DDK 	9 	z 		tsambatsi DDK z 9 . Tsambatsi muchero unowanikwa kunyanya mumapani, unotanga wakatsvukira asi wozoita ruvara rutema kana waibva. sambasi 9 .
tsamwa 	DK 	9 	z 		tsamwa DK z 9 . Tsamwa karuzha kanoridzwa nomunhu mumuromo achiratidza kushatirwa, kusvora kana kunzwira tsitsi. Mudzidzisi akaridza tsamwa, timu yake yebhora yadyiwa.
tsanga 	D- 	9 	z 		tsanga shanga D- z 9 . Tsanga uswa ukuru ukobvu, hunomera murwizi kana pakanyorova zvikuru.
tsanga 	K- 	9 	z 		tsanga shanga K- z 9 . Tsanga imhodzi yechibage kana imwe mbeu inorimwa. Tsanga chivara chichena chinoita muziso, chinogona kurikanganisa kuona zvakanaka.
tsangadzi 	KKD 	9 	z 		tsangadzi shangadzi KKD z 9 . Tsangadzi uswa hunomera huchitanda napasi, hunodyarwa pazvivanze uye hunomera sesora mumunda. shanje 9 .
tsaona 	KDD 	9 	z 		tsaona KDD z 9 . Tsaona injodzi inowira vanhu vasingazvifungiri.
tsapata 	D- 	9 	z 		tsapata D- z 9 . Tsapata rukukwe rwasakara zvikuru.
tsapato 	KKD 	9 	z 		tsapato KKD z 9 . shangu 9 .
tsapi 	DK 	9 	z 		tsapi DK z 9 . Tsapi kamba kadiki kanochengeterwa mhunga kana rukweza rusati rwapurwa. hozi 9 .
tsarapu 	DDK 	9 	z 		tsarapu DDK z 9 . sharapu 9 .
tsekedzamakaya 	DKDDKD 	9 	z 		tsekedzamakaya tsvikidzamakaya DKDDKD z 9 . Iyi ishiri ine besu refu, inogara iri muboka nedzimwe, uye inodya mbeu dzakaita semhunga nezviyo.
tseketsa 	KD 	9 	z 		tseketsa KD z 9 . Tseketsa ihuku yasvika pazera rokuti ichikandira mazai. sheche 9 .
tsengo 	K- 	9 	z 		tsengo K- z 9 . mudiwadiwa 3 .
tsengwarengwa 	KKDK 	9 	z 		tsengwarengwa KKDK z 9 . Aya mabandi mabandi anosara pachibage chisina kugayiwa zvakanaka. Takandogaisa matsengwarengwa okufidhisa huku. mabhazhu 6 .
tsenzi 	DK 	9 	z 		tsenzi DK z 9 . Tsenzi kapuka kanogara mumapani, kanodya uswa kana mbeu.
tsere 	D- 	9 	z 		tsere D- z 9 . Tsere chipuka chidiki chinofarira kudya uchi. Tsere kuita kuti munhu ashaiwe zvinhu zvakamukodzera, nokuda kokuve negodo naye. mutande 3 .
tsigiro 	KKD 	9 	z 		tsigiro KKD z 9 . Tsigiro rubatsiro rwaunowana kubva kuvanhu vanofarira kana kuwirirana nezvaunoita.
tsimba 	DK 	9 	z 		tsimba DK z 9 . Tsimba mutambo wokuwisirana pamwe nokudzvinyirirana pasi. mutsimba 3 .
tsindidzo 	KKD 	9 	z 		tsindidzo KKD z 9 . Tsindidzo mashoko ehomekedzo, ekuti munhu asaburitse nyaya yaanenge ataurirwa kune mumwe munhu.
tsindimbeva 	KKKD 	9 	z 		tsindimbeva KKKD z 9 . Aka kapuka kakaita sembeva asi iko kane mvindi dzakawanda kukunda dzembeva.
tsine 	DK 	9 	z 		tsine sine DK z 9 . Tsine kabundo katema kanonamira panhumbi kana ukafamba nemakari. Tsine kauswa kanobaya, kanowanikwa kumuromoromo kweuswa hwatumbuka.
tsinga 	K- 	9 	z 		tsinga K- z 9 . Tsinga inhengo inofamba neropa kuenda kunzvimbo dzakasiyana dzemuviri.
tsira 	KD 	9 	z 		tsira KD z 9 . Tsira ihove huru chaizvo, ine ruvara rwemengo yaibva.
tsire 	KD 	9 	z 		tsire KD z 9 . Tsire mutambo wokumira nomusoro.
tsiva 	D 	9 	z 		tsiva D z 9 . Tsiva mutambo unoitwa vanhu vachirovana nezvibhakera. bhokiseni 5 .
tsomho 	K- 	9 	z 		tsomho K- z 9 . Tsomho katemo kanoshandiswa pokutamba doro remidzimu kana mashavi.
tsomo 	DK 	9 	z 		tsomo DK z 9 . Tsomo muchero unoti waibva wotsvuka, une muto unobikiswa mukumbi uye mhudzi dzinotakwa shomhwe. pfura 5 .
tsoro 	D- 	9 	z 		tsoro D- z 9 . Tsoro mutambo unotambwa nemabwe kana zvimwewo zvinhu zvinenge zviri muzvikomba kana mumitsetse. Tsoro ishiri inotaridza munhu panenge pane uchi.
tsoropodzi 	KKKD 	9 	z 		tsoropodzi KKKD z 9 . Uyu munhu anoongorora kana kutsvaga pakanganiswa nemumwe.
tsoropodzo 	KKKD 	9 	z 		tsoropodzo KKKD z 9 . Aya mashoko okushora zviri kuongororwa. Aya mashoko kana chinyorwa cheongororo yechimwewo chinyorwa, sezvakaita detembo, mutambo kana nganonyorwa.
tsotso 	K- 	9 	z 		tsotso soso K- z 9 . Tsotso ihuni nhete, dzinoshandiswa pakubatidzisa moto kazhinji kacho.
tsotsonyo 	KKD 	9 	z 		tsotsonyo KKD z 9 . Tsotsonyo chizimbe chemoto chinonhamuka kubva muchoto kuenda kure. chimvari 7 .
tsumhu 	KD 	9 	z 		tsumhu KD z 9 . Tsumhu imhando yematomatisi. sumo 9, sumu 9 .
tsunga 	KD 	9 	z 		tsunga KD z 9 . Tsunga muriwo unovavira, uine mashizha akaunyana usingatani kukuva.
tsungununu 	K- 	9 	z 		tsungununu K- z 9 . Ichi chisvosve chidukuduku chitema chinoruma zvinorwadza nokuzvimbisa. chigugugu 7, chikodza 7 .
tsuri 	DK 	9 	z 		tsuri DK z 9 . Tsuri ruzha runobudiswa nepembe kana mheterwa.
tsuro 	K- 	9 	z 		tsuro shuro K- z 9 . Tsuro munhu anenge akafirwa nomumwe wavabereki vake. shuro 9 .
tsuwa 	KD 	9 	z 		tsuwa KD z 9 . Tsuwa inzvimbo duku yakapoterezwa nemvura. chiwi 7, chitsuwa 7 .
tsvairo 	KKD 	9 	z 		tsvairo KKD z 9 . Tsvairo ibundo rakasimba rinoshandiswa kubvisa maarara pauriri mudzimba napazvivanze.
tsvakiraikuno 	DKKDKK 	9 	z 		tsvakiraikuno tsvakiraino DKKDKK z 9 . Uyu muripo unobviswa nomukuwasha kuvabereki vomusikana anenge amutizira, kuti vazive kune mwana wavo.
tsvakusi 	KKD 	9 	z 		tsvakusi tsvakutsi KKD z 9 . Tsvakusi zvironda zvinoita pakati pezvidzva, mushure mokufamba rwendo rurefu.
tsvana 	KD 	9 	z 		tsvana KD z 9 . Tsvana mwana wemhembwe kana wemhene.
tsvarapasi 	DDDK 	9 	z 		tsvarapasi DDDK z 9 . tsvaratsvatsa 9 .
tsvaratsvata 	D- 	9 	z 		tsvaratsvata D- z 9 . Iri igumbo rehuku kana reshiri rainoshandisa kuteta ichitsvaka chikafu. tsvarapasi 9, nzondora 9 .
tsvatsva 	D- 	9 	z 		tsvatsva D- z 9 . Tsvatsva ibundo rakasimba rinomera pane matombo, rinogadziriswa mutsvairo.
tsvi 	K- 	9 	z 		tsvi K- z 9 . Tsvi mweya unonhuhwa unodzvovewa nomunhu anenge agutisa. nhuru 9, nhururu 9 .
tsvigiri 	KDK 	9 	z 		tsvigiri KDK z 9 . Tsvigiri kudya kwakaita mabandi, kunotapira, kunogadzirwa nemuto wenzimbe. shuga 9 .
tsvimbo 	K- 	9 	z 		tsvimbo K- z 9 . Tsvimbo chombo chinobva zasi ruri rutanda rutete, chozoita musoro wokurovesa kokupedzisira. Muvhimi akanga akabata tsvimbo, achisvaya tsuro.
tsvina 	D- 	9 	z 		tsvina D- z 9 . Tsvina ihuruva kana marara anenge ari paasingafaniri kuve. Tsvina ndeinenge iri pamuviri wemunhu inobviswa nokugeza. dhodhi 5 .
tsvitsa 	D- 	9 	z 		tsvitsa D- z 9 . Tsvitsa mukadzi anenge achangoroorwa. mwenga 1, musvitsa 1 . Tsvitsa mucheka unosungwa mumusoro nemukadzi ari kunoperekwa kumurume. Tsvitsa idanho rokupedzisira pakuroora mukadzi.
tsviyo 	KD 	9 	z 		tsviyo KD z 9 . Tsviyo chirwere chinowisira munhu pasi, achiumburuka nokubuda furo mumuromo. zvipusha 8 .
tsvusa 	D- 	9 	z 		tsvusa D- z 9 . Tsvusa in'ombe inourayiwa parufu kuti vanhu vawane usavi.
tsvuuramugotsi 	D- 	9 	z 		tsvuuramugotsi D- z 9 . musvuu 3 .
tumburira 	D 	9 	z 		tumburira D z 9 . Iyi ihove inobuda mudziva yakaita zvokubayiwa napadumbu, kana zviya muchiredza. nhumburira 9 .
tyaka 	D- 	9 	z 		tyaka D- z 9 . Tyaka ruzha runoitwa nemakumbo en'ombe kana ichifamba.
tyangire 	DKK 	9 	z 		tyangire DKK z 9 . ruvengo 11 .
tyoni 	DK 	9 	z 		tyoni DK z 9 . Tyoni kamhuka kadiki, kanogonya kana kakaona vanhu.
vamutswetswe 	KDKK 	9 	z 		vamutswetswe KDKK z 9 . Urwu rudzi rweshiri ine muswe murefu.
vhenekeratsvimborume 	DDDDKDKD 	9 	z 		vhenekeratsvimborume DDDDKDKD z 9 . Iyi inyenyedzi huru kupfuura dzimwe dzose, inopenya chaizvo, inowanzoonekwa kana kunze kuchangosviba.
waini 	KDD 	9 	z 		waini KDD z 9 . Waini kunwa kunodhaka kunogadzirwa nemagirepisi.
wakandinzwaani 	DKDKDK 	9 	z 		wakandinzwaani DKDKDK z 9 . makandinzwaani 9 .
weti 	D- 	9 	z 		weti D- z 9 . Weti imvura inobva mudundiro mevanhu kana mezvimwe zvipuka zvesezvese, inoburitswa nekuzasi. mutundo 3 .
witi 	KD 	9 	z 		witi hwiti KD z 9 . Witi imhando yemupunga inogadziriswa upfu hwechingwa. gorosi 5 .
yadhi 	KD 	9 	z 		yadhi KD z 9 . Yadhi mwero wekupima urefu, udzamu kana upamhi hwechinhu. chivanze 7 .
yambiro 	D- 	9 	z 		yambiro D- z 9 . Yambiro izano rinopiwa munhu achitsiudzwa.
yamuro 	D- 	9 	z 		yamuro D- z 9 . Kupihwa yamuro kubatsirwa nemari kana chekudya, kana chii zvacho chingangokubatsira panhamo yaunenge uinayo.
yanano 	D- 	9 	z 		yanano D- z 9 . Yanano mafarirano nemadananirano anenge achiita vanhu. nzwanano 9 .
yanga 	K- 	9 	z 		yanga K- z 9 . Yanga munhu ane tsvina chaizvo, asinganyatsotaridziki zvakanaka.
yemuro 	D- 	9 	z 		yemuro D- z 9 . Yemuro kudzvokora kana kutaura kunoita munhu anofarira mumwe.
yero 	KD 	9 	z 		yero KD z 9 . Yero ruvara rwakafanana nerwuri pamwoyo wezai. Mashizha emiti mizhinji anoita yero kana akashaya mvura, ava kuda kuoma.
zarurahomwe 	DDDKK 	9 	z 		zarurahomwe DDDKK z 9 . Iyi imari yokutangisisa inobviswa nomunyai, asati atanga kuburitsa roora. Mari yezarurahomwe inopiwa baba vomusha.
zaruramuromo 	D- 	9 	z 		zaruramuromo D- z 9 . Aka kamari kanopiwa tezvara nomunyai, kuti vavhure muromo wavo vataure roora ravanoda. Pasina mari yezaruramuromo, vatezvara havagashiri roora.
zhara 	D- 	9 	z 		zhara D- z 9 . nzara 9 .
