chaamai 	KDKD 	7 	z 		chaamai KDKD z 7 . Iri izwi rinoshandiswa kutaura kuti amai vomumwe vakaita, kana kuti vakaitirwa, zvinonyadzisa.
chindigindigi 	DDKDK 	7 	z 		chindigindigi DDKDK z 7 . Uhu ushamwari hwavaviri hwakapindiridza.
chindingoveni 	DKDKK 	7 	z 		chindingoveni DKDKK z 7 . Uku kuita kwemunhu anoda kunzi ndiye ega anoziva zvinhu zvose. chindini 7 .
chindoendawo 	DKKDK 	7 	z 		chindoendawo DKKDK z 7 . Uyu munhu anongotevera vanhu asinganyatsofunga kuti zvakakodzera here.
chindondodza 	DKKD 	7 	z 		chindondodza DKKD z 7 . Aka kashiri kadiki kanowanikwa mubani, kanofarira kumhanya napasi.
chindori 	DDK 	7 	z 		chindori DDK z 7 . gongo 5 .
Chindunduma 	D- 	7 	z 		Chindunduma D- z 7 . Iyi ihondo yokutanga yokurwisa vapambevhu vechichena muZimbabwe yakarwiwa yaana Mbuya Nehanda naSekuru Kaguvi.
chinembiri 	DKDD 	7 	z 		chinembiri DKDD z 7 . Uyu munhu anozivikanwa chaizvo pamusana pezvinhu zvakanaka.
chinenedzero 	DKKKD 	7 	z 		chinenedzero DKKKD z 7 . Uyu munhu anopomerwa mhosva isiri yake.
chinepfu 	DDK 	7 	z 		chinepfu DDK z 7 . Chinepfu kunzwa usingadi kuita zvimwe zvinhu.
chingoma 	D- 	7 	z 		chingoma D- z 7 .
chingure 	DKD 	7 	z 		chingure DKD z 7 . Chingure izwi rinenge riri pamusoro kana vanhu vachikayanisa izwi pakuimba. chigure 7, magure 6 .
chingwa 	D- 	7 	z 		chingwa D- z 7 . Chingwa chikafu chinokanyiwa upfu hwegorosi chinobikwa muhovhoni.
chingwadzo 	D- 	7 	z 		chingwadzo D- z 7 . Chingwadzo kuchenjerera zvingangokuwira kana zvingangoitika. chenjedzo 7 .
chingwerengwere 	DDKDD 	7 	z 		chingwerengwere DDKDD z 7 . Ichi chinhu chinenge chichiita ruzha runonzwikwa kurira sedare.
chingwingwi 	D- 	7 	z 		chingwingwi D- z 7 . Uyu munhu anenge aine mamvere akawanda pamuviri.
chinhambwe 	D- 	7 	z 		chinhambwe D- z 7 . Chinhambwe inzvimbo isina kureba zvikuru kubva pauri, asi yaunofamba kwechinguva.
chinheya 	DKK 	7 	z 		chinheya DKK z 7 . Urwu rudzi rwehuku ine makumbo mapfupi.
chinhoi 	DKD 	7 	z 		chinhoi DKD z 7 . Aka kambuyu kanofamba kachibudisa moto manheru.
chinhu 	D- 	7 	z 		chinhu D- z 7 . Chinhu izita rinogona kureva chero chese chinofema kana chisingafemi, chinoonekwa kana chisingaonekwi. chiro 7 .
chinina 	D- 	7 	z 		chinina D- z 7 . Chinina ndepanomera vhudzi, pakati pemakumbo emunhukadzi.
chininiso 	D- 	7 	z 		chininiso D- z 7 . Ichi ndechose chinoshandiswa kudzinga nhunzi kana nyunyu. Ichi ndechinoshandiswa kumimina kuti masamba anenge ari mutii asapinda mukapu yaunenge uchida kunwira. chimimino 7 .
chinjiri 	D- 	7 	z 		chinjiri D- z 7 . Chinjiri imhuka inonzi inotyisa zvikuru asi isina akamboona. Chinjiri inzvimbo inochengeterwa vanenge vachinzi vasungwa mumutambo wavana vadiki.
chinjori 	DKD 	7 	z 		chinjori DKD z 7 . Chinjori zvipundu zvinoitwa nemunhu abatwa nechirwere chenjovhera.
chinokoro 	D- 	7 	z 		chinokoro D- z 7 . Uyu mudziyo unoshandiswa pakuchera zvinhu zvakaita seupfu kana munhu achibika.
chinomwe 	DDK 	7 	z 		chinomwe DDK z 7 . Chinomwe chiverengwa chinouya mushure mechitanhatu.
chinongedzero 	DKKKD 	7 	z 		chinongedzero DKKKD z 7 . Ichi chinhu chinobatsira kutaridza pane chimwezve chinhu.
chinongo 	DDK 	7 	z 		chinongo DDK z 7 . chinana 7 .
chinongwa 	DKD 	7 	z 		chinongwa DKD z 7 . Chinongwa chinhu chisina maturo chakangowanikwako pasina kuchitsvaka kana kuchishandira.
chinono 	DDK 	7 	z 		chinono DDK z 7 . Chinono itsika yokuita zvinhu zvichikutorera nguva yakarebesa.
chinoto 	D- 	7 	z 		chinoto D- z 7 . Chinoto munhu akapfuma zvine mbiri.
chinu 	DK 	7 	z 		chinu DK z 7 . Chinu chitende chinochengeterwa mafuta ekuzora nevanhukadzi asi anowanza kusanganiswa nemishonga.
chinwiro 	DKK 	7 	z 		chinwiro DKK z 7 . Chinwiro mudziyo unoshandiswa kunwirwa mvura, mukaka, doro nezvimwe zvinomwika.
chinya 	D- 	7 	z 		chinya D- z 7 . Chinya ihasha dzine chiramwa mukati.
chinyadzo 	DKK 	7 	z 		chinyadzo DKK z 7 . Chinyadzo chinhu chakafumuka chinotsverudza kuita kana kutaura. Chinyadzo kuona mwana achituka mubereki.
chinyahwaiko 	DDDKD 	7 	z 		chinyahwaiko DDDKD z 7 . Iri izwi rinoshandiswa kubvunza zvinhu zvanetsa kunzwisisa. Chinyahwaiko chokuti haudi kuterera vabereki.
chinyakamwe 	DDKK 	7 	z 		chinyakamwe DDKK z 7 . Uku kubatanidza zvaungaite nguva dzakasiyana-siyana, wongozviita panguva imwe chete. mukamwe 3 .
chinyakare 	D- 	7 	z 		chinyakare D- z 7 . Idzi itsika nemagariro aiita madziteteguru edu makarekare. pasichigare 16 .
chinyakasheche 	DDDKD 	7 	z 		chinyakasheche DDDKD z 7 . Urwu rudzi hwehowa hunowanza kumera muvhu rakaita musheche, hunowanzofushwa.
chinyamadari 	DDDDK 	7 	z 		chinyamadari DDDDK z 7 . Aka kapukanana kanosveta ropa remhuka. chinyamunhari 7 .
chinyamande 	D- 	7 	z 		chinyamande D- z 7 . Urwu rudzi rwenhanga.
chinyamudzura 	D- 	7 	z 		chinyamudzura D- z 7 . nyamudzura 9 .
chinyamugwenhure 	DDDDKD 	7 	z 		chinyamugwenhure DDDDKD z 7 . gwenhure 5 .
chinyamunjororo 	DDDKKK 	7 	z 		chinyamunjororo DDDKKK z 7 . Aka kambuyu kanogara munzvimbo dzine madhaka, kakaita segurwe asi iko kari kadiki.
chinyamuremwaremwa 	DDDKDKD 	7 	z 		chinyamuremwaremwa DDDKDKD z 7 . chiremwaremwa 7 .
chinyamutanhatu 	DDDKDK 	7 	z 		chinyamutanhatu DDDKDK z 7 . chimutanhatu 7 .
chinyandoendawo 	DDKKDK 	7 	z 		chinyandoendawo DDKKDK z 7 . chindoendawo 7 .
chinyangadzo 	DKKD 	7 	z 		chinyangadzo DKKD z 7 . Ichi chinhu chakaipa chaunoitira umwe munhu.
chinyange 	DDK 	7 	z 		chinyange DDK z 7 . Chinyange kuumbiridza zvakaita sesadza kana ivhu, zvichiurungana kuita misuva kana tubhora. gube .
chinyangu 	DKD 	7 	z 		chinyangu DKD z 7 . Chinyangu kusvuuka kwemiromo kunosakiswa nokunwa doro zvikuru kana nokusvuta fodya. chinyangwe 7, chinanzvi 7 .
chinyararire 	DKKDK 	7 	z 		chinyararire DKKDK z 7 . chimhukutira 7 .
chinyaride 	DDKD 	7 	z 		chinyaride DDKD z 7 . chinyanyavada 7 .
chinyau 	D- 	7 	z 		chinyau D- z 7 . chigure 7 .
chinyavada 	DDKD 	7 	z 		chinyavada DDKD z 7 . Ichi chinanairwa chinogara pasi pamabwe, kana mumakwande, chinoruma nemuswe wacho zvinorwadza zvikuru. chinyaride 7, rize 5 .
chinyeperano 	D- 	7 	z 		chinyeperano D- z 7 . Uku kutaurirana kwamunenge muchiita pamusoro peimwewo nyaya. chibhuyirano 7, nhaurirano 9 .
chinyeponyepo 	D- 	7 	z 		chinyeponyepo D- z 7 . Uyu musoro wenyaya wamunenge muchitaura pamusoro pawo. Uku kuita zvinhu zvokufungidzira kana kurota, asi pasina chiri tora nzvimbo.
chinyururahove 	DKKDKK 	7 	z 		chinyururahove DKKDKK z 7 . Urwu rudzi rweshiri inogara pane mvura uye inogona kubata hove iri mumvura.
chinzve-enzve-e 	DKK 	7 	z 		chinzve-enzve-e DKK z 7 . Uku kupfuura-pfuura kunenge kuchiita zvinhu zvaunoona nepamberi pako.
chinzvi 	DK 	7 	z 		chinzvi chizvi DK z 7 . Chinzvi munyama wokusaroora kana kusaroorwa, unonzi dzimwe nguva unenge uchikonzerwa neshavi rinenge riri pamunhu.
chinzvinzvi 	D- 	7 	z 		chinzvinzvi D- z 7 . Chinzvinzvi ndezvekudya zvinenge zvisati zvanyatsa kugayiwa.
chiodzanzondo 	DDDDK 	7 	z 		chiodzanzondo DDDDK z 7 . Ichi chirwere chinoodza tsoka, chinobata zvipfuwo, kunyanya makwai.
chiodzatsvo 	DDDK 	7 	z 		chiodzatsvo DDDK z 7 . Ichi chirwere chinobata itsvo, kunyanya makwai.
chioko chebveni 	DKK DKD 	7 	z 		chioko chebveni DKK DKD z 7 . Iyi itsika yokugara uchirova vamwe nembama nguva dzose. chioko chegudo 7 .
chioko chegudo 	DKK DKD 	7 	z 		chioko chegudo DKK DKD z 7 . chioko chebveni 7 .
chioko muhomwe 	DKK DKK 	7 	z 		chioko muhomwe DKK DKK z 7 . Iyi imari inopiwa munhu zvisiri pamutemo, kuti agadzirire kana kuronga nerweseri zvinenge zvichidiwa nanyakubhadhara.
chiokomhende 	DKKDK 	7 	z 		chiokomhende DKKDK z 7 . Uyu munhu anenge ane ruoko rwakaremara.
chiomandikupfeke 	DKKKKDK 	7 	z 		chiomandikupfeke DKKKKDK z 7 . Iyi itsika yokuwacha hembe, womirira kuti dziome ugopfekazve dzimwe chete idzodzo, kazhinji zvichibva pakuti uri munhu anoshaya. gezandinamure 5 .
chiome 	DKD 	7 	z 		chiome chiwome DKD z 7 . Chiome munhu asingapi nhando zvaanenge anazvo. chin'ogoro 7, mupazvaora 7 .
chionioni 	DKKKK 	7 	z 		chionioni DKKKK z 7 . chiringiriro 7 .
chiono 	DKK 	7 	z 		chiono DKK z 7 . Chiono ndechaunotarisa nemaziso chichikuyevedza.
chionwa 	DKD 	7 	z 		chionwa DKD z 7 . Chionwa chinhu chinenge chiri pachakaiswa kuti chitariswe, kazhinji chichiyevedza. Chionwa chirongwa chezvinhu zvakanyorwa zvakarongwa kuita mufananidzo mukati mechidzidzo, basa racho riri rokutobatsira kuratidza zviri kutsanangurwa muchidzidzo imomo.
chiororo 	D- 	7 	z 		chiororo D- z 7 . Chiororo chinhu chinokukunda kana kukupfidzisa. Mhiri kwemakungwa kwakanaka zvako asi chando ndochiororo. Uyu munhu anonyatsa kugona zvaanenge ari kuita. Tinashe chioororo chechikoro.
chipakirwa 	DKDK 	7 	z 		chipakirwa DKDK z 7 . Uyu mutambo wavana wavanoti, mumwe anoviga chinhu muruoko kana mudutu revhu, mumwe achitsvaka kwachiri.
chipako 	DKK 	7 	z 		chipako DKK z 7 . Chipako kudya kunenge kwaburwa kuri komunhu mumwe chete.
chipakupaku 	DKDKD 	7 	z 		chipakupaku DKDKD z 7 . Uku kuisa zvokudya mundiro uchichimbidzika.
chipamaso 	DKKD 	7 	z 		chipamaso DKKD z 7 . Uyu munhu anenge asinganyatsi kuona kana kunzwisisa zviri kuitwa navamwe vaanenge ainavo. Napamusana pokuti masvomhu anondigozhera, ndaiva chipamaso mukirasi.
chipambureki 	DKDDD 	7 	z 		chipambureki DKDDD z 7 . Apa panzvimbo pokuzororera kana muri parwendo makasunga mombe pangoro. Iyi inzvimbo isiri yanhingi yokuti chero munhu wese anokwanisa kungoendawo paanodira.
chipanda 	D- 	7 	z 		chipanda D- z 7 . Chipanda idoro rinobikwa norukweza kana mhunga. maburo 6, ngoto 9 .
chipanda 	DKK 	7 	z 		chipanda DKK z 7 . Chipanda imbambo kana chipikiri chinorovererwa kumadziro kuti muzoturika migoti. Chipanda ihanzvanzi inenge yaroorwa nepfuma inouya ichipfuurira kuenda kundokuroodzawo iwewe. dara 5 . ndima 9 .
chipandapakukutu 	DDDDKKK 	7 	z 		chipandapakukutu DDDDKKK z 7 . Urwu rumwe rudzi rwehowa. bandapakukutu 5 .
chipande 	DDK 	7 	z 		chipande DDK z 7 . Chipande inhova. Manyoka ane mwana uyu ndeechipande chete. Chipande inhova yemwana inenge yavhara. Chipande mushonga wenhova.
chipandi 	D- 	7 	z 		chipandi D- z 7 . Chipandi chidimbu chidiki chinenge chatsemurwa padanda kana pamwewo pakadaro.
chipandwa 	DDK 	7 	z 		chipandwa DDK z 7 . Chipandwa chinhu chidiki chaunoona kana kunzwa chinoita kuti upedzisire waziva kana kunzwisisa kana kuwana zano. Mbavha yakasiya chipandwa cheshangu yayo.
chipandwa 	DKD 	7 	z 		chipandwa DKD z 7 . Chipandwa kasadza kadiki kaunosiyira mwana mudiki waunenge uchidya naye mundiro kuti agopedzisa.
chipanera 	DKDD 	7 	z 		chipanera DKDD z 7 . Uyu mudziyo wesimbi unoshandiswa kusunga kana kukumurisa mabhaudhi.
chipanga 	DKK 	7 	z 		chipanga DKK z 7 . Chipanga kudivi kunocheka nako nebanga kana nereza. urodze 14, upanga 14 . Chipanga kashinha kanotanga kubuda mudzinde rechibage, kachizokura kufuvhurura nokuita hupi.
chipangura 	D- 	7 	z 		chipangura D- z 7 . Uyu munhu anofamba matunhu achiona nzizi kana makomo. chipanguranyika 7 .
chipani 	DKD 	7 	z 		chipani DKD z 7 . Chipani imombe dzinenge dzakasungwa pamwe chete dzichirimiswa. Vane mombe dzavo zvavo vanotorima nezvipani zviviri zviviri panguva imwe chete.
chipanji 	DKD 	7 	z 		chipanji DKD z 7 . Chipanji chimwana chomuti unotanda, chine maburi maburi, chinowanzoshandiswa pakugezesa chaoma.
chipapadzungu 	DDDKD 	7 	z 		chipapadzungu DDDKD z 7 . Uku kuita zvinhu munhu achingokurumidza asi asingambofungi kuti zvaari kuita zvacho zvichamusvitsa kupi.
chipapata 	DKKK 	7 	z 		chipapata DKKK z 7 . Ichi chinhu chese chokudya chinodyiwa chakaoma. Chipapata chenyama yakabikwa chinonaka. Ichi chingwa chakaomarara chinobikwa chisina mbiriso.
chiparadza 	DDDK 	7 	z 		chiparadza DDDK z 7 . Iyi ihari yedoro rokupedzisira rinopuwa vanhu vasati vapararira.
chipari 	DKD 	7 	z 		chipari DKD z 7 . Chipari mutambo wavaduku wokuti, vari kune rimwe divi vanotaura zvirevo, vamwe vachipa dudziro yazvo. chirahwe 7 . barika 5 .
chiparo 	DKK 	7 	z 		chiparo DKK z 7 . Chiparo mudziyo wakapamhamha asi uri mutete, unowanzoshandiswa kubvisa makoko kana matsito papoto. Imbwa dzikanzwa chiparo kurira dzinomhanyira panosukirwa midziyo.
chipasa 	DDK 	7 	z 		chipasa DDK z 7 . Chipasa musoro wepfumo kana wemuseve. Zvipasa zvimuti kana zvimwewo zvinoshandiswa kutsigira gumbo kana washodoka kana kuvhunika.
chipashumaranga 	D- 	7 	z 		chipashumaranga D- z 7 . Ichi chitota chisati chava namapapiro akura.
chipatapata 	D- 	7 	z 		chipatapata D- z 7 . Uku kuita zvinhu nechimbichimbi, kana kutsvaka kana kugadziridza zvinhu zvisina kumira zvakanaka. Chakave chipatapata kutsvaira ruvanze chikomba chisati chasvika. chishinashina 7, chihomuhomu 7 .
chipatara 	D- 	7 	z 		chipatara D- z 7 . Iyi inzanga yedzimba dzinorapirwa varwere vachigara panzvimbo pacho kana kubva kumba. hosipitari 9 .
chipauro 	DKKD 	7 	z 		chipauro DKKD z 7 . Iri izwi rinoshandiswa kuratidza mamiriro akaita chinhu chinenge chakamirirwa nezita muchirevo. Izwi rokuti matsvuku chipauro here kana kuti chiito?
chipavhurire 	DKKDK 	7 	z 		chipavhurire mapavhurire DKKDK z 7 . Uyu munhu akasununguka kupa zvinhu kune vamwe vanhu.
chipembenene 	D- 	7 	z 		chipembenene D- z 7 . Aka kapukanana kanobhururuka, kanowanzoita mavara anoyevedza, uye kanonwa muto wamaruva.
chipembere 	D- 	7 	z 		chipembere D- z 7 . Iyi imhuka huru ine runyanga rumwe rurefu nechapamusoro pemhino yayo. Chipembere chinonzi chinopenga kana chadya mukonde. nhema 9 .
chipembwe 	D- 	7 	z 		chipembwe chipwembwe D- z 7 . Chipembwe chikosoro chinowanzobata vana vadiki, vachiti kana vava kukosora vanotomboshaya mukana wokufema. Vana vanofanira kudzivirirwa chipebwe vachi vaduku.
chipendani 	DKDD 	7 	z 		chipendani DKDD z 7 . Ichi chiridzwa chine danda rakakombamiswa ndokusungwa nechikashu kana waya, chinoridzwa nokukwenya waya iyoyi kune rimwe divi kokupedzisira kuri mumuromo.
chipeneti 	DKDD 	7 	z 		chipeneti chipenheti, chipereti DKDD z 7 . Ichi chisimbi chine kokupedzisira kunobaya, chinobatiswa pazvipfeko nemitambo yavana.
chipenga 	D- 	7 	z 		chipenga D- z 7 . Chipenga chichira chidiki chinenge chiri chipandi chejira guru. Mapurisa akatora chipenga chehembe yanyakupondwa.
chipengo 	DKK 	7 	z 		chipengo DKK z 7 . Chipengo kukanganisika pfungwa. chipenzo 7 . Chipengo ndechose chinoti chikanwiwa chinodhaka.
chipenzi 	DKK 	7 	z 		chipenzi DKK z 7 . Chipenzi mushonga wokubvisa ndebvu unoshandiswa navanhu verudzi rwechiChangani.
chipenzo 	DKK 	7 	z 		chipenzo DKK z 7 . chipengo 7 .
chipepe 	DKK 	7 	z 		chipepe DKK z 7 . kepisi 9 .
chipepeto 	DKKD 	7 	z 		chipepeto DKKD z 7 . Uyu mudziyo unoshandiswa kutsauranisa zvinhu zvakaita sehundi nerukweza. chipepeteso 7 .
chipere 	D- 	7 	z 		chipere D- z 7 . Chipere ibere rine mavara-mavara. svitsi 9 .
chipezhupezhu 	DKDKD 	7 	z 		chipezhupezhu DKDKD z 7 . Uyu munhu anotaurisa uye akangwara zvakapfurikidza.
chipfarivari 	D- 	7 	z 		chipfarivari D- z 7 . Aka kamoto kane kamvari, kanenge kachimhanya mumhepo kachibva panenge parovana matombo.
chipfeko 	D- 	7 	z 		chipfeko D- z 7 . Chipfeko chinhu chese chinoshandiswa kufukidza muviri. Chipfeko chakanaka chinoita kuti uonekere pane vanhu. nhumbi 9, mbatya 9, hanzu 9 .
chipfenuriso 	D- 	7 	z 		chipfenuriso chibvenyuriso D- z 7 . Uyu mudziyo wakapinza unoshandiswa pakupara kana pakuvhiya. chipariso 7 .
chipfenurwa 	DDKD 	7 	z 		chipfenurwa DDKD z 7 . Aka kapande kanobva panopariwa matanda kana mbatatisi.
chipfichi 	D- 	7 	z 		chipfichi D- z 7 . Chipfichi munhuwi unokachidza.
chipfigo 	DKK 	7 	z 		chipfigo DKK z 7 . Chipfigo ndechinokochekerwa kana kupairwa kuti gonhi risavhurika. chihuri 7 .
chipfudziso 	DKKD 	7 	z 		chipfudziso DKKD z 7 . Uyu mudziyo wokudzimisa zvinyorwa pachidziro. Mudzidzisi anoshandisa chipfudziso kudzima zvaasingadi.
chipfuko 	D- 	7 	z 		chipfuko D- z 7 . Chipfuko ihari yevhu inoshandiswa kuchengetera mvura kana maheu kana hwahwa.
chipfukuto 	D- 	7 	z 		chipfukuto D- z 7 . Ichi chimbuyu chitema chakaomarara, chinoboora matanda akaoma kana mbesa. Isai mushonga uyu mudura, kuitira kuti zvipfukuto zvirege kudya chibage chenyu. chipfuto 7, chikumo 7 .
chipfumbamwe 	D- 	7 	z 		chipfumbamwe D- z 7 . Iri izita rinoreva chiverengwa chiri pakati pesere negumi.
chipfundira 	DDDK 	7 	z 		chipfundira DDDK z 7 . Uku kupisa kwekunze kwakapfurikidza mwero.
chipfundo 	D- 	7 	z 		chipfundo D- z 7 . Chipfundo chimuti china makwati akawanda.
chipfundo 	DKK 	7 	z 		chipfundo DKK z 7 . Chipfundo ndepanobatana magodo maviri emarangwanda.
chipfungwa 	DDK 	7 	z 		chipfungwa chipfunga DDK z 7 . Chipfunga chirwere chinoita kuti ubudise weti ine ropa kokupedzisira. bharaziya 5 .
chipfunhaniso 	D- 	7 	z 		chipfunhaniso D- z 7 . Uyu mudziyo wokudiridzisa, unobudisa mvura yave madonhwe anoenda kure, asi asina simba.
chipfupiswa 	D- 	7 	z 		chipfupiswa D- z 7 . Aya mabhii makuru anowanzotorwa kwekutanga kwemazwi azere, achitoshandiswa kumirira mazwi iwaya. TV chipfupiswa chaterevhizheni.
chipfuto 	D- 	7 	z 		chipfuto D- z 7 . chipfukuto 7 .
chipfutso 	D- 	7 	z 		chipfutso D- z 7 . Chipfutso munhu anokara zvokudya. berezvere 7, mutate 1 . Chipfutso munhu anoreva nhema zvikuru. munyepi 1, chimwayange 7 . Chipfutso munhu anogaroburitsa mweya unonhuwa nekumashure.
chipfuva 	DKK 	7 	z 		chipfuva chifuva DKK z 7 . Chipfuva inhengo yomuviri inotora nzvimbo inotangira pazasi pehuro kusvika panosangana mbabvu dzichibva kumusana. Chipfuva chinosimukira nokudzika zvinotoonekwa kana uchifemereka. dundundu 5, matunduru 6 . Chipfuva kusagona kuchengeta zvinhu zvawataurirwa pachizivano kana chivande. Chipo haazi wokuudza zvakavandika nokuti ane chipfuva.
chipfuwo 	DKK 	7 	z 		chipfuwo chipfuyo DKK z 7 . Chipfuwo imhuka inochengetwa pamusha yakaita semombe, hwai kana nguruve. Chipfuwo chakaita semombe chinobetsera mabasa pamusha.
chipika 	D- 	7 	z 		chipika D- z 7 . Chipika ibhandi rehembe rinogara rakatenderedza huro, rine nzeve mbiri dzakapamhamha. Chipika chehembe yake hakusi kusvipa ikoko. bhurauzi 5 .
chipikiri 	DKDK 	7 	z 		chipikiri DKDK z 7 . Ichi chisimbi chakaomarara, chino muromo unopinza, chinowanzoshandiswa kuroverera mapuranga kana matanda kuti abatane. Mota ikabayiwa nechipikiri inoponja.
chipikirwa 	DDKD 	7 	z 		chipikirwa DDKD z 7 . Iyi imhiko youpenyu inenge munhu azvipa. Chipikirwa chake ndechokuti achafira mukereke.
chipimbidya 	DKKD 	7 	z 		chipimbidya DKKD z 7 . Ichi chitanda chinoshandiswa kutsigira riva pakuteya mbeva.
chipimo 	D- 	7 	z 		chipimo D- z 7 . Chipimo mudziyo wokuyeresa zvinhu. Chipimo chesadza rapakamba chiduku. chiereso 7 . Chipimo muganhu unotarisirwa pamaitiro. Ukaona munhu ava kupisa imba nehasha, ndiko kunonzi kupenga zvisina chipimo. mwero 3 .
chipinda 	D- 	7 	z 		chipinda D- z 7 . Chipinda mupanda weimba.
chipingamupinyi 	DKKDKK 	7 	z 		chipingamupinyi DKKDKK z 7 . Ichi chiitiko kana chinetso chinokanganisa zvanga zvakarongwa kana kuti zvinotarisirwa. mhingamupinyi 9, mhingidzo 9, chikoneso 7, chidzivaidzo 7 .
Chipiri 	DDK 	7 	z 		Chipiri DDK z 7 . Chipiri izuva revhiki riri pakati peMuvhuro neChitatu.
chipiriso 	DKKD 	7 	z 		chipiriso DKKD z 7 . Iyi indiro yakavezwa nomuti inoshandiswa pakushumira vadzimu. Ndiro yechipiriso haiburirwi sadza.
chipiro 	DKK 	7 	z 		chipiro DKK z 7 . chipiriso .
chipirwa 	DKD 	7 	z 		chipirwa DKD z 7 . Iyi imhuka kana chinhu chinoteurirwa kuvadzimu. Bhuru romusha rinourawa sechipirwa kuvadzimu, nyama yaro yodyiwa isina munyu. chibayiro 7 .
chipisamaoko 	DKKDKK 	7 	z 		chipisamaoko DKKDKK z 7 . Iyi ihari yehwahwa inopiwa kune avo vanenge vahubika. Madzimai akadhakwa nehari yechipisamaoko.
chipisiro 	DKKD 	7 	z 		chipisiro DKKD z 7 . Iyi inzvimbo inoshandiswa kupisira marara kana zvimwewo zvakasiyana-siyana.
chipiso 	DKK 	7 	z 		chipiso DKK z 7 . Chipiso kamudziyo kesimbi kanoshandiswa kutwasanura nhumbi dzinenge dzagezwa kuti dzizopfekeka dzakatsvinda. Kana mai vachishandisa muchiso vanodzingira vana kure nokuvatyira kuti vangazotsva. aini 9. .
chipitipiti 	D- 	7 	z 		chipitipiti D- z 7 . Uku kupinda nokukasira muchinhu chimwe chete kwezvinhu zvakawanda. Chakave chipitipiti kupinda mumba mvura yonaya panhimbe. pindepinde 9 .
chipiwa 	DKD 	7 	z 		chipiwa DKD z 7 . chipo 7 .
chipiyaniso 	DKKKD 	7 	z 		chipiyaniso DKKKD z 7 . Aya matanda maviri, refu nepfup,i akachinjikidzana nechokumusoro kwerefu, panonzi ndipo pakaroverwa Jesu. Chipiyaniso mucherechedzo unokosheswa nemaKristu. muchinjikwa 3, muchinjiko 3 .
chipo 	DK 	7 	z 		chipo DK z 7 . Chipo ndechese zvacho chinopiwa mumwe munhu asina kukumbira, uye asingatengeserwi. Ndakapiwa mabhuku nomudzidzisi sechipo. chipiwa 7 . Chipo chikomborero kana tarenda rinopiwa munhu rokugona kuita zvinotadzwa nevamwe. Mwana wangu ane chipo chokuveza migwaku. chipiwa 7 .
chipokisi 	DKDD 	7 	z 		chipokisi DKDD z 7 . Iyi isimbi nhete iri pabhasikoro inobata rimhu nehabha. sipokisi 5 .
chipoko 	DKD 	7 	z 		chipoko DKD z 7 . Chipoko mweya womunhu akafa, anenge achinetsa vapenyu nokuita moto unovhundusira vanhu. Chipoko chinoonekwa parinda rake usiku. chidhoma 7 .
chiponda 	D- 	7 	z 		chiponda D- z 7 . Chiponda itsika yokusevenzera roora, inoitwa nomukwasha achigara kwatezvara, kusvikira akwanisa kushanda zvinoringana nepfuma inodiwa. ugariri 13 .
chipondamwoyo 	D- 	7 	z 		chipondamwoyo D- z 7 . Ichi chidyiwa chinobikwa nefurau chinotapira kwazvo. Musikana akatengerwa chipondamwoyo akafara chose.
chiponeso 	DKKD 	7 	z 		chiponeso DKKD z 7 . Chiponeso imhindupindu yokurarama nayo. Vazhinji vanotengesa mazai kuti vawane chiponeso. ndaramo 9 .
chipopi 	DDK 	7 	z 		chipopi DDK z 7 . Chipopi rudzi rwembwa ine makumbo mapfupi uye nekamuviri kadiki. Tinovhima mbira nezvipopi nokuti zvinokwana mumapako maduku.
chiposhi 	DKD 	7 	z 		chiposhi DKD z 7 . Chiposhi izita rinoreva chiverengwa chokutanga-tanga chinozotevera nechechipiri.
chipotswa 	DDK 	7 	z 		chipotswa DDK z 7 . Chipotswa mushonga wakaipa unopiwa munhu asingazivi, unogaromutambudza. Chipotswa chaakawana kubasa ndicho chakamuvhuna musana. chikandwa 7, muposo 3 .
chipudzi 	DDK 	7 	z 		chipudzi DDK z 7 . Chipudzi rudzi rwederere rinoreba, rinodzvarwa rozodyiwa vana varo vari vanyoro kana kuti vaoma, uyezve riine mashizha matete anodyiwawo nevamwe. Kana usingadyi derere rechipudzi, hauzivi derere rinonaka.
chipuka 	DDK 	7 	z 		chipuka DDK z 7 . Chipuka chisikwa chese chinofema nokufamba kana kunanaira, chiine muviri wakaita mudiki, uye chinogara musango. Bere chipuka chinokara nyama. Chipuka chisikwa chomusango chinogona kukuvadza vanhu kana dzimwe mhuka. chikara 7 .
chipukandipemwenje 	DDKKDDD 	7 	z 		chipukandipemwenje DDKKDDD z 7 . Uyu munhu akashata kumeso zvakanyanya.
chipukupuku 	D- 	7 	z 		chipukupuku D- z 7 . Uyu munhu ane pfungwa dzisina kukwana, anomboita seanopenga. Ukaswera nechipukupuku hapana nyaya dzinovaka dzinobudapo.
chipukutiso 	D- 	7 	z 		chipukutiso D- z 7 . Ichi chinhu chinhu chese zvacho chinoshandiswa pakupukuta. chikorobho 7 .
chipumha 	DKD 	7 	z 		chipumha DKD z 7 . Chipumha katutu kezvinhu zvidiki.
chipundutso 	DKKD 	7 	z 		chipundutso DKKD z 7 . Uyu mubairo wokuita chimwe chinhu unenge wakatarisirwa. Kutiza chikoro hakuna chipundutso. chimuko 7, chouviri 7 .
chipunha 	DKD 	7 	z 		chipunha DKD z 7 . Chipunha musikana anenge achangotanga kubuda mazamu.
