chiuno 	DKK 	3 	z 		chiuno DKK z 3 . Chiuno inzvimbo yomuviri womunhu yakadzvinyingikira mukati, panobatana hudyu, dumbu nemusana. Chiuno chinobatsira kuti kana munhu apfeka bhurugwa risadonha. Chiuno itsika yomunhurume anenge achinyanya kuda kurara nevakadzi. Iwe shamwari, uchasiya watiparira mhosva, nechiuno chako ichocho.
mutswiwa 	DKD 	3 	z 		mutswiwa mutwiwa DKD z 3 . Mutwiwa upfu hwechibage chinenge chakambobandwa muduri. mudzvurwa 3, duure 5 .
mutufu 	D- 	3 	z 		mutufu mutupfu D- z 3 . Mutufu rudzi rwemuti une mapazi matsvuku anotyoka nyore, unobereka vana vanodyiwa vanonzi matufu.
mutukure 	D- 	3 	z 		mutukure D- z 3 . Kana zvinhu zvakaita mutukure zvinenge zvakawanda kwazvo, zvisinganetsi kuwana.
mutukutu 	DDKD 	3 	z 		mutukutu DDKD z 3 . Uyu muti une mashizha makobvu anenge mabhuku, unoita zvivana zvakareba, zvakaomarara zvinopihwa mombe. mubhuku 3, muhavahava 3, musekesa 3 .
mutumbi 	DDK 	3 	z 		mutumbi mutumbu DDK z 3 . Mutumbi muviri wemunhu akafa. chitunha 7 .
mutundo 	D- 	3 	z 		mutundo D- z 3 . Mutundo imvura inenge iri mumuviri wemunhu, inozoburitswa nekuzasi kana dundiro razara. weti 9, dope 5 .
mutundu 	DKK 	3 	z 		mutundu DKK z 3 . Mutundu zvinhu zvakawanda zvinenge zvakasungirirwa pamwe chete mumucheka. mukwende 3 .
mutunduru 	DDKD 	3 	z 		mutunduru DDKD z 3 . Urwu rudzi rwemuti unogara wakasvibira, unobereka muchero unodyiwa unonzi matunduru. munywanywa 3 .
mutunhu 	DKK 	3 	z 		mutunhu DKK z 3 . dunhu 5 . Mutunhu urefu hwenzvimbo yaunofamba uchienda kana kubva kune imwe nzvimbo. Mutunhu inzvimbo iri kure. Kubva kwedu kusvika kwambuya pane mutunhu.
mutupo 	DKK 	3 	z 		mutupo DKK z 3 . Mutupo mucherechedzo weukama hwevanhu verudzi rumwe chete, unotorwa kubva pamhuka kana zvimwewo zvisikwa. Mutupo wenyu munoera chii? Munhu akati chimwe chinhu mutupo kwaari anenge achireva kuti haatombodi kana kuchibata kana kuchiita. Isu vanamati doro utori mutupo. Kana munhu ari nyope badza unenge utori mutupo kwaari.
muturu 	DKD 	3 	z 		muturu DKD z 3 . mutariko 3 .
mututu 	DKK 	3 	z 		mututu DKK z 3 . Mututu chirwere chinoita kuti munhu abude ropa mumhuno, kazhinji kana kuchipisa. mhuka 9, muhotwe 3, mutsotso 3 . Mututu imhepo yakasimba.
mutuu 	D- 	3 	z 		mutuu D- z 3 . Mutuu mudziyo wekubatisa hove, unogadzirwa netsanga.
mutuvi 	DKK 	3 	z 		mutuvi DKK z 3 . Mutuvi imvura inovavira, inobuda mumukaka unenge wakora.
mutwaro 	DKK 	3 	z 		mutwaro DKK z 3 . mutoro 3 .
mutwi 	D- 	3 	z 		mutwi D- z 3 . mutswi 3 .
mutyaba 	D- 	3 	z 		mutyaba D- z 3 . Mutyaba idota rakagadzirirwa kusanganiswa nefodya yemumhuno. mushaba 3, mudhombo 3 .
mutyambi 	DDK 	3 	z 		mutyambi DDK z 3 . Mutyambi vanhu kana mombe dzakawanda.
mutyangetyange 	DKKKK 	3 	z 		mutyangetyange DKKKK z 3 . Aka kasora kanomera mumunda pazhizha, kanodyiwa semuriwo.
mutyora 	DKD 	3 	z 		mutyora DKD z 3 . Mutyora ndechinoshandiswa pakubika derere, chinobva mumadota emaguri echibage. muteka 3 .
mutyuviza 	DDKD 	3 	z 		mutyuviza DDKD z 3 . Iri idoro rakaita mvura mvura.
muucha 	D- 	3 	z 		muucha D- z 3 . muhacha 3 .
muunga 	D- 	3 	z 		muunga D- z 3 . Urwu rudzi rwemuti une minzwa michena yakareba chaizvo. mubayamhondoro 3 .
muunji 	DDK 	3 	z 		muunji DDK z 3 . muururo 3 .
muunze 	D- 	3 	z 		muunze muuzhe D- z 3 . Muunze rudzi rwemuti une hunde yakati twasu neganda rinoda kutsvedzerera, unomera munzvimbo dzine makomo.
muunzo 	DKK 	3 	z 		muunzo DKK z 3 . Muunzo mudziyo unoshandiswa kunhadziridza zviumbwa. muvuzo 3 .
muururo 	DKKD 	3 	z 		muururo DKKD z 3 . Iyi isimbi inoti, kana yaiswa muchoto yapisa, yobooreswa zvinhu zvakaita semipinyi yemapadza kana yematemo. mupfondo 3 .
muuyo 	D- 	3 	z 		muuyo D- z 3 . Muuyo kunze kwemadziro emba.
muuyu 	DDK 	3 	z 		muuyu muwuyu, muvuyu DDK z 3 . Muuyu rudzi rwemuti wakakura zvikurusa, unowanzowanikwa munzvimbo dzakaderera, unobereka vana vanodyiwa vanonzi mauyu, vane mvere kunze nechikanda chakaomarara.
muvanga 	DDK 	3 	z 		muvanga DDK z 3 . Urwu rudzi rwehove ine mazino anokuvadza, inogara muhova huru. cheni 9, mucheni 3 .
muvanga 	DKK 	3 	z 		muvanga DKK z 3 . Muvanga muti wakasimba chaizvo, usingatemeki nhando, unogadziriswa mapango ekusoseresa.
muvengahonye 	DKKKD 	3 	z 		muvengahonye DKKKD z 3 . Aka karudzi kemuti kasingakuri kuenda mudenga zvakanyanya. munyingahanyi 3 .
muvha 	DK 	3 	z 		muvha DK z 3 . Muvha inzira yakafara, inokwanisa kufamba nemotokari kana zvikochikari. mugwagwa 3 .
muvhandu 	DDK 	3 	z 		muvhandu DDK z 3 . Muvhandu kubika chikafu chakawandisa munhu asingapimi. mamvonzo 3 . Muvhandu makaro anoita kuti munhu adye achikasika.
muvharadhongi 	DDDDK 	3 	z 		muvharadhongi DDDDK z 3 . Iyi ihembe kana jira remangamanga.
muvheneka 	DDKK 	3 	z 		muvheneka DDKK z 3 . Aka kamuti kanobereka vana varefu vanorembera, vanokwanisa kushandiswa semwenje. muremberembe 3 .
muvhunambezo 	DKKKD 	3 	z 		muvhunambezo DKKKD z 3 . Uyu muti unonetsa kuveza nekuti unenge wakaomarara.
Muvhuro 	D- 	3 	z 		Muvhuro D- z 3 . Muvhuro ndiro zuva rekutanga pavhiki. Musumbunuko 3, Mande 9 .
muvhuruvhuru 	D- 	3 	z 		muvhuruvhuru D- z 3 . mafufu 6 .
muvhuvhura 	DDDK 	3 	z 		muvhuvhura DDDK z 3 . Uyu muonde unokura munzvimbo dzine mvura. Iyi imhepo inotonhora, inounza mvura.
muviri 	D- 	3 	z 		muviri D- z 3 . Muviri wemunhu mutumbi wake wese, kubva kumusoro kusvika kutsoka. Munhu akanzi ane muviri zvinoreva kuti anenge ari mukobvu. Mwana uyu anenge akakarotodza baba vake kuita muviri.
muwa 	DK 	3 	z 		muwa DK z 3 . Muwa idzinde nyoro rechibage. gunde 5 .
muweru 	DDK 	3 	z 		muweru DDK z 3 . Muweru imvura yakachena inosara pamusoro, masese edoro adzika pasi pehari.
muwi 	D- 	3 	z 		muwi D- z 3 . musha 3 .
muwirowiro 	DKDKD 	3 	z 		muwirowiro DKDKD z 3 . Uyu muti unomera panzvimbo ine mabwe. mukosvo 3, mudanhatsindi 3 .
muyapo 	D- 	3 	z 		muyapo D- z 3 . Muyapo rubatsiro rwaunowana. ruyamuro 11 .
muyembe 	DKK 	3 	z 		muyembe DKK z 3 . Muyembe kutyisidzira kune kutamba mukati. musara 3 .
muzarabani 	DKDKD 	3 	z 		muzarabani DKDKD z 3 . Uku kurwa kuya kunoita vanhu vachiuya vakawanda kuita mhomho chaiyo.
muzekezeke 	D- 	3 	z 		muzekezeke D- z 3 . Iyi ipfumvu inovhurira dzimwe kuti dzirambe dzichiuya.
muzemberere 	DKKDD 	3 	z 		muzemberere DKKDD z 3 . mudzuwerere 3 .
muzengure 	DDKD 	3 	z 		muzengure DDKD z 3 . Izvi zvidhori zvinoiswa mumunda wembesa, kuitira kutyisidzira shiri nemakudo. muderwe 3, muzerwe 3 . Iri zidumbu guru rakarembera.
muzera 	D- 	3 	z 		muzera muzira D- z 3 . Muzera mutsetse wechibage uri paguri. mutanda 3 .
muzerere 	DKDD 	3 	z 		muzerere DKDD z 3 . mudzewerere 3 .
muzeze 	D- 	3 	z 		muzeze D- z 3 . Muzeze muti une tumashizha tudikidiki, neganda rakachenuruka rinoshandiswa kurapa mudumbu nemaziso, uye mwoyo wawo unoshandiswawo pakuveza. mujisa 3, mupamhamakuva 3 .
muzhangani 	DKKD 	3 	z 		muzhangani DKKD z 3 . Aya mazhanje aunowana akadonhedzwa nemhepo usingazvifungiri.
muzhanje 	D- 	3 	z 		muzhanje D- z 3 . Urwu rudzi rwemuti unowanikwa munzvimbo inonaya mvura yakawanda, unobereka muchero unodyiwa unonzi mazhanje. mushuku 3 .
muzharara 	DKKK 	3 	z 		muzharara DKKK z 3 . Iyi inzvimbo iri murwizi panodonha mvura. bopopo 5 .
muzhararira 	D- 	3 	z 		muzhararira D- z 3 . Iyi itsika yekuvhundukira zvinhu nepasina kukodzera.
muzhumwi 	DDK 	3 	z 		muzhumwi muzhumu DDK z 3 . Muzhumwi imhando yemuti wemutamba, une mapazi netsotso zvine minzwa yakakombama, unoita matamba anotapira chaizvo.
muzinda 	D- 	3 	z 		muzinda D- z 3 . Iyi inzvimbo inogara mambo padare rake, kana kuti dzimba dzake.
muzinindi 	D- 	3 	z 		muzinindi D- z 3 . Muzinindi kuoma musoro kana kusadzokera shure. ushindindi 14, ushwindi 14 .
muzipire 	DDKK 	3 	z 		muzipire DDKK z 3 . Aya manakiro echinhu. muzipo 3 .
muziyo 	DKK 	3 	z 		muziyo DKK z 3 . Muziyo ibango repamusuo. gwatidziro 5 .
muzongoza 	D- 	3 	z 		muzongoza D- z 3 . Iri ibvupa riri pakati pemusana wemunhu, rinobva kuhuro richidzika panoperera musana.
muzumbani 	DDKK 	3 	z 		muzumbani muzimbani DDKK z 3 . Muzumbani kamuti kadiki kanogadziriswa putugadzike, kana mushonga unogona kurapa chikosoro. sumba 9, zumbani 5 .
muzura 	D- 	3 	z 		muzura D- z 3 . Kutyora muzura kufonyora mabvi kunoita vanhukadzi kana vachiratidza rukudzo. Muroora akatyora muzura apo aiombera vamwene vake.
muzvambarara 	D- 	3 	z 		muzvambarara D- z 3 . Ichi chinhu chakareba chaizvo. Amai vakatenga muzvambarara wemota. Uyu mutauro wakahwanda, unoshandisa mazwi anopesedzera pane zvaanenge achireva. Munhu anonzi anoita muzvambarara anenge achishandisa nzira dzisina kuvimbika kuti awane zvaanoda.
muzvazvarara 	D- 	3 	z 		muzvazvarara D- z 3 . Ichi chinhu chirefu, chakaita senyoka, chinenge chakarara pasi.
muzvezve 	DKD\D- 	3 	z 		muzvezve DKD\D- z 3 . Muzvezve mutsara unosara panenge pafamba nenyoka kana chireyi. muzvezverere 3, muhwezva 3, mwezha 3 .
muzvezverere 	DKDDD\D- 	3 	z 		muzvezverere DKDDD\D- z 3 . muzvezve 3 .
mvikomviko 	KDDD 	3 	z 		mvikomviko KDDD z 3 . Ichi chinyamututa chine mavara matema nematsvuku, chine zvinyanga zvirefu.
mwaka 	DK 	3 	z 		mwaka DK z 3 . Mwaka inguva yegore yakasiyana-siyana, sekuti zhizha kana chirimo. Mwaka uno mvura yatorambisisa.
mwakani 	DKD 	3 	z 		mwakani DKD z 3 . Mwakani ndekwekutanga kwenguva yechirimo.
mwambabvu 	DKD 	3 	z 		mwambabvu mwandabvu DKD z 3 . Mwambabvu kuzvimba kunoita muhapwa kana panosangana makumbo, kunogona kukonzerwa nechironda chinenge chiri paimwewo nhengo yemuviri.
mwanda 	D- 	3 	z 		mwanda D- z 3 . Mwanda uswa hwakasungwa pamwe chete. chiswa 7 .
mwando 	D- 	3 	z 		mwando D- z 3 . mhepo 9 .
mwangato 	D- 	3 	z 		mwangato D- z 3 . Mwangato muti wakavezwa, unogona kuiswa chifananidzo cheshumba kana mbada, unowanzotakurwa nemasvikiro.
mwanza 	DK 	3 	z 		mwanza DK z 3 . Mwanza mwena unogara kana kupinda mbeva kana makonzo. mwezha 3, mbudu 3 .
mwaranzi 	DKK 	3 	z 		mwaranzi DKK z 3 . Mwaranzi kamutsetse kezuva kanovapo kana zuva richibuda. museve 3, ranzi 5 .
mwazi 	DK 	3 	z 		mwazi DK z 3 . mhango 9 .
mwedzi 	DK 	3 	z 		mwedzi DK z 3 . Mwedzi idenderedzi hombe jena, rinoonekwa kazhinji usiku rakajekesa nyika, asi dzimwe nguva richimboonekwawo kwakachena, risina kunyanyoita denderedzi kudaro. Mwedzi chidimbu chegore chinowanzoita mazuva makumi matatu kana kuti makumi matatu nerimwe. Mwedzi waKukadzi ndiwo wega une mazuva ane uwandu hunochinja, kubva kumakumi maviri nemasere kuita makumi maviri nepfumbamwe, makore mana ega ega. Kuenda ku mwedzi kwemunhukadzi kubuda ropa, rinenge richibva muchibereko, pamwedzi wega wega. kugeza 15 .
mwena 	DK 	3 	z 		mwena DK z 3 . Mwena iburi rakacherwa nechipuka chinogaramo, chakaita sembeva kana gurwe. Mwena imhuka yemusango yakafanana nembwa, inodya majuru nokufamba usiku, ichigara muguru masikati. mbizimumwena 9 . Mwena igomba rinosara padumbu kana munhu ava nenzara, kana padumbu remombe yaneta yava nenzara.
mwendachirimo 	D- 	3 	z 		mwendachirimo D- z 3 . Aka kakova kasingaomi, kanoerera gore rese.
mwenje 	D- 	3 	z 		mwenje D- z 3 . Mwenje moto unotungidzwa kuti ujekese murima. chivheneko 7 .
mwenza 	DK 	3 	z 		mwenza mwanza DK z 3 . Iyi inzira inofambwa nayo nemakonzo kana kuti nembeva. mwezha 3 .
mweredzo 	D- 	3 	z 		mweredzo D- z 3 . Mweredzo idoro rezvirango zvevadzimu rinozonwiwa mushure mekuurayiwa kwemombe kana kuvigwa kwemufi.
mwerere 	D- 	3 	z 		mwerere D- z 3 . Mwerere ibvudzi remwana achangozvarwa, rakaita zerere.
mwero 	D- 	3 	z 		mwero D- z 3 . Mwero uwandu hwakaenzerana, husina kuwandisa kana kushomekesa. Manwiro ake doro haana mwero. mupimo 3 .
mweya 	DK 	3 	z 		mweya DK z 3 . Mweya imhepo inofemwa nevanhu nezvisikwa zvakasiyana, inokonzera kuti zvipuka izvi zvirarame. Mweya kunhuhwa kwakaipa. Mweya maitiro asina nduramo anoitwa nemunhu, zvinozonzi anenge ane chakamugara. mhepo 9, mamhepo 6 . Mweya wemunhu ndiwo unonzi unorarama kana afa.
mwise 	DK 	3 	z 		mwise DK z 3 . muswe 3 . Munhu akanzi aita mwise , zvinoreva kuti ndiye anenge apedzisira kusvika kana kuita chimwe chinhu. muswe 3 .
mwiso 	D- 	3 	z 		mwiso D- z 3 . Mwiso mukaka unenge waakukamwa mushure mekunge mhuru yamboyamwiswa zvekare.
mwoko 	D- 	3 	z 		mwoko D- z 3 . Mwoko murwi wezviyo zvisati zvapurwa.
mwongo 	DK 	3 	z 		mwongo DK z 3 . mongo 3 .
mwonzo 	D- 	3 	z 		mwonzo D- z 3 . muururo 3 .
mwoto 	DK 	3 	z 		mwoto DK z 3 . moto 3 .
mwowa 	D- 	3 	z 		mwowa D- z 3 . Mwowa muriwo wakati pfumburukei unowanzomera panguva yezhizha. mowa 3 . Mwowa isora rinobuda muzhizha, kazhinji pane ndove, rinodyiwa semuriwo. mowa 3 .
mwowa sena 	D- 	3 	z 		mwowa sena D- z 3 . Iri isora rinomera padanga kana pane manyowa, rinowanzodyiwa nemombe. mwowa danga 3, mowa danga 3 .
mwoyo 	D- 	3 	z 		mwoyo moyo D- z 3 . Mwoyo inhengo yemuviri iri mukati mechipfuva, inopomba ropa kuti rikwanise kufamba nemuviri wese. Pa mwoyo pechinhu pakati pacho. Kana chinhu chichinzi chiri pa mwoyo , zvinoreva kuti chinenge chichidiwa zvakanyanya. Kana munhu achinzi ane mwoyo anenge achida tunhutunhu twevamwe twunonaka.
mwoyochena 	DDKD\D- 	3 	z 		mwoyochena mwoyo muchena DDKD\D- z 3 . Uku kuva nechido chekuitira vamwe vanhu zvakanaka, kuti vagare vakafara. ANTONYMS mwoyomutema 3.
mwoyosviba 	DDKD 	3 	z 		mwoyosviba DDKD z 3 . mwoyomutema 3 .
mwoyosviba 	DDKD\DDDK 	3 	z 		mwoyosviba DDKD\DDDK z 3 . mwoyotema 3 .
mwoyotema 	DDKD 	3 	z 		mwoyotema mwoyo mutema DDKD z 3 . Munhu ane mwoyomutema anenge achiitira vamwe vanhu zvakaipa nekuda kwekuipa kwake. mwoyosviba 3 .
