apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
biriso 	KKD 	5 	z 		biriso KKD z 5 . bisiro 5 .
biriviri 	D- 	5 	z 		biriviri D- z 5 . Uku ndekwakadzika kweruware kunotedza. Iri igomba rine mativi akatwasuka.
bisaimba 	KKDK 	5 	z 		bisaimba KKDK z 5 . Urwu rumwe rudzi rweuswa.
bise 	KD 	5 	z 		bise KD z 5 . Bise isora rinokonzera kuti mbeu dzitsve.
bishapisha 	KDKD 	5 	z 		bishapisha KDKD z 5 . Uku kudzimaidzika mupfungwa nemuzviito.
bishau 	DKD 	5 	z 		bishau DKD z 5 . katsi 9 .
bishi 	DK 	5 	z 		bishi DK z 5 . Bishi kuita zvinhu nechimbichimbi.
bishori 	K- 	5 	z 		bishori K- z 5 . Bishori kusabatana kwevanhu mukufunga kana mukuita. Vashandi vekambani ino vane bishori zvekuti kushanda kwacho kunotonetsa.
bisiro 	KKD 	5 	z 		bisiro KKD z 5 . Bisiro izvimbo yakavakirirwa yokupisira hari dzabva mukuumbwa.
biso 	K- 	5 	z 		biso K- z 5 . Biso ihari huru inopisirwa doro. gate 5 .
biti 	K- 	5 	z 		biti K- z 5 . Biti hwahwa hwunotapira hwusingadhakisi.
bitipiti 	D- 	5 	z 		bitipiti D- z 5 . Ava vanhu kana mhuka dzakawanda dzinenge dzichifamba. Iri idoro rinotapira.
biya 	DK 	5 	z 		biya DK z 5 . gango 5 .
biyepiye 	KDKD 	5 	z 		biyepiye KDKD z 5 . Ava vanhu vakawanda vanenge vachidzimaidzika.
biyo 	K- 	5 	z 		biyo K- z 5 . Biyo idanda rinochinjikwa pagonhi kana pagedhe kuti risavhurika. mutandariko 3 .
biza 	D- 	5 	z 		biza D- z 5 . Biza urefu hwemucheka.
bobo 	D- 	5 	z 		bobo D- z 5 . Bobo inzungu ichiri diki isati yakora. Ipa vana mabobo ayo vadye. Hatina zvatingaita nawo. bwati 5, rwezo 5 .
bocha 	D 	5 	z 		bocha D z 5 . Bocha rudzi rwetunyunyu twakada kufanana netunhunzi tunoita uchi pachuru. monga 9 .
bodyo 	D- 	5 	z 		bodyo D- z 5 . Bodyo ibasa rinoshandwa nesimba. mushininga 3 . Bodyo injodzi huru.
bofo 	DK 	5 	z 		bofo DK z 5 . Bofo chinhu chakatefeteka chokuti ukatsimbirira chinopinda mukati sezvinoita matiresi.
boko 	K- 	5 	z 		boko K- z 5 . ruoko 11 .
bokora 	D- 	5 	z 		bokora D- z 5 . Bokora imvura inonaya zvinyoronyoro. musakasaka 3 .
bokorodzi 	KKKD 	5 	z 		bokorodzi KKKD z 5 . Ichi chikamu chikuru chezvinhu zvakawanda.
bokoshindi 	DDKK 	5 	z 		bokoshindi DDKK z 5 . Iyi imhomho yevanhu vakawanda vanenge vachiita basa zvisina kunyatsoona kuti zviri kufamba sei, nekuti vanenge vachingoti uyu aita zvake, auya aita zvake.
bokoza 	D- 	5 	z 		bokoza D- z 5 . Bokoza imvura yakawanda inonaya nesimba rakawanda. Tabatwa nebokoza tichangobuda mumba. Ndiro ratinyorovesa kudai. mushoko 3 .
bokozozo 	D- 	5 	z 		bokozozo D- z 5 . Ava vanhu vakaungana pamwe chete vasinganyatsozivi zvavari kuita.
boma 	KD 	5 	z 		boma KD z 5 . Boma ndepanenge pakuzvuka pamuti nemhaka yemhuka dzinozvikwizira ipapo.
bombera 	D 	5 	z 		bombera D z 5 . Bombera ibota rinonamatira pamugoti rinopihwa semubairo kumunhu anenge achizousuka.
bombo 	D- 	5 	z 		bombo D- z 5 . Bombo rudzi rwekamhashu kadiki kasingadyiwi. chitota 7, mhipi 9 .
bombwe 	D- 	5 	z 		bombwe D- z 5 . Bombwe mukadzi anomiririra kazhinji panoroorana vaviri. Bombwe rukweza rwakasvibira rune tsanga dzakakura. Bombwe chimera chinoita bundu pasi, chinoti chikatswanywa chikaiswa mumvura chinoita muchetura kuhove. chamutupatupa 7 .
bomera 	KDK 	5 	z 		bomera KDK z 5 . Bomera chirwere chinopararira muvanhu chichipomeranwa.
bomho 	K- 	5 	z 		bomho K- z 5 . bani 5 .
bomoko 	KKD 	5 	z 		bomoko KKD z 5 . Bomoko kukanganisa kutaura.
bona 	KD 	5 	z 		bona KD z 5 . Bona itsika yekudzosa vakafa mumusha kuti vazotarisa mhuri dzavo. kurova guva 17 .
bondaponda 	D- 	5 	z 		bondaponda D- z 5 . Ichi chinhu chinokwanisa kushandiswa nemunhu wose pasina muripo. bondeponde 5, bonderere 5 .
bonde 	DK 	5 	z 		bonde DK z 5 . Bonde itsanga dzakatsemurwa dzakabatanidzwa nemikosi kugadzira chihukwe chekugarira kana chekurarira. rukukwe 11 .
bondero 	D- 	5 	z 		bondero D- z 5 . Bondero inzvimbo inopurirwa mbesa dzakaita semhunga nezviyo. buroro 5 . Bondero inzvimbo inourayirwa munhu abatwa nemhosva inokodzera kuti afe. Mhondi iya yaendeswa kubondero nemutongi wemhosva.
bondimbo 	DKD 	5 	z 		bondimbo DKD z 5 . Bondimbo chinhu chakakoresa zvisina kufanira.
bondo 	D- 	5 	z 		bondo D- z 5 . Bondo idutu rembesa, dzakaita semapfunde nezviyo, risina kupuriwa. buro 5 .
bondwe 	D- 	5 	z 		bondwe D- z 5 . chigadzamapfihwa 7 . Bondwe mukadzi wechipiri anenge ari munin'ina wemukadzi wekutanga.
bonga 	D- 	5 	z 		bonga D- z 5 . Bonga ikatsi yemusango inotorwa semutupo navanhu vekwaChihwa.
bonga 	K- 	5 	z 		bonga K- z 5 . Bonga zvinhu zvinoverengeka zvinenge zvisina kukwana. Mapadza aya ibonga, hatikwani kuti mumwe nomumwe rake.
bonganyuchi 	DDKK 	5 	z 		bonganyuchi DDKK z 5 . Iyi ishiri inodya nyuchi.
bongozozo 	D- 	5 	z 		bongozozo D- z 5 . Uku kurwisana kwevanhu vanenge vasinganzwanani pazvimwe zvinhu. hohoho 9 . Iyi imheremhere inoitwa nevanhu vakaungana pamwe chete. Uyu munhu kana mhuka isinganyatsooni. Uyu muriwo unenge wakanyatsobikwa zvakanaka.
bonhora 	D 	5 	z 		bonhora D z 5 . urume 14 .
bonje 	D- 	5 	z 		bonje D- z 5 . Bonje inzvimbo ine ronda kana yaimbove neronda senge rekurohwa. mbonje 5 . Bonje mucherechedzo unosara pakakwatuka kana kuchecheneka pamudziyo wedhaka. vanga 5 .
bonongwe 	DKD 	5 	z 		bonongwe DKD z 5 . Bonongwe ibundo rinodyiwa semuriwo, rine mashizha akatenderera, rinotsvukuruka pasi kana pamusoro uye rinowanzomera pamatanga. mowa 5, mbowa 5 .
bonore 	D- 	5 	z 		bonore D- z 5 . Bonore chibage chavhuniwa kubva padzinde racho. muguri 3, bere 5 .
bonyoponyo 	DKDD 	5 	Z 		bonyoponyo DKDD Z 5 . bonhora 5 .
-bonyora 	D 	5 	z 		-bonyora D z 5 . -bonhora .
bonza 	D- 	5 	z 		bonza D- z 5 . Bonza chimuti chikobvu chinoshandiswa kurova kana kuponda chinhu.
bonzeko 	D- 	5 	z 		bonzeko D- z 5 . bonza 5 .
boora 	DDK 	5 	z 		boora DDK z 5 . muboora 3 .
bope 	D- 	5 	z 		bope D- z 5 . Bope ruzha runoitika vanhu vachipopotedzana pachida kurwiwa.
bopo 	KD 	5 	z 		bopo KD z 5 . Bopo rudzi rwegonye rinodyiwa.
bopomo 	D- 	5 	z 		bopomo D- z 5 . bopopo 5 .
bopopo 	D- 	5 	z 		bopopo D- z 5 . Bopopo kunaya kwemvura yakawanda.
bopoto 	KKD 	5 	z 		bopoto KKD z 5 . Bopoto inharo kana mazwi okutukana anotaurwa nevanhu vashatirisana.
borimhori 	DDKK 	5 	z 		borimhori DDKK z 5 . Urwu rudzi rwemhashu isina mapapiro isingadyiwe inonzi inogara iine zvimabori kumeso kwayo.
borombe 	DKD 	5 	z 		borombe DKD z 5 . Borombe imombe hadzi ichiri diki isati yazvara. tsiru 5 .
boromokwa 	KKDK 	5 	z 		boromokwa KKDK z 5 . Iyi inzvimbo inofamba nemvura, yakadzikira.
borongwe 	DDK 	5 	z 		borongwe DDK z 5 . Borongwe munhu anoruta anozvipa zvakawanda vamwe achipa zvishoma.
boshoposho 	D- 	5 	z 		boshoposho D- z 5 . Uku kubuda kunoita chinhu chakaita setsvina yemombe nekukasika isingamire.
bota 	K- 	5 	z 		bota K- z 5 . Bota kudya kwakatetepera, kwamangwanani, kunobikwa neupfu nemvura.
bote 	D- 	5 	z 		bote D- z 5 . Bote itambo yakarukwa inoshandiswa pane zvakawanda zvakaita sekusunga mombe.
botedzi 	KKD 	5 	z 		botedzi KKD z 5 . Botedzi munhu anosvikirwa nemudzimu. Botedzi munhu asingagari pasi anongoita basa rokufamba.
boterekwa 	K- 	5 	z 		boterekwa K- z 5 . Iyi inzira inopoterera gomo kana chikomo.
boterere 	KKDD 	5 	z 		boterere KKDD z 5 . Apa panzvimbo panoungana mvura ichitenderera isati yapfuurira ichiyerera.
botero 	KKD 	5 	z 		botero KKD z 5 . Botero inzvimbo yekugara inotsvagwa neanenge atiza kumusha kwake nezvikonzero zvakasiyana.
botsakufa 	DDDK 	5 	z 		botsakufa DDDK z 5 . Uku kurwara kana kurohwa nokuitwa zvimwewo zvinoita kuti munhu asare padikidiki kushaya.
botso 	D- 	5 	z 		botso D- z 5 . Kana munhu achitanda botso anenge achifamba achikumbira vanhu chikafu chakaita sezviyo kuti abike doro rekukumbira ruregerero kune mubereki, kunyanya amai, akafa kana mupenyu, waanenge akatadzira.
botyopotyo 	D- 	5 	z 		botyopotyo D- z 5 . Aya mabudiro ekukurumidza angaite zvakaita mbeva mumwena mainenge ichicherwa.
botyopotyo 	KKKD 	5 	z 		botyopotyo KKKD z 5 . Ichi chinhu chakareba chisingatani kutyoka.
bou 	KD 	5 	z 		bou KD z 5 . Bou muchero unoberekwa nemuti wemubou.
bovha 	D- 	5 	z 		bovha D- z 5 . Bovha chibage chisati chasimba.
bowa sena 	D- 	5 	z 		bowa sena D- z 5 . Bowa sena isora rinokura muzhizha, kazhinji pedyo nematanga. mowa danga 3 .
bozha 	DK 	5 	z 		bozha DK z 5 . Bozha mutambi anenge arasika pakutamba kana kuridza ngoma kana gatare. mhuzha 1 .
bubu 	D- 	5 	z 		bubu D- z 5 . Bubu iganda renzungu kana nyemba risina chinhu. besvwa 5 .
budiriko 	KKKD 	5 	z 		budiriko KKKD z 5 . Uku kududzirwa kunoitwa vanhu mushure mekunyora bvunzo.
buka 	DK 	5 	z 		buka DK z 5 . Kana mwana kana munhu mukuru aine buka anenge aine hana nhete asingatane kuvhunduka.
bukapuka 	KDKD 	5 	z 		bukapuka KDKD z 5 . Uku kumhanya-mhanya kunoita vanhu vachitsvaga chimwe chinhu chinenge chashaikwa.
bukapuka 	KKKD 	5 	z 		bukapuka KKKD z 5 . Ichi chinhu chinenge chisingakwane chaita chishoma.
bukuro 	KKD 	5 	z 		bukuro KKD z 5 . Bukuro| ndezvinenge zvadyiwa nemombe, zvinodzoka kubva mudumbu ichizvizeya.
bukuta 	DDK 	5 	z 		bukuta DDK z 5 . Bukuta ivhu rakatsetseka kwazvo rinopupurutswa nemhepo. guruva 5 .
bukutu 	D- 	5 	z 		bukutu D- z 5 . Bukutu ivhu dzvuku rinobatira chaizvo pambatya. mhukutu 9 .
bukwa 	KD 	5 	z 		bukwa KD z 5 . Bukwa idzinde rimwe rinenge rava kumera kubva pazimai racho zihombe. sakatire 5, chirekera 7 .
bumbe 	KD 	5 	z 		bumbe KD z 5 . Bumbe kudya kunogadzirwa nemhodzi dzemanhanga dzinenge dzagayiwa.
bumbiro 	KKD 	5 	z 		bumbiro KKD z 5 . Bumbiro izita rezvinhu zvinenge zvakaungana pamwe chete, zvakaita senyuchi. bumha 5 . Bumbiro izita rinoshandiswa kureva chisungo chezvinhu, zvakaita semitemo.
bumbu 	K- 	5 	z 		bumbu K- z 5 . Bumbu zvinhu zvinenge zvakaita dutu pamwe chete. Ndinoda bumbu iro remabhanana. dumbu 5 .
bumburu 	D- 	5 	z 		bumburu D- z 5 . Bumburu imhuka kana munhu achangobva mukurwara.
bumburu 	K- 	5 	z 		bumburu K- z 5 . Bumburu chinhu chakaita chibhora chisina mavhuriro.
bumburudzi 	D- 	5 	z 		bumburudzi D- z 5 . Iyi miti yakaungana panzvimbo imwe. Handingapindi pabumburudzi. Ndinotya nyoka yakapinda ipapa. chaunga 7 .
bumbururwi 	KKDK 	5 	z 		bumbururwi KKDK z 5 . Iyi imhuka yemusango yakafanana nembwa.
bumbuti 	KKD 	5 	z 		bumbuti KKD z 5 . Bumbuti mapazi anomera pachitsiga chemuti wakatemwa.
bumbwa 	KD 	5 	z 		bumbwa KD z 5 . Bumbwa chinhu chinenge chakaumbwa kuita chibhora. mbumbwa 9 .
bumha 	KD 	5 	z 		bumha KD z 5 . Bumha zvinhu zvakaita bundu pamwe chete, senyuchi.
bumhanhuka 	D- 	5 	z 		bumhanhuka D- z 5 . Urwu rudzi rwemushonga wemusango unoshandiswa kudzinga tsikidzi. dapatsikidzi 5 , ruwaranhata 11 .
bumharutsva 	DDDK 	5 	z 		bumharutsva DDDK z 5 . Iyi imvura inotanga kunaya mushure mechirimo.
bumhe 	DK 	5 	z 		bumhe DK z 5 . Bumhe chinwiwa chinogadzirwa kubva pamasvusvu anoviriswa nekuiswa mupumho. biti 5 . Bumhe idova kana kuti tumvura tunofuma turi pauswa munguva dzemangwanani.
bumhi 	DK 	5 	z 		bumhi DK z 5 . Bumhi imhuka yomusango, yakafanana nembwa, inogara mumapako. mhumhi 9 .
bumho 	D- 	5 	z 		bumho D- z 5 . Bumho itsono yekusonesa masaga. dumbo 5, dungo 5 .
bumhudza 	DKD 	5 	z 		bumhudza DKD z 5 . Bumhudza uswa utsva huchangomera.
bumhuri 	D- 	5 	z 		bumhuri D- z 5 . Bumhuri muti upi zvawo uchiri mudiki.
bumu 	DK 	5 	z 		bumu DK z 5 . Bumu ibvudzi rinosara pakati pemusoro munhu agerwa.
buna 	D- 	5 	z 		buna D- z 5 . Buna inzvimbo inozvimba pamuviri kana pamuti nekuda kwekuti wakuvara. bundu 5 .
buna 	K- 	5 	z 		buna K- z 5 . Buna kamhuka kanonzi kanofamba usiku kane maziso nemaoko akada kuita seemunhu. gwee 5, chinhavira 7 .
bunanzi 	D- 	5 	z 		bunanzi D- z 5 . Bunanzi munhu muhombe akashata.
bundo 	D- 	5 	z 		bundo D- z 5 . uswa 14 .
bundu 	K- 	5 	z 		bundu K- z 5 . Bundu kakuzvimba kanoita paganda katanga kega kana kuti mushure mekunge munhu arumwa nechipuka chakaita sesvosve.
bune 	D- 	5 	z 		bune D- z 5 . Bune muchero unoberekwa nemuti unonzi mubune.
bungu 	DK 	5 	z 		bungu DK z 5 . Bungu ndechinosara panenge pabviswa tsanga dzechibage. guri 5, gurinhwa 5 .
bungu 	K- 	5 	z 		bungu K- z 5 . Bungu chinhu chinotyisa chakaita senyoka kana rwizi rwakazara. chapungu 7 .
bungumupe-e 	KKDK 	5 	z 		bungumupe-e KKDK z 5 . Uyu munhu asina zvaanoyamura. bungumupinyi 5 .
bungumupinyi 	KKDKK 	5 	z 		bungumupinyi KKDKK z 5 . bungumupe-e 5 .
bungumuridzo 	KKDKD 	5 	z 		bungumuridzo KKDKD z 5 . Urwu rudzi rwenyoka nhema, ine ukasha chaizvo, inofamba ichishinyira. mhunguridzo 9 .
bunguzeze 	D- 	5 	z 		bunguzeze D- z 5 . Idzi inyuchi dzakaungana pamwe chete. Usaende nepapa pane bunguzeze renyuchi. Iyi imheremhere yakanyanya.
bungwa 	KD 	5 	z 		bungwa bungwe KD z 5 . Bungwa muti unoburitsa munyu.
bunha 	DK 	5 	z 		bunha DK z 5 . Bunha mwanasikana ari kumakore gumi kana gumi nemaviri ikoko. Bunha mwana anenge azvarwa. Bunha rudzi rwenhanga rinotangira mamwe ese kuibva.
bunhuro 	D- 	5 	z 		bunhuro D- z 5 . Bunhuro imbesa dzinenge dzisati dzapepetwa.
bunje 	KD 	5 	z 		bunje KD z 5 . Bunje vanhu kana mhuka dzinenge dzakaungana. banje 5 .
buno 	D- 	5 	z 		buno bino D- z 5 . Buno imhuno hombe. Buno muchero unoibva wakatenderera, uri mutsvuku, unorimwa mumapindu uchizobikiswa usavi kuti hunake. domasi 5 .
bunumunu 	K- 	5 	z 		bunumunu K- z 5 . Uyu munhu asina kana chii zvacho chaakapfeka. muhwi 3, mupushu 5 .
bunyupunyu 	DKDD 	5 	z 		bunyupunyu DKDD z 5 . Uku kutadza kubata chinhu, chakaita sehove, nekuti chinenge chichitsvedza.
bunzvi 	K- 	5 	z 		bunzvi K- z 5 . Bunzvi uswa hwakarukwa hunogadziriswa chireyi chinonzi sandanga.
bupira 	D- 	5 	z 		bupira D- z 5 . Bupira ifuro rinobuda pamuromo munhu achitaura.
bupira 	DKD 	5 	z 		bupira DKD z 5 . Bupira munhu asinganete kutaura. mazhazhate 1a . Bupira zvinhu zviri kubhururuka zvichitiza zvakawanda.
bupu 	DK 	5 	z 		bupu DK z 5 . Bupu imhashu hombe isingabhururuke inodyiwa nevakuru. Bupu imhepo yakasimba inodzura miti.
bupununu 	D- 	5 	z 		bupununu D- z 5 . Uyu munhu akapusa. fuza 5 . Uyu munhu ane mesomeso. mufeve 1 .
bupupu 	DKD 	5 	z 		bupupu DKD z 5 . Bupupu zvibhakera zvinenge zvichingonaya zvakatevedzana. Bupupu imhepo yakasimba.
bupurudzi 	K- 	5 	z 		bupurudzi boporodzi K- z 5 . Iyi imvura inonaya yakasimba iine mhepo zhinji.
bupwe 	KD 	5 	z 		bupwe KD z 5 . Bupwe muti une mashizha anobikwa kuita derere.
bura 	DK 	5 	z 		bura DK z 5 . Bura chirimwa chinoibva chakabumba muvhu, chinotapirira chaizvo, chinogona kudyiwa chakadaro kana kunwiswa netii. mbambaira 9, dima 5 .
burapura 	DKDD 	5 	z 		burapura DKDD z 5 . Uyu munhu wechidiki murefu.
bure 	D- 	5 	z 		bure D- z 5 . mbodza 9 .
burepure 	DKKD 	5 	z 		burepure DKKD z 5 . Uku kurova zvibhakera zvakawanda zvichitevedzana.
buretete 	D- 	5 	z 		buretete D- z 5 . Uku kufamba kwezvinhu zvakawanda panhu pamwe, sezvinoita nyuchi.
buretete 	KDDD 	5 	z 		buretete KDDD z 5 . Uku kuunganirwa kunoitwa munhu mumwe nevanhu vakawanda vachimurova.
bureteutsi 	DKKDK 	5 	z 		bureteutsi DKKDK z 5 . Uku kutamba kana kudzana zvinobudisa huruva. buruutsi 5 .
buri 	D- 	5 	z 		buri D- z 5 . Buri imhuri yakakura. nhundu 9 .
buri 	KD 	5 	z 		buri KD z 5 . Buri mwena unenge uri pamudziyo.
burikiro 	KKKD 	5 	z 		burikiro KKKD z 5 . -budiriro 5 .
burimhuri 	DDKK 	5 	z 		burimhuri DDKK z 5 . Uku kuita chino nechocho munhu achiedza kugadziridza zvinenge zvaitika zvisingafadzi.
buriro 	D- 	5 	z 		buriro D- z 5 . Buriro ihari inoshandiswa kubikira doro.
buriro 	KKD 	5 	z 		buriro KKD z 5 . mhuriro 9 .
burishashike 	DKDDD 	5 	z 		burishashike DKDDD z 5 . Uku kusevenza kusina zororo.
burishwa 	DKD 	5 	z 		burishwa DKD z 5 . Burishwa ruzha runonzwikwa vanhu vachitaurirana. zhowezhowe 5 .
buro 	K- 	5 	z 		buro K- z 5 . Buro ishamhu yekurovesa mbeu yakaita sezviyo kuti idonhe pakukohwa. Buro murwi wezvinhu zvinoda kupurwa kana kuti zvatopurwa. Buro idoro riri kupisa.
buruko 	D- 	5 	z 		buruko D- z 5 . Buruko inzira yekuburuka nayo panenge paine mawere.
burumbu 	KKD 	5 	z 		burumbu KKD z 5 . Burumbu imhosva hombe.
burumbwa 	KDK 	5 	z 		burumbwa KDK z 5 . bumburu 9 .
burunga 	DDK 	5 	z 		burunga DDK z 5 . Burunga mwana wedatya, achiri mudikidiki, ane musoro muhombe. zunguzurwa 5, buruuru 5 .
burungwa 	KDK 	5 	z 		burungwa KDK z 5 . Burungwa chinhu chakaita chibhora chiri chihombe.
burunzeve 	KKDK 	5 	z 		burunzeve KKDK z 5 . Uyu munhu ane nzeve dzisinganzwi. matsi 9 .
burupuzi 	KKDK 	5 	z 		burupuzi KKDK z 5 . Ichi chibundu chinoita paganda rebudzi.
burushashike 	DKDDD 	5 	z 		burushashike DKDDD z 5 . Iyi ibvongamupopoto hombe.
burutso 	D- 	5 	z 		burutso D- z 5 . Burutso ndechekukwirisa nekudzikisa dzimba dzakakwira mudenga. ANTONYMS chikwidzo 7.
burutu 	DKD 	5 	z 		burutu DKD z 5 . Burutu munhu asina kungwarira.
buruutsi 	K- 	5 	z 		buruutsi K- z 5 . Buruutsi ibasa rinoitwa navanhu vakawanda vachipfumbura huruva.
busa 	D- 	5 	z 		busa D- z 5 . Busa munhu asina kuchenjerera.
buse 	K- 	5 	z 		buse K- z 5 . besu 5 .
busha 	KD 	5 	z 		busha KD z 5 . Busha inhekwe kana kuti nyere yefodya isina chinhu.
buso 	K- 	5 	z 		buso K- z 5 . Buso kudya kwakawanda. Buso inzira yokudya nayo munhu achikasira.
butabuta 	D- 	5 	z 		butabuta D- z 5 . Butabuta mukomana kana musikana mudiki akasimba.
bute 	DK 	5 	z 		bute DK z 5 . Bute ifodya yakaita upfu, inoputwa munhu achiita yekufemba mumhuno. Bute zvinhu zvinenge zviri kubhururuka zvakawanda, sehwiza kana nyuchi.
butepute 	D- 	5 	z 		butepute D- z 5 . Ichi chinhu chisina kupetwa kana kupfekwa zvakanaka.
butepute 	DKDD 	5 	z 		butepute DKDD z 5 . Uku kuputa fodya munhu asingazvipi mukana wekuzorora, achingoti akapedza iyi otanga imwe.
butiramwoyo 	D- 	5 	z 		butiramwoyo D- z 5 . Uku kuva munhu anongozvifunga iye pachake asineyi nevamwe vanhu.
butiranhumbi 	DDDDK 	5 	z 		butiranhumbi DDDDK z 5 . Iri ibepa rinoputiriswa nhumbi pakudzitenga muzvitoro.
butiro 	D- 	5 	z 		butiro D- z 5 . Butiro mukasaga munenge makaputirwa mwana paanenge achiri muchibereko chaamai munozoputika paanozvarwa. Butiro kaganda kanowanikwa mukati megekenya rezai. Butiro imari inobviswa pakuripa kana munhu akange ashinhwa nemukadzi wemumwe.
butishwa 	DKD 	5 	z 		butishwa DKD z 5 . zhowezhowe 5 .
butsamusha 	KKDK 	5 	z 		butsamusha KKDK z 5 . Uyu munhu anonyonganisa vanhu vanenge vachiyanana.
butsura 	D- 	5 	z 		butsura D- z 5 . Butsura munhu akapusa.
butu 	D- 	5 	z 		butu D- z 5 . Butu rudzi rwehove inowanikwa munzizi hombe. Butu mutoro muhombe unenge wakatakurwa nemunhu.
butu 	KD 	5 	z 		butu KD z 5 . Butu mafifu anosara panodzvurwa chibage kana mapfunde. gufu 5 .
butwa 	D- 	5 	z 		butwa D- z 5 . Butwa zvinhu zvakaputirwa mujira.
buura 	K- 	5 	z 		buura K- z 5 . Buura rudzi rwenyoka inowanzotsvaga zvekudya usiku. chindarumabwe 7, chimanzi 7 .
buva 	D- 	5 	z 		buva D- z 5 . Buva kuva nehana isina kusimba inovhunduka nhando. buka 5, dzuni 5 .
buwa 	D- 	5 	z 		buwa D- z 5 . Buwa chita chevanhu vari kubva panzvimbo imwe chete.
buza 	D- 	5 	z 		buza D- z 5 . Buza chibodzwa chinopihwa pamitambo yebhora kana mimwewo mitambo. chidzvo 7, chidungu 7 . Buza mubhadharo unobviswa nemunhu kuti aregererwe. pinyoro 9 .
buzha 	KD 	5 	z 		buzha KD z 5 . Buzha munhu akapusa. zingairwa 5 .
buzinyika 	K- 	5 	z 		buzinyika K- z 5 . Uyu munhu akatsvuka chaizvo. dzvukudende 5 .
buzvi 	K- 	5 	z 		buzvi K- z 5 . Buzvi rudzi rwetsanga hombe yemurwizi isina mwena pakati.
bvachupfachu 	KKKD 	5 	z 		bvachupfachu KKKD z 5 . Uku kurasikira kwemvura kana zvimwe zvinhu pasi.
bvakachira 	D- 	5 	z 		bvakachira D- z 5 . Ava vanhu kana mhuka dzakawanda dzinenge dzichifamba-famba. Uku kuseenzera pamwe chete kwevanhu vakawanda.
bvakapfaka 	D- 	5 	z 		bvakapfaka D- z 5 . Uku kufamba kwemhuka kana vanhu vakawanda.
bvapfapfa 	D- 	5 	z 		bvapfapfa D- z 5 . Bvapfapfa imvura yakawanda inenge ichibuda sezvakaita mumudziyo une buri. Bvapfapfa imhuka kana vanhu vakawanda vanenge vachifamba. Bvapfapfa ruzha runoitwa nenyama ine mafuta inenge ichikangwa.
bvaro 	K- 	5 	z 		bvaro K- z 5 . Bvaro inguo yekupfeka. chipfeko 7 .
bvarubvaru 	KDKD 	5 	z 		bvarubvaru KDKD z 5 . Iyi imbatya yasakara. bvengenya 5, mutsoto 3 .
bvaukwa 	K- 	5 	z 		bvaukwa K- z 5 . Bvaukwa munhu anenge aine zvaakanganisa, anenge achinyara kutarisa vamwe kumeso.
bvauti 	DKD 	5 	z 		bvauti DKD z 5 . Bvauti munhu anotaurisa. Bvauti ihuni nyoro dzisinganyatsobvirisa moto. bvavisi 5 .
bvavi 	KD 	5 	z 		bvavi KD z 5 . bvauti 5 .
bvavisi 	KKD 	5 	z 		bvavisi KKD z 5 . bvauti 5 .
bvebve 	DK 	5 	z 		bvebve DK z 5 . Bvebve chipfeko chakabvaruka chava kunyadzisa kupfeka. mvemve 5 .
bvee 	K- 	5 	z 		bvee K- z 5 . Bvee muchero usingadyiwi nevanhu unoberekwa nemuti unonzi mubvee. mveve 5 .
bvekechera 	D- 	5 	z 		bvekechera D- z 5 . Ava vanhu kana mhuka dzakawanda dziri panzvimbo imwe chete. bvakachira 5 .
bvekepfeke 	D- 	5 	z 		bvekepfeke D- z 5 . bvekechera 5 .
bvembe 	KD 	5 	z 		bvembe KD z 5 . Bvembe chirimwa chakaita seshamba, chine muto wakawanda mukati unotapira kwazvo. nwiwa 5, vise 5 .
bvengenya 	D- 	5 	z 		bvengenya D- z 5 . Bvenyenga chidimbu chinenge chabva pahembe yakabvaruka.
bvengo 	K- 	5 	z 		bvengo K- z 5 . Bvengo muzanganiswa wemhando dzakawanda dzezvekudya.
bveni 	D- 	5 	z 		bveni D- z 5 . Bveni imhuka yemusango ine mahobi neuso hwakada kufanana nehwetsoko, asi iyo yakati kurei pane tsoko. gudo 5, diro 5 . Bveni ishave kana kuti mweya unonzi unokwanisa kupa masimba ekurapa.
bvepfepfe 	D- 	5 	z 		bvepfepfe D- z 5 . Bvepfepfe ruzha runobuda kana vanhu vakawanda vachifamba nguva imwe. Bvepfepfe kupfeka-pfeka hembe zhinji panguva imwe chete.
bvere 	D- 	5 	z 		bvere D- z 5 . Bvere ukushe hunowanikwa pamhuka dzakasiyana, dzakaita sembudzi kana hwai. mvere 9 .
bveshefeshe 	D- 	5 	z 		bveshefeshe D- z 5 . Izvi zvinhu zvidiki zvakawanda.
bveve 	D- 	5 	z 		bveve D- z 5 . bvee .
bvevepfeve 	D- 	5 	z 		bvevepfeve D- z 5 . Uku kupararira kunoita vanhu kana mhuka vachienda kunzvimbo dzakasiyana-siyana. Pazororo remagamba vanhu rinova bvevepfeve muZimbabwe.
bveverere 	D- 	5 	z 		bveverere D- z 5 . runyerekupe 11 .
bvi 	K 	5 	z 		bvi K z 5 . ibvi 5 .
bvikipfiki 	KDKD 	5 	z 		bvikipfiki KDKD z 5 . Uku kuwanda kwezvinhu zviri panhu pamwe. Ndakaona paine bvikipfiki revanhu.
bvipfipfi 	D- 	5 	z 		bvipfipfi D- z 5 . Bvipfipfi ruzha runoitwa nenhiyo kana tumwe tupuka tuchifamba.
