aini 	KDD 	9>10 	z 		aini KDD z 9>10 . Aini isimbi yokuchisisa mbatya inodziyiswa uchishandisa maratya kana magetsi. Hembe dzinoita mupono kana ukadzichisa neaini.
notisi 	KDD 	9>10 	z 		notisi KDD z 9>10 . Notisi chiziviso chiri maererano nezvinhu zvakasiyana-siyana, zvakaita sechikwereti chinenge chichida kubhadharwa kana zvimwewo. Mushandi akapiwa notisi yomwedzi mumwe pakapera basa rake.
nungu 	DK 	9>10 	z 		nungu DK z 9>10 . Nungu rudzi rwekamhuka kane tumiseve muviri wose, kanofamba usiku nokudya zvirimwa nemichero. ngwewewe 9 .
nyahosi 	DKD 	9>10 	z 		nyahosi DKD z 9>10 . Nyahosi murume ane vakadzi vaviri kana kupfuura.
nyakoko 	DKK 	9>10 	z 		nyakoko DKK z 9>10 . garwe 5 .
nyama 	D- 	9>10 	z 		nyama D- z 9>10 . Nyama mutumbi wemhuka kana shiri yaurayiwa, inenge yamirira kudyiwa. Nyama inhengo yomuviri iri pakati peganda nemapfupa.
nyamafingu 	DDKD 	9>10 	z 		nyamafingu nyamafungu DDKD z 9>10 . Iyi inyoka ine uturu nemavara matema nemachena, inosimudza musoro nekuzvimbisa musoro nemutsipa kana yatsamwa.
nyamafuro 	D- 	9>10 	z 		nyamafuro D- z 9>10 . Iyi ishiri yerudzi rwejesa inofarira kugara mumapani, uye rume yacho inhema, iine vara dzvuku pamusana.
nyambo 	D- 	9>10 	z 		nyambo D- z 9>10 . Nyambo inyaya inosetsa, inotaurwa vanhu vachifara zvavo.
nyanga 	DK 	9>10 	z 		nyanga DK z 9>10 . Nyanga chinhu chinomera pamhanza pemhuka dzakaita semombe, nhoro, nyati kana mbudzi. Nzou hairemerwi nenyanga dzayo.
nyangaridzo 	KKKD 	9>10 	z 		nyangaridzo KKKD z 9>10 . Nyangaridzo ndezvingataurwa kana kuitwa nomunhu kuvharidzira chokwadi chezvinhu zvakaitwa.
nyangauro 	KKKD 	9>10 	z 		nyangauro KKKD z 9>10 . Ichi chipembenene chino ruvara rupfumbu, chinodyiwa kana chakangwa nemunyu.
nyanza 	DK 	9>10 	z 		nyanza DK z 9>10 . Nyanza inzvimbo yakakura inongoenda-enda, inowanikwa mvura yakawanda nokuti ndimo munodira nzizi dzose. Nyika dzeAfrica nedzeAmerica dzakaparadzaniswa nenyanza huru yeAtlantic. gungwa 5 .
nyanzvi 	DK 	9>10 	z 		nyanzvi DK z 9>10 . Nyanzvi munhu ane ruzivo rwekukwanisa chimwe chinhu kudarika vamwe vazhinjizhinji. Hurudza inyanzvi pakurima nekuchengeta zvipfuyo. shasha 9, shangura 9 .
nyarufuro 	DDKK 	9>10 	z 		nyarufuro DDKK z 9>10 . Urwu rudzi rwenyoka isingaoneki nhando, inogara mumiti. kangamiti 9 .
nyasire 	KDK 	9>10 	z 		nyasire KDK z 9>10 . Nyasire munhu anofarira kuita zvisingafadzi vamwe, zveundururani. Tsime rakaitirwa tsvina nenyasire.
nyati 	K- 	9>10 	z 		nyati K- z 9>10 . Nyati rudzi rwemhuka yomusango yakafanana nemombe, inofura kana kufamba nedzimwe dzayo dzakawanda.
nyatwa 	DK 	9>10 	z 		nyatwa DK z 9>10 . njodzi 9 .
nyaudzosingwi 	KKDKK 	9>10 	z 		nyaudzosingwi KKDKK z 9>10 . Iri izita rorudzi rwemazwi anoshanda sechiito, achinyatsobudisa pachena zviri kuitika. Kurohwa kwaakaitwa kungatotsanangurwa nenyaudzosingwi yokuti bho.
nyaya 	DK 	9>10 	z 		nyaya DK z 9>10 . Nyaya rungano runokurukurinanwa kana rwakanyorwa mubhuku. Nyaya musoro wenhaurwa.
nyemero 	KDD 	9>10 	z 		nyemero KDD z 9>10 . Nyemero indiro fombwe, inoshandiswa kupakurira muriwo.
nyenganyenga 	KKKD 	9>10 	z 		nyenganyenga KKKD z 9>10 . Urwu rudzi rweshiri duku, inobhururuka nekukasira, inoonekwa panguva dzezhizha. mherepere 9 .
nyengerezi 	D- 	9>10 	z 		nyengerezi D- z 9>10 . Izvi zvikasha kana zvimatombo zvinonhongwa kugungwa, zvozoshandiswa semishonga yekukuvadza.
nyengetero 	KKKD 	9>10 	z 		nyengetero KKKD z 9>10 . Aya mazwi anotaurwa neanokumbira achiratidza kuti hakuna kumwe kwaangawana chaari kuda. munamato 3 .
nyenjere 	DKK 	9>10 	z 		nyenjere DKK z 9>10 . zhenjere 5 .
nyenye 	K 	9>10 	z 		nyenye K z 9>10 . hwayana 9 .
nyenyedzi 	KDK 	9>10 	z 		nyenyedzi KDK z 9>10 . Nyenyedzi tumwenje twakawanda twunoonekwa mudenga manheru kana kuchinge kusina makore.
nyenze 	K- 	9>10 	z 		nyenze K- z 9>10 . Nyenze kambuyu kanorira, kanogara mumuti unonzi muriranyenze, kanooneka nguva dzekunge mvura yaakunaya. nyenje 9 .
nyere 	D- 	9>10 	z 		nyere D- z 9>10 . Nyere kadende kanosara panodhuuka bara repfuti. Nyere chikasha chinochengeterwa fodya. nhekwe 9 .
nyeredzi 	KDK 	9>10 	z 		nyeredzi KDK z 9>10 . nyenyedzi 9 .
nyezhe 	K 	9>10 	z 		nyezhe K z 9>10 . Nyezhe ihwai ine nzeve diki.
nyika 	D- 	9>10 	z 		nyika D- z 9>10 . Nyika pasi pano patinogara, pane zvisikwa zvese. Nyika inzvimbo dziri pano pasi dzine hurumende nemitauro yadzo. Nyika yeZimbabwe ndiyo nyika inogara vaShona vakawanda, asi kuBotswana varikowo vashomashoma. Nyika matunhu aiti kare ainge achitongwa nashe mumwe chete.
nyika mutome 	DD DDK 	9>10 	z 		nyika mutome DD DDK z 9>10 . nyika mukanza 9 .
nyiminyimi 	DKDD 	9>10 	z 		nyiminyimi DKDD z 9>10 . Urwu rudzi rwemanwiwa anofarirwa nemombe.
nyimo 	D- 	9>10 	z 		nyimo D- z 9>10 . Nyimo rudzi rwembeu yakatenderera inobikisa mutakura, kana kukangwa ichidyiwa.
nyina mombe 	D- 	9>10 	z 		nyina mombe D- z 9>10 . Uyu mwana wenyati. nyina n'ombe 9 .
nyini 	D- 	9>10 	z 		nyini D- z 9>10 . beche 5 .
nyoka 	K- 	9>10 	z 		nyoka K- z 9>10 . Nyoka chipuka chisina makumbo chinofamba chichizvonyongoka, uye chinogona kuruma munhu akafa nokuda kweuturu hwacho. Nyoka dzemudumbu zvinhu zviri mudumbu, zvinorira dzimwe nguva, zvinonzi izvo ndizvo zvinogaya chikafu chatinodya.
nyoka muriwo 	KK DKK 	9>10 	z 		nyoka muriwo KK DKK z 9>10 . Iyi inyoka ine rudzi rwamashizha.
nyomho 	D- 	9>10 	z 		nyomho D- z 9>10 . tsanga 9 .
nyongo 	D- 	9>10 	z 		nyongo D- z 9>10 . Nyongo rudzi rwekapuka kanofamba usiku kachidya makonzo, mbeva neshiri. simba 9, tsimba 9 .
nyope 	D- 	9>10 	z 		nyope D- z 9>10 . Nyope munhu asingafarire zvekushanda. simbe 9, tsimbe 9 .
nyopora 	D- 	9>10 	z 		nyopora nyapura, nyipura D- z 9>10 . Nyopora munhu ane nungo zvikuru. nyope 9 .
nyora 	KD 	9>10 	z 		nyora KD z 9>10 . Nyora kuchekwa kunoitwa munhu nereza kana chimwewo chinopinza chaizvo, kana munhu achiisa mushonga nepaganda.
nyundo 	D- 	9>10 	z 		nyundo D- z 9>10 . Nyundo isimbi inosevenzeswa pakurovera hoko kana zvipikiri. sando 9 .
nyundwa 	D- 	9>10 	z 		nyundwa D- z 9>10 . Nyundwa inhengo yemuviri wemhuka inowanikwa kumasure kwehuro, yakabudikira kunze. nundu 9 .
nyungururwi 	KKDK 	9>10 	z 		nyungururwi KKDK z 9>10 . Aka kapuka katema kanogara mumvura yakadzikama, kanofamba kachiita zvekutsvengana-tsvengama kachitenderera. nyungurwi 9 .
nzambara 	DKD 	9>10 	z 		nzambara DKD z 9>10 . Nzambara muchero unoberekwa nemuti unonzi munzambara. ruguru 5 .
nzanga 	D- 	9>10 	z 		nzanga D- z 9>10 . Nzanga musha kana dzimba dzakawanda dzinowanikwa panzvimbo imwe chete. Nzanga mubatanidzwa wevanhu vechechi, kana vamwewo vane zvido zvimwe chete zvavanoedza kusimudzira.
nzara 	DK 	9>10 	z 		nzara DK z 9>10 . Nzara inhengo yakaomarara inowanikwa yakavhara mimwe nezvigumwe nechekumberi kwazvo. Tinoshandisa nzara kukwenya panenge pachivava.
nzembe 	DK 	9>10 	z 		nzembe dzembe DK z 9>10 . Nzembe rudzi rwenjiva diki ine besu refu. njiva bomho 9 .
nzenza 	K- 	9>10 	z 		nzenza K- z 9>10 . Nzenza munhu asina kutsiga uye asingakwanise kuzvibata. pfambi 9 .
nzeve 	DK 	9>10 	z 		nzeve zheve DK z 9>10 . Nzeve inhengo yemuviri inoita kuti munhu anzwe ruzha kana musindo.
nzimbe 	KD 	9>10 	z 		nzimbe KD z 9>10 . Nzimbe ipwa hombe ine makanda akaoma chaizvo kunze, uye inogayiwa kuita shuga, inorimwa munzvimbo dzakadzikira uye dzinopisa asi dzichida mvura yakawanda.
nzira 	D- 	9>10 	z 		nzira D- z 9>10 . Nzira igwara rinofambwa naro nevanhu, mhuka kana zvifambiso zvakaita semotokari. mugwagwa 3 . Nzira yekuita nayo chimwe chinhu maitiro ekuita nawo chinhu ichocho. Ini ndanyatsokuratidza nzira yakanaka yekucheka nayo huku, wava kuita zvokungobvamba-bvambura. Kana uchibvunzwa kuti ne nzira yei waita chimwe chinhu, unenge uchibvunzwa chasakisa kuti uchiite. Nenzira yei watuma mwana neusiku hwakadai? chikonzero 7 .
nzombe 	K- 	9>10 	z 		nzombe K- z 9>10 . Nzombe imhuka hono.
nzondora 	D- 	9>10 	z 		nzondora D- z 9>10 . Nzondora zvigunwe nezvitsitsinho zvehuku kana shiri. tsvaratsvata 9, tsvarakuto 9 .
nzope 	K- 	9>10 	z 		nzope K- z 9>10 . Nzope isimbi inoshandiswa pakuchera asi iri papfumo. suso 9 .
nzororeramudenga 	KKKDDKD 	9>10 	z 		nzororeramudenga KKKDDKD z 9>10 . Aya maitiro emunhu ane usimbe, anenge achiita zvekunanazikira nekusachimbidzika mubasa, asi achida kuratidzika kunge ane zvaari kuita zvine musoro. zororeramudenga 9 .
nzou 	D- 	9>10 	z 		nzou D- z 9>10 . Nzou zimhuka zihombe kudarika dzimwe dzese, rine mazinzeve nemusinga une nyanga dzakakosha.
nzuma 	KD 	9>10 	z 		nzuma KD z 9>10 . Nzuma imombe isina nyanga. junju 9 .
nzungu 	DK 	9>10 	z 		nzungu DK z 9>10 . Nzungu imbeu inorimwa muminda, inodyiwa yabikwa kana kukangwa, uye inokuyiwa kugadzira dovi kana kusvinwa mafuta.
nzunza 	D- 	9>10 	z 		nzunza nzudzi D- z 9>10 . Nzunza kamhuka kanogona kusvetuka chaizvo, kanofamba usiku kachidya shiri, makonzo, mbeva netumwewo tupuka.
nzuwu 	KD 	9>10 	z 		nzuwu KD z 9>10 . Nzuwu isadza rinosara mundiro usavi hwapera.
nzvarakamwe 	K- 	9>10 	z 		nzvarakamwe K- z 9>10 . Uyu munhukadzi kana mhuka hadzi inenge yangoita mwana kamwe chete.
nzvaurira 	D- 	9>10 	z 		nzvaurira D- z 9>10 . Aya matarisiro anoita munhu nedivi reziso, zvekubirira.
nzvenzvana 	DDK 	9>10 	z 		nzvenzvana nzvanzvana DDK z 9>10 . Nzvenzvana mwana wemhuka yakaita sekamba, ngwena kana dzvinyu. Nzvenzvana inyoka ichangovhunura.
nzvere 	K- 	9>10 	z 		nzvere K- z 9>10 . Nzvere imhuka ichangozvara mhuru. Mombe nzvere inonzi inopenga chaizvo nekuti inenge ichida kuchengetedza mhuru yayo.
nzvidya 	DK 	9>10 	z 		nzvidya DK z 9>10 . Nzvidya rudzi rweshiri inodya mbeu netupuka, inovaka dendere rayo kumagumo kwebazi remuti pedyo nenzizi.
nzvidzi 	D- 	9>10 	z 		nzvidzi D- z 9>10 . mbiti 9 .
nzvimbo 	D- 	9>10 	z 		nzvimbo D- z 9>10 . Nzvimbo panhu panogara chimwe chinhu kana panoiswa zvinhu. Nzvimbo inharaunda inogara vanhu.
nzvinzva 	D- 	9>10 	z 		nzvinzva D- z 9>10 . Nzvinzva chinhu chitematema.
nzviru 	KD 	9>10 	z 		nzviru KD z 9>10 . Nzviru muchero unoti kana waibva unenge wakatsvukuruka, unokura pamuti une minzwa netumashizha tudiki, unonzi munzviru. nhengeni 9, tsvanzva 9 .
nzvongo 	D- 	9>10 	z 		nzvongo D- z 9>10 . Nzvongo kushata kwemamiriro ezvinhu munyika, pabasa kana pamba, zvinopedzisira vanhu varwisana kana kukuvadzirana midziyo nezvivakwa. nyakanyaka 9 .
nzvonyo 	DK 	9>10 	z 		nzvonyo DK z 9>10 . Nzvonyo imboro ine chikanda chinovhara chakachekwa kana kuti chakavhurwa.
nzvori 	D- 	9>10 	z 		nzvori D- z 9>10 . Nzvori munhu anongonzvenga pese panenge pachiitwa basa nevamwe.
nzwanzwe 	DK 	9>10 	z 		nzwanzwe DK z 9>10 . Nzwanzwe ishiri yerudzi rwenzvidya, inofamba nedzimwe dzakawanda mumapoka, dzichidya mbesa dzevanhu nemhodzi.
nzwara 	DK 	9>10 	z 		nzwara nzara DK z 9>10 . nzara 9 .
nzwisa 	KD 	9>10 	z 		nzwisa KD z 9>10 . Nzwisa idoro rinotanga kunwiwa nemunhu kuitira kuti anzwe kunaka kwaro asati atenga. nziswa 9 .
nzwisiso 	D 	9>10 	z 		nzwisiso D z 9>10 . Nzwisiso indima inoteererwa nemibvunzo inopindurwa, kuratidza kuti muverengi anyatsonzwa here zvanga zvichida kuburitswa mundima yacho.
opena 	KDD 	9>10 	z 		opena KDD z 9>10 . Opena kamudziyo kanoshandiswa pakuvhura mabhotoro kana magaba echikafu.
padhiroko 	KDDD 	9>10 	z 		padhiroko KDDD z 9>10 . Padhiroko chimai chekiyi chinoshandiswa pakuti magonhi asavhurika, kusvikira watoshandisa kamwana kacho kuchivhura. -kiyi .
padhoko 	KDD 	9>10 	z 		padhoko KDD z 9>10 . Pa dhoko chikamu chepurazi kana munda unokamurwa kuita mafuro ezvipfuyo.
pai 	KD 	9>10 	z 		pai KD z 9>10 . Pai ndechokudya chinobikwa nefurawa asi chiine zvimwe zvinoiswa pakati, zvakaita senyama, mbatatisi kana zvimwewo.
paipi 	KDD 	9>10 	z 		paipi KDD z 9>10 . Paipi chivezwa chine chikomba nemwena unokakatiwa nawo utsi pakuputa fodya. chikwepa 7 .
pakiti 	KDD 	9>10 	z 		pakiti KDD z 9>10 . Pakiti ihomwe diki, kazhinji inenge yakagadzirwa nepurasitiki, inokwanisa kuiswa zvinhu. Pakiti ibandi rehembe kana tirauzi rinogona kuiswa zvinhu zvakaita semari, bhiro kana hangachepfu.
pani 	KD 	9>10 	z 		pani KD z 9>10 . Pani mudziyo unoshandiswa kubikira zvinhu zvinokasika kubikika mumafuta, zvakaita semazai.
parachuti 	KDDD 	9>10 	z 		parachuti KDDD z 9>10 . Uyu mudziyo unoshandisa kuburuka kubva mundege iri mudenga, unofutunuka mumhepo, uye unowanzokwirwa nemunhu mumwe chete.
paradhiso 	DDKD 	9>10 	z 		paradhiso DDKD z 9>10 . Paradhiso inzvimbo inonzi navaKritsu vanhu vakanaka vanoenda kana vafa.
paramende 	KDDD 	9>10 	z 		paramende KDDD z 9>10 . Paramende igungano renhengo dzinomirira matunhu akasiyana- siyana, rine basa rokugadzira nokuchinja mitemo yenyika.
pasika 	KDD 	9>10 	z 		pasika KDD z 9>10 . Pasika izuva remutambo wevatenderi vechiKristu, apo vanorangarira kumuka kwaJesu mushure mokunge aroverwa pamuchinjikwa.
pasipoti 	KDDD 	9>10 	z 		pasipoti KDDD z 9>10 . Iri igwaro rehurumende rinenge rine zita rako, mufananidzo wako nerumwe ruzivo pamusoro pako, raunoshandisa pakubuda nokupinda munyika yako nemune dzimwe nyika.
pasuru 	KDD 	9>10 	z 		pasuru KDD z 9>10 . Pasuru zvinhu zvinenge zvakaputirwa zvinovigirwa kana kutumirwa munhu.
patapata 	D- 	9>10 	z 		patapata D- z 9>10 . Urwu rudzi rweshangu inoitwa zvekupfekera tambo mugumbo, pakati pechigunwe chikuru nechiri padyo nacho.
pati 	KD 	9>10 	z 		pati KD z 9>10 . Pati igungano rokunwa nokudya vanhu vachipemberera chimwe chinhu.
pefiyumu 	DDKD 	9>10 	z 		pefiyumu DDKD z 9>10 . Uyu mweya wekupfapfaidza kuita kuti chimwe chinhu kana pamwe panhu panhuhwirire.
pembe 	KD 	9>10 	z 		pembe KD z 9>10 . Pembe katende kadiki kane kamoromo kokufuridza nako kuti karire, uye kanonyanyoshandiswa nomunhu anotambisa mutambo wenhambo. pito 9, nyere 9 .
pemu 	KD 	9>10 	z 		pemu KD z 9>10 . Pemu mucheno wevhudzi rinokamwa richipiswa nemishonga yakasiyana-siyana inoita kuti vhudzi ritwasanuke kana kumonera-monera nemusoro.
pendi 	KD 	9>10 	z 		pendi KD z 9>10 . Pendi ndiyo inoshandiswa kuzora kana kunyika chinhu kuti chisanduke ruvara.
peni 	KD 	9>10 	z 		peni KD z 9>10 . Peni imari diki pane dzose, yaimboshandiswa kare muZimbabwe. sendi 5, kobiri 5 .
penjeni 	KDD 	9>10 	z 		penjeni KDD z 9>10 . Penjeni imari inopiwa munhu mwedzi woga woga, mushure mokunge ashanda makore akawanda pabasa, ozorega nokukura. mudyandigere 3 .
penzura 	KDD 	9>10 	z 		penzura KDD z 9>10 it . Penzura chimuti chirefu chinovezwa chakapfekerwa mwoyo mutema pakati, unova ndiwo unoshandiswa kunyora pamapepa.
peteni 	KDD 	9>10 	z 		peteni patani KDD z 9>10 . Peteni inzira yokusona kana kuruka nayo.
peturo 	KKD 	9>10 	z 		peturo pfeturo KKD z 9>10 . Peturo kamudziyo kane mazino kanoshandiswa kukama bvudzi. pendi 9 .
peyi 	KD 	9>10 	z 		peyi KD z 9>10 . Peyi imari inotambiriswa munhu kana aita basa.
pfambi 	K- 	9>10 	z 		pfambi K- z 9>10 . Pfambi mukadzi anorara nevarume vakawanda, achivabhadharisa mari.
pfende 	DK 	9>10 	z 		pfende DK z 9>10 . Pfende rudzi rweuswa hunomera mumatoro hunoita, kamudzi kanodyiwa.
pfere 	D- 	9>10 	z 		pfere D- z 9>10 . Kana munhu aine pfere anenge achitadza kuwanikwa kana kuwana.
pfimbi 	K 	9>10 	z 		pfimbi fimbi K z 9>10 . Pfimbi inzvimbo iri muvhu inocherwa kuitira kuchengetedza chikafu chakavigika.
pfirapo 	K- 	9>10 	z 		pfirapo firapo K- z 9>10 . Pfirapo chinhu chakagadzirwa zvokuti hachizofa zvakare.
pfiro 	K- 	9>10 	z 		pfiro K- z 9>10 . Pfiro inzira yokufa kwemunhu. -firo .
pfonda 	KD 	9>10 	z 		pfonda KD z 9>10 . Pfonda mutambo waitambwa nemukomana nemusikana vabve zera, vamwe vavo vachiuchira maoko vakavakomberedza.
pfoto 	K- 	9>10 	z 		pfoto K- z 9>10 . Pfoto chinhu chinonaka chaizvo.
pfuko 	D- 	9>10 	z 		pfuko D- z 9>10 . Pfuko ihari diki inowanzochengeterwa doro kana maheu. chikaha 7 .
pfumbamuromo 	D- 	9>10 	z 		pfumbamuromo D- z 9>10 . Iyi imari kana zvimwewo zvinhu zvinopihwa munhu anoziva nezvemhosva nanyakupara mhosva, achitiira kuti munhu iyeye asataure zvaanoziva panyaya iyoyo.
pfumburira 	KKDK 	9>10 	z 		pfumburira KKDK z 9>10 . Pfumburira munhu anoda kushandisa chisimba nguva dzose, nepachisingafaniri.
pfumvu 	D- 	9>10 	z 		pfumvu D- z 9>10 . Pfumvu chinhu chakashata chinoiitika kumunhu kana mhuka, sokufirwa, kubheuka nemotokari kana kukuvadzwa zvikuru.
pfunda 	D- 	9>10 	z 		pfunda D- z 9>10 . Pfunda murume anenge akura chaizvo asi asina kuroora. tsvimborume 9 .
pfundamatama 	DDDKK 	9>10 	z 		pfundamatama DDDKK z 9>10 . Pfundamatama munhu ane matama akakura.
pfundamutete 	KKDKK 	9>10 	z 		pfundamutete KKDKK z 9>10 . Uku kuzvipeta kuita kadikidiki kunoita munhu anenge achitya chimwe chinhu.
pfundepfunde 	D- 	9>10 	z 		pfundepfunde D- z 9>10 . Pfundepfunde vanhu kana zvipfuwo zvinenge zvakaita dutu.
pfundepfunde 	DKDD 	9>10 	z 		pfundepfunde DKDD z 9>10 . pfundipfundi 9 .
pfundipfundi 	DKDD 	9>10 	z 		pfundipfundi DKDD z 9>10 . Pfundipfundi kufunga kune kushora, kutsamwa nokusaregerera pane zvaunenge waitirwa.
pfundira 	KDK 	9>10 	z 		pfundira KDK z 9>10 . Pfundira imvura inosinira kubva mumuviri memunhu, mushure mokutsva kana kuita zvinhu zvinorema. ziya 5, dikita 5 .
pfungaidziro 	KKKDD 	9>10 	z 		pfungaidziro KKKDD z 9>10 . Pfungaidziro utsi hunonhuwira hunobva pachinhu chinopiswa namafata, kana vafundisi vedzimwe chechi, pamabiko akasiyana evaKristu. pfungaidzo 9 .
pfungaidzo 	KKKD 	9>10 	z 		pfungaidzo KKKD z 9>10 . Uhu utsi hunoshandiswa kuti maziso emunhu abude misodzi, zvikuru kana mapurisa achida kuti vanhu vanga vakaungana vachiita zvisiri pamutemo vabve panzvimbo yavari. pfungaidziro 9 . Pfungaidzo imombe inourayiwa panorohwa guva.
pfungiramumwoyo 	D- 	9>10 	z 		pfungiramumwoyo D- z 9>10 . Kana munhu achiita pfunguramumwoyo anenge achingozviitira zvinhu zvake chinyararire, pasina waanoudza. fungiramumwoyo 9 .
pfungwa 	DK 	9>10 	z 		pfungwa DK z 9>10 . Pfungwa inhengo iri mumusoro, inoita kuti tikwanise kuronga mazano. Pfungwa izano rinenge richifungwa nemunhu maererano neupenyu hwake, kana kuti nyaya iri kutaurwa zvamusoro payo.
pfunha 	D- 	9>10 	z 		pfunha D- z 9>10 . Pfunha imvere dzakawanda dzinowanikwa kumashure kwemuswe, dzinoshandiswa nemhuka pakudzinga nhunzi netumwe tupembenene.
pfunye 	KD 	9>10 	z 		pfunye funye KD z 9>10 . Pfunye ishiri ine zhumu, inodya tupuka nemichero.
pfunze 	K- 	9>10 	z 		pfunze K- z 9>10 . Pfunze rudzi rwembeva inochera mwena, yogara muvhu. nhuta 9 .
pfunzi 	K- 	9>10 	z 		pfunzi K- z 9>10 . Pfunzi munhu anofurira vamwe kuita zvinhu zvisina kunaka, zvinosungisa kana kumhurisa.
pfupfu 	D- 	9>10 	z 		pfupfu D- z 9>10 . Pfupfu rudzi rwebundo risingawanzi kufa, rinowanikwa gore rose.
pfupfuma 	D- 	9>10 	z 		pfupfuma D- z 9>10 . Pfupfuma imhuka ine mavara akasiyana-siyana.
pfupikiso 	KKKD 	9>10 	z 		pfupikiso pfupiso KKKD z 9>10 . Iyi inyaya refu yakaiswa muchidimbu. fupiso 9 fupikiso 9 .
pfupiso 	KKD 	9>10 	z 		pfupiso KKD z 9>10 . pfupikiso 9 .
pfuriri 	KKD 	9>10 	z 		pfuriri KKD z 9>10 . Pfuriri munhu anopa vamwe mazano akaipa, anoda kuti vaite zvinhu zvisizvo vozopinda mumatambudziko. mufuriri 1 .
pfuru 	K- 	9>10 	z 		pfuru K- z 9>10 . Pfuru rudzi rwetsuro.
pfurumutsi 	KKKD 	9>10 	z 		pfurumutsi KKKD z 9>10 . Uyu munhu anokanganisa vanhu vanenge vari murugare nemashoko kana zviito zvake.
pfururira 	KKDK 	9>10 	z 		pfururira KKDK z 9>10 . Uyu munhu asingadi kuona vanhu vakagarisana zvakanaka, anobva ada kuvanyonganisa.
pfusi 	K- 	9>10 	z 		pfusi K- z 9>10 . Pfusi munhu anogara achivhirigidzana nevamwe zvokuti vanhu havafari kutamba kana kugara naye. munetsi 1 .
pfuta 	K- 	9>10 	z 		pfuta K- z 9>10 . Pfuta imhodzi dzinoberekwa nemuti unonzi mupfuta, dzinoti kana dzatsva dzinobuda mafuta.
pfuti 	D- 	9>10 	z 		pfuti D- z 9>10 . Pfuti chombo chinopfura nemabara, chinoshandiswa pakuvhimisa kana muhondo, uye pakuzvidzivirira kumbavha nevavengi.
pfutsi 	K 	9>10 	z 		pfutsi K z 9>10 . Pfutsi munhu anogara achiitira vamwe zvakashata nokuvatambudza.
piki 	KD 	9>10 	z 		piki KD z 9>10 . Piki mudziyo wokucheresa pakaomarara, unochera nemativi ose maviri.
pikiriki 	KDDD 	9>10 	z 		pikiriki KDDD z 9>10 . pikiniki 9 .
pini 	KD 	9>10 	z 		pini KD z 9>10 . Pini kasimbi kadiki, kane muromo wakapinza, kanoshandiswa pakunamatidza zvinhu zvakaita semapepa nemachira.
piniforo 	KDDD 	9>10 	z 		piniforo KDDD z 9>10 . Iyi isimbi inondosangana nomuromo wegejo.
pinjisi 	KDD 	9>10 	z 		pinjisi KDD z 9>10 . Pinjisi mudziyo wakada kuita sechigero, unoshandiswa kugura, kusunga nokusunungura semabhaudhi newaya.
piro 	D- 	9>10 	z 		piro D- z 9>10 . Piro ihomwe yakapfonyerwa tumachira, minhenga kana zvimwewo zvakanyorovera, kwava kusonerwa mukati imomo kuti igoshandiswa kutsamira pakurara. mutsago 3 .
pirokesi 	KDDD 	9>10 	z 		pirokesi KDDD z 9>10 . Iyi ihomwe inopfekedzwa kunze kwepiro.
pito 	KD 	9>10 	z 		pito KD z 9>10 . pembe 9 .
pondo 	KD/D- 	9>10 	z 		pondo KD/D- z 9>10 . Pondo imari yaimboshandiswa kare, yakazotsihwa nemadhora maviri.
poto 	D- 	9>10 	z 		poto D- z 9>10 . Poto mudziyo wakagadzirwa nesimbi, unobikirwa zvokudya.
purema 	DKD 	9>10 	z 		purema DKD z 9>10 . Purema chitakuriso chidiki chine mavhiri, chamunoisa mwana mofamba muchisunda.
pureti 	DKD 	9>10 	z 		pureti DKD z 9>10 . ndiro 9 .
putumende 	KDDD 	9>10 	z 		putumende KDDD z 9>10 . Aka katundu kana kuti kapasuru kadiki kokutakura.
rangaridzo 	D- 	9>10 	z 		rangaridzo D- z 9>10 . Ichi chiitiko chinoita kuti uyeuke zvawanga wakanganwa. chiyeuchidzo 7, chirangaridzo 7 .
raruwe 	KDD 	9>10 	z 		raruwe KDD z 9>10 . Raruwe igwara rine simbi mbiri, panofamba nechitima. njanji 9 .
redhiyo 	KDD 	9>10 	z 		redhiyo KDD z 9>10 . Redhiyo mudziyo unokwanisa kutapa mazwi anobva kunhepfenyuro. dzimudzangara 5, wairesi 9 .
reki 	KD 	9>10 	z 		reki KD z 9>10 . Reki mudziyo une mazino esimbi akaenzaniswa, unosevenzeswa kuunganidza marara kana kuenzanisa ivhu.
rendi 	KD 	9>10 	z 		rendi KD z 9>10 . Rendi imari yokubhadhara somuripo wokushandisa mudziyo usiri wako. Rendi inguva inorangarirwa nevatendi kutambudzika kwakaita Kristu, mumazuva ekunge tosvika nguva inoyeukwa kufa kwaJesu pamuchinjiko.
renikoti 	KDDD 	9>10 	z 		renikoti KDDD z 9>10 . Ichi chipfeko chinopfekwa kudzivirira mvura kuchinaya.
reza 	KD 	9>10 	z 		reza KD z 9>10 . Reza kamudziyo kokuchekesa kakagadzirwa nesimbi mhetenhete kane mativi maviri anopinza zvikuru kanowanzoshandiswa kubvisa bvudzi, ndebvu kana kutema nyora.
risi 	KD 	9>10 	z 		risi KD z 9>10 . Risi imvumo yokushandisa imba kana nzvimbo kwenguva yakatariranwa pasi.
rondedzero 	D 	9>10 	z 		rondedzero D z 9>10 . Iyi inyaya yakanyorwa kana kuti inotaurwa, inobudisa mamirire akaita zvinhu.
