bahwe 	KD 	5 	z 		bahwe KD z 5 . chibage 7 .
ene 	KD 		bat 		ene KD bat . dai .
fambe 	KD 		ny 		fambe fambei KD ny . Kana ukangoti fambe unenge waenda asi usati wasvika kure.
fatye 	KD 	5 	z 		fatye KD z 5 . Fatye zihari kana kuti zigubhu zihombehombe rokuibvisa waini, rakakagadzirwa nemapuranga kana kuti rakarukirirwa nemakavi.
fe fe 	D- 		ny 		fe fe D- ny . Kana munhu achisvuta fodya yebute nomumhino, kana kudzorera dzihwa mukati memhino, anoita ruzha rwokuti fe fe .
fe-e 	D 		ny 		fe-e D ny . Kuti fe-e kudonha kunoita mvura zvishoma zvishoma.
fe-e 	D- 		ny 		fe-e D- ny . Kuti fe-e kufuridza kunoita kamhepo kanenge kachitonhorera. Kuti fe-e kubuda kunoita mweya muvhiri.
fe-e 	K 		ny 		fe-e K ny . Kana kamhepo kana mweya uchibuda pakamanikidzika, kunonzwika ruzha runoti fe-e . Kuti fe-e kufema.
fekeshe fekeshe 	D- 		ny 		fekeshe fekeshe D- ny . Kana uchifamba mujecha unoita musindo unoti fekeshe fekeshe . zhaka zhaka .
fenenge 	KKD 		ny 		fenenge KKD ny . Kuti fenenge kumira wakadzorera dumbu mukati, mushure mokufema uchiburitsa mweya unenge uri mumuviri. fetu .
fere fere 	D- 		ny 		fere fere D- ny . Kana mhepo ichiti fere fere inenge ichifuridza zvishoma yombomira, yofuridza zvakare yombomira.
ferendende 	D- 	5 	z 		ferendende D- z 5 . Izvi zvinhu zvinofema zvakawanda, zvinenge zviri panzvimbo imwe chete.
ferere 	K- 		ny 		ferere K- ny . Kuti ferere ruzha runoita mweya une simba, kana kuti mhepo ichipfuura kana kubuda pamudziyo wakashama, sezvakaita mugomo.
fetete 	K- 		ny 		fetete K- ny . Kuti fetete kuridza muridzo wekambo kakanyorovera.
fofoongwe 	D- 	9>10 	z 		fofoongwe D- z 9>10 . Uyu munhu akafuta chaizvo uye aine muviri muhombe. hofori 9 .
fudzamombe 	D- 	5 	z 		fudzamombe fudzan'ombe D- z 5 . Fudzamombe ishiri chena inoswera nemombe ichidya zvitota zvadzinenge dzichibhururutsa padzinenge dzichifura. dzoran'ombe 9 .
fufute 	K- 	9 	z 		fufute K- z 9 . nhururu 9 .
funye 	KD 	9 	z 		funye KD z 9 . kuwe 1a/9 .
funze 	DK 	5 	z 		funze DK z 5 . vhunze 5 .
fuve 	KD 	9 	z 		fuve KD z 9 . Fuve kapembenene kanenge ndere kanodyiwawo uye kanowanzowanikwa pamuti womushuku.
gadhe 	KD 	5 	z 		gadhe gadhi KD z 5 . Gadhe inzvimbo inorimwa muriwo. bindu 5, gadheni 5/9 .
gakandye 	D- 	5 	z 		gakandye gangadye D- z 5 . gakanje .
gandure 	DKD 	5 	z 		gandure ngandure DKD z 5 . Gandure idoro rinonaka chaizvo uye rinodhaka zvakanyanya.
gangarahwe 	DKDD 	5 	z 		gangarahwe gangarabwe DKDD z 5 . rukangarahwe 11 .
gangwe 	KD 	5 	z 		gangwe KD z 5 . garwe 5 .
ganje 	DK 	5 	z 		ganje DK z 5 . Ganje chimai chekii inoshandiswa kukiya mikova. kii 9 .
gapuravazvere 	DDDDKK 	5 	z 		gapuravazvere DDDDKK z 5 . Uku kugeza muviri usinganyatsocheni, kazhinji nekutya kugeza mvura inotonhora.
gare gare 	DK+ 		ny 		gare gare DK+ ny . Kuti gare gare kureva kanguva kadikidiki mushure mechimwe chiitiko. Mvura yanaya tangoti gare gare vaenda.
gatare 	DKD 	5 	z 		gatare DKD z 5 . gitare .
gate 	KD 	5 	z 		gate KD z 5 . Gate ihari yakakura inoshandiswa pakubika doro. mhirimo 9, mbizira 9, rukambe 11 .
gebe 	D- 	5 	z 		gebe D- z 5 . mwiwa 5 .
gede 	DK 				gede gedye DK . Kana chinhu chati gede chinenge chanyatsokwana pachinenge chichipinzwa.
gede gede 	DK+ 		ny 		gede gede DK+ ny . gede .
gedhe 	KD 	5 	z 		gedhe KD z 5 . gedhi 5 .
geje 	DK 		ny 		geje gedye DK ny . gede .
genen'ene 	K- 		ny 		genen'ene K- ny . Kuti genen'ene kuuya kwechiedza nokukasika panzvimbo pambenge pasina chiedza. Zuva zvarati genen'ene chinikai chimera.
go tende 	K DD 		ny 		go tende K DD ny . Kuti go tende kugara kwekunyatsodekara chaiko.
goche 	D- 	5 	z 		goche D- z 5 . Goche rudzi rwesora rinotambarara sefeso.
gombe 	DK 	5 	z 		gombe DK z 5 . Gombe munhu muhombe kana akakosha. Gombe risati rasvika hapana zvinoitwa.
gombekombe 	D- 	5 	z 		gombekombe D- z 5 . hombekombe 9 .
gonamombe 	D- 		kanu 		gonamombe D- kanu . Kana vavhimi vachiti gonamombe vanenge vachitaurirana kuti vaona mhuka yakarara vava kuda kutanga kuitandanisa.
gonan'ombe 	D- 				gonan'ombe D- . gonamombe 5 .
gondohwe 	DKD 	5 	z 		gondohwe hondohwe DKD z 5 . Gondohwe ihwai hono.
gonje 	DK 	5 	z 		gonje DK z 5 . Gonje chishizha chinoti chikapondwa-pondwa chinoburitsa faibha.
gonye 	D- 	5>6mak 	z 		gonye D- z 5>6mak . Gonye chipembenene chidiki chinodya nyama, mashizha, miti kana ivhu. honye 9 .
gope 	K- 	5 	z 		gope K- z 5 . Gope chirwere chinoita kuti munhu anzwe kuda kungorara nguva dzose.
gore 	DK 	5 	z 		gore DK z 5 . Gore inguva inoita mwedzi gumi nemiviri. Gore chiratidzo chiri mudenga, chinodzivirira zuva nemwedzi kuti zvisapa chiedza chakawanda panyika, uyewo gore rinonaisa mvura.
goremucheche 	DKKKD 	1a 	z 		goremucheche DKKKD z 1a . Uyu murume akura asi ari munhu anotaridzika kuva mudiki.
gotwe 	DK 	5 	z 		gotwe DK z 5 . Gotwe mwana anenge apedzisira kuzvarwa mumhuri. rugotwe 11, chigumisirwa 7 .
gube 	D- 	5 	z 		gube D- z 5 . Gube munhu anoita basa rokutsotsa vamwe.
gubwe 	D- 	5 	z 		gubwe guhwe D- z 5 . Gubwe rudzi rwetsuro tsvuku.
gude 	D- 		ny 		gude D- ny . Kana munhu achizviti gude anenge achizvifukidza muviri wose negumbeze kana nejira.
gudzamudungwe 	KKKKD 	5 	z 		gudzamudungwe KKKKD z 5 . gudzadungwe 5 .
guhwe 	D- 	5 	z 		guhwe D- z 5 . Guhwe rudzi rwetsuro huru inogara mumakomo. guba 5 .
gukurume 	KKKD 	5 	z 		gukurume KKKD z 5 . Iyi ihuku huru. jongwe 5 .
gumbekumbe 	D- 	5 	z 		gumbekumbe D- z 5 . Uyu munhu anongotora zvese zvese nezvimwe zvisina basa.
gumbeze 	DKK 	5 	z 		gumbeze gumbezu DKK z 5 . Gumbeze ndiro rinofugwa nevanhu pakurara. jira 5, gudza 5, gumbezi 5 .
gumbikumwe 	DDKK 	5 	z 		gumbikumwe DDKK z 5 . Iyi itsika yokungotevedzera zvaitwa nevamwe.
gumbonditakure 	DDKDKD 	5 	z 		gumbonditakure DDKDKD z 5 . Uku kutiza kwemunhu ari kutya. chitsokandibereke 7 .
gumwe 	D- 	5 	z 		gumwe D- z 5 . gunwe 5 .
gunde 	KD 	5 	z 		gunde KD z 5 . Gunde idzinde nyoro rechibage kana nzimbe.
gundekunde 	D- 	5 	z 		gundekunde D- z 5 . Uku kuunganidza gundi rezvinhu zvinenge zvichipurwa.
gundumure 	D- 	1a 	z 		gundumure D- z 1a . Uyu munhu anenge aine musoro mukuru.
gunere 	K- 	5 	z 		gunere K- z 5 . Gunere isadza rezviyo rinodyiwa namambo ari ega.
gunje 	DK 	5 	z 		gunje DK z 5 . Gunje idzinde rechibage kana mhunga rinenge riri nyoro kana rakaoma. Magunje anochengeterwa zvipfuyo vanhu vapedza kukohwa. shanga 5, gunde 5 .
gunyere 	D- 	5 	z 		gunyere D- z 5 . Gunyere ndezvokudya zvinenge zvaendeserwa murume kudare. gunere 5 .
gure 	DK 	5 	z 		gure DK z 5 . Gure ndicho chinoiswa mberi kwemoto chinouvharira, kazhinji kuitira kuti vana vasatsva.
gurene 	D- 	5 	z 		gurene D- z 5 . gurwe 5 .
gurumazeve 	DDKDK 	1a 	z 		gurumazeve DDKDK z 1a . Uyu munhu ane mazinzeve makuru.
gushe 	KD 	5>6 	z 		gushe KD z 5>6 . Gushe imbava riri pamuviri wemhuka. Makushe amakwai anogadziriswa mabhachi akanaka. mvere 9 .
gute 	KD 	5 	z 		gute KD z 5 . Gute inzvimbo ine mvura yakawanda pasi, inomera miti inonzi mikute.
gutsire 	DKD 	1a 	z 		gutsire DKD z 1a . Gutsire munhu anogara achingorara pese pese, kana kuti anoita zvinhu zvakapusa.
guvamombe 	KKKD 	1a 	z 		guvamombe KKKD z 1a . Uyu murume murombo, asina kana mombe yokuti aroorere mwanakomana wake mukadzi. murombomunhu 1a .
guve 	K- 	5 	z 		guve K- z 5 . Guwe ishiri pfumbu ine zhumu pamusoro payo, inowanzodya michero netupuka tudiki, uye inowanzowanikwa munzvimbo dzakaoma. funye 9, kuwe 1a/9 .
guwe 	K- 	5 	z 		guwe K- z 5 . kuwe 1a/9 .
guwende 	K- 	5 	z 		guwende K- z 5 . Guwende imhomho yevanhu vanenge vakamirira chimwe chinhu.
gwamuramakwande 	DDDDDK 	5 	z 		gwamuramakwande DDDDDK z 5 . Iyi ishiri hombe ine muromo wakakombamira mukati, uye inofarira kugara pamatanga napamiti yakaoma painodya zvipuka zvinogara mumakwande emiti yakaoma. Aya mapembenene akasviburuka anogara pamatombo nepamatanda akaoma.
gwande 	DK 	5 	z 		gwande DK z 5 . Gwande ibandi reganda romuti rakaoma. Zvinyavada zvinogara mumakwande. gwati 5, gekenya 5 . Gwande ideko rakadzivira ganda remamwe marudzi ehove, kana kuti muviri wehaka, ngwena netumwewo tupuka. gekenya 5 .
gwe-e 	K 	5 	z 		gwe-e K z 5 . Gwe-e kamhuka kakaita setsuro asi kaine nzeve huru dzakamira mudenga, kaine maziso mahombe nemuswe murefu, kanofamba usiku. gwee 5, chinhavira 7 .
gwebede gwebede 	DDK+ 		ny 		gwebede gwebede DDK+ ny . gweba gweba. .
gwede gwede 	DK+ 		ny 		gwede gwede DK+ ny . Kuti gwede gwede kuita ruzha serwengoro kana ichifamba. Kuti gwede gwede kuzungunutsa zvakaita sebango rakasimwa pane imwe nzvimbo, kuti ritubuke. Akatanga ati bango gwede gwede, ndokubva aribvisa nyore nyore.
gwedere gwedere 	D- 		ny 		gwedere gwedere D- ny . Kuti gwedere gwedere kufamba zvishoma zvishoma zvinoratidza kushaya simba.
gwee 	KD 	5 	z 		gwee KD z 5 . Gwee imhuka yemusango, yorudzi rwekatsi, ine maziso mahombe nezimuswe zihombe, inogara mumuti uye ichifamba usiku. gwe-e 5, chinhavira 7 .
gweje 	DK 		ny 		gweje DK ny . Kuti gweje kunyatsopindana kwezvinhu kunyanya zviri zvesimbi. gedye .
gweme 	K- 	5 	z 		gweme K- z 5 . Gweme imbudzi hono isina kuchekwa. mbocho 9 . Gweme mweya unonhuwa unobva pamuviri wemhuka kana munhu. chikwembe 7 .
gwenen'wene 	K- 		ny 		gwenen'wene K- ny . gwanan'wana . Kana denga rakati gwenen'wene rinenge risina kana kakore zvako, zuva richivaima.
gwengwendere 	K- 		ny 		gwengwendere K- ny . Kuti gwengwendere ruzha runoitwa nemudziyo wesimbi unenge wadonhera pasi. Ndanzwa ndiro kuti gwengwendere mumba.
gwenjere 	K- 		ny 		gwenjere K- ny . gwengwendere. .
gwerede gwerede 	DDK+ 		ny 		gwerede gwerede DDK+ ny . Kuti gwerede gwerede kukuya paguyo zvishoma zvishoma zvine usimbe mukati.
gwerekwere 	D- 	5 	z 		gwerekwere D- z 5 . hwerekwere 9 .
gwerekwete 	D- 	5 	z 		gwerekwete D- z 5 . hwiribidi 9 .
gwerengwe 	D- 	1a 	z 		gwerengwe D- z 1a . Gwerengwe izita rokutsvinya rinopuwa munhu akapusa. Ukapusa zvokukwesha musoro nebwe, unonzi uri gwerengwe chairo.
gwereveshe 	D- 	5>6 	z 		gwereveshe D- z 5>6 . gwavava 5 .
gwese 	DK 	5 	z 		gwese gweshe DK z 5 . Gwese ibanga rerata risingapinzi, rinogadzirwa nokurova rata. Takakoniwa kuvhiya mbudzi tapiwa gwese rebanga.
gwite 	D- 	5 	z 		gwite D- z 5 . Gwite imhando yembeva ine matadza akakura chose, uye inofarira kuchera mwena wayo pazvuru.
hambakachere 	K- 	9 	z 		hambakachere K- z 9 . Iyi imhando yederere rinomera mumunda, rinodyiwa mashizha pamwe nemidzi yaro.
hambautare 	KKDKD 	9>10 	z 		hambautare KKDKD z 9>10 . motokari 9 .
handizvo here 	KDK DK 		bvunzi 		handizvo here KDK DK bvunzi . handiti .
he 	D 		karu 		he D karu . Izwi iri rinoshandiswa kutaridza kuwirirana nezviri kutaurwa nezvazvo. ehe, ehunde .
hombekombe 	D- 	5 	z 		hombekombe D- z 5 . Uku kumucheto kwerwizi, dziva kana gungwa. jinga 5 .
homwe 	K- 	9>10 	z 		homwe K- z 9>10 . Homwe isamba kana kuti bhegi rokuisira zvinhu. hombodo 9, mbudu 9 . Homwe munhu anosvikirwa nomudzimu. svikiro 5 .
hondohwe 	KKD 	9>10 	z 		hondohwe KKD z 9>10 . Hondohwe ihwai hono isina kuchekwa. gondohwe 5 .
honye 	D- 	9>10 	z 		honye D- z 9>10 . gonye 5 .
hope 	K- 	10 	z 		hope K- z 10 . Hope kunzwa kuda kukotsira kunoita munhu kana oda kuzorodza pfungwa nomuviri.
hore 	DK 	9>6 	z 		hore DK z 9>6 . Hore rudzi rwegore rinenge rakasvibira, rinonayisa mvura.
horidhe 	KDD 	9>6 	z 		horidhe KDD z 9>6 . Horidhe inguva inozorora vanhu vazhinji munyika, vasingaendi kubasa kana kuchikoro. zororo 5 .
horwe 	DK 	9>10 	z 		horwe DK z 9>10 . Horwe ishiri yakafanana nehuku, uye inofarira kufamba muboka redzimwe dzayo mumahombekombe enzizi.
hove 	K- 	9>10 	z 		hove K- z 9>10 . Hove chisikwa chinogara mumvura, chinodyiwa, uye chine mabhonzo anenge minzwa nemakwati pamuviri.
hube 	KD 	9 	z 		hube KD z 9 . Hube mutambo wevana wavanotamba vachimhanya vakachonjomara. njude 9 .
humwe 	KD 	9 	z 		humwe KD z 9 . hoka 9 .
hunguruhwe 	KKKD 	9>10 	z 		hunguruhwe hungurubwe KKKD z 9>10 . Iri idombo guru rine mucheto wakaita dendenedzwa.
hure 	KD 	5 	z 		hure KD z 5 . Hure munhu anoda kurara navarume kana vakadzi vose vose kana kuti achivabhadharisa mari. pfambi 9 .
hute 	KD 	9>10 	z 		hute KD z 9>10 . Hute muchero unoberekwa nomuti womukute.
hwavhu-utete 	D- 	14 	z 		hwavhu-utete D- z 14 . Iri iganda nebvupa rokumusoro komukanwa.
hwe-e 	K 		kanu 		hwe-e K kanu . Tinoshandisa hwe-e pakudeedzera, kuratidza kuti wanzwa kuti uri kusheedzwa.
hwende 	K- 	9 	z 		hwende K- z 9 . Hwende munhu kana mhuka ine mutumbi mukuru. mukwandai 3 .
hwenje 	DK 	14 	z 		hwenje bwenje DK z 14 . Hwenje idziva rakadzika, rinotyisa.
hwerekwere 	D- 	9>10 	z 		hwerekwere D- z 9>10 . Iyi ishiri yakafanana nehuku uye inokandirira mazai ayo pasi.
hwize 	KD 	9>10 	z 		hwize KD z 9>10 . Hwize chishongo chinopfekwa nashe somucherechedzo weushe hwake. huze 9, wachi 9 .
ibwe 	D- 	5 	z 		ibwe D- z 5 . Ibwe ndechakaomarara chekuti chikapfupfunyuka chinogadzira ivhu. Zvinonetsa kuchera tsime pana mabwe. buwe 5, dombo 5 .
ihwe 	D- 	5>6 	z 		ihwe D- z 5>6 . ibwe .
ije 	DK 	5 	z 		ije DK z 5 . jee .
indye 	D- 	9 	z 		indye D- z 9 . Indye ibudzi rinovava kana chimwewo chingavava zvokuti hachizosadyiwi. Indye ikabikwa namapudzi kwawo zvose zvinovava.
ishe 	DK 	1a 	z 		ishe DK z 1a . Ishe ndiye munhu anenge achitonga dunhu guru, aine masadunhu nemasabhuku pasi pake. Ishe wedu anotonga nyaya zvinogutsa munhu wese.
iwewe 	DKK 		saz 		iwewe DKK saz . Ichi chisazita chokutsinhira chinomirira nyakutaurirwa. Iwewe unenge uchifanira kupota uchifambirawo hama dzako.
iye 	KD 		saz 		iye KD saz . Ichi chisazita chinomirira nyakutaurwa kana ari munhu mumwe chete. Pawasvika iye anga achiitei?
iyewe 	KDK 		saz 		iyewe KDK saz . iwewe .
je 	D 		ny 		je D ny . Kuti je kucheka uchishandisa banga rinopinza zvikuru.
je je je 	D- 		ny 		je je je D- ny . Kuti je je je kumenywa kunoitwa nzungu namaoko.
je-e 	D- 		ny 		je-e D- ny . Kana kunze kwakati je-e zuva rinenge richipisa, kusina makore mudenga.
jee 	K- 	5 	z 		jee K- z 5 . Jee kutamba kunoitwa nevanhu vachitukirirana mukufara.
jeje 	DK 		ny 		jeje DK ny . Kana vanhu vakati jeje vanenge vakaenzana pazera, paurefu kana pamhumhu.
jekecheke 	D- 	5 	z 		jekecheke D- z 5 . Iyi itsika yekufarira kudya asi munhu asingadi kushandira zvokudya zvacho navamwe.
jekenye 	D- 		ny 		jekenye D- ny . Kuti jekenye hunge uri parunyararo, pfungwa dzakanyatsogadzikana zvakanaka.
jembere 	D- 	5 	z 		jembere D- z 5 . Jembere munhu kana mhuka inenge yakura.
jende 	D- 	5>6 	z 		jende D- z 5>6 . Jende inhengo yemuviri wechirume, yakaita tumabhora tuviri twakarembera, munova ndimo munobuda urume.
juro mombe 	D- 	5 	z 		juro mombe D- z 5 . Urwu rudzi rwetsuro yemusango hombe. tsuro danda 9 .
kachemberebande 	DDDDDK 	12 	z 		kachemberebande DDDDDK z 12 . mbuyamuderere 9 . Uyu munhukadzi akwegura wemanyeponyepo, anonzi anojajadura nemazino ake marefu, uye anongotaurwa nezvake kuitira kutyisidzira vana vadiki vanenge vachinetsa. mukwegurubande 1 .
kadonongore 	DKKDK 	1a 	z 		kadonongore DKKDK z 1a . Uyu munhu anotaura zvakatsetseka, asingakakami. Mudzidzisi uyu ndikadonongore pachirungu.
kadorongoshe 	DKKKK 	1a 	z 		kadorongoshe DKKKK z 1a . kadonongore 12 .
kajongwe 	DDK 	12 	z 		kajongwe DDK z 12 . Kajongwe rudzi rwechimerwa chomusango, chinobumba pasi uye chinoita maruva anotaridzika semusoro wejongwe.
kakwembe 	DDK 	12 	z 		kakwembe DDK z 12 . Kakwembe munhuwi wakaipa unobva pamuviri womunhu.
kamukore 	DDKD 	12 	z 		kamukore DDKD z 12 . Kuita kamukore kupinganidza gumbo rako pane remumwe wauri kurwa naye, kuitira kuti iwe usadonha.
kanyungwe 	DKD 	12 	z 		kanyungwe DKD z 12 . Kanyungwe rudzi rwekakwenzi kanobereka mhiripiri inovava chaizvo. mutoronga 3 .
kanyururahove 	DKKDKK 	12 	z 		kanyururahove DKKDKK z 12 . Urwu rumwe rudzi rweshiri inonyika muromo wayo mumvura, ichibata hove ichidya.
kase 	D- 		ny 		kase D- ny . Kuti kase kuburitsa mweya unonhuwa. Unonzwa kuti kase, kana munhu asingagezi akapfuura napamberi pako.
kashiye 	DKD 	12 	z 		kashiye DKD z 12 . rushiye 11 .
kateketeke 	D- 	12 	z 		kateketeke D- z 12 . Kuita kateketeke kufambisa miromo asi iwe usingatauri, sezvingaita munhu achiverenga. zevezeve 5 .
katewetewe 	D- 	12 	z 		katewetewe D- z 12 . Aka kashiri kane tsvaratsvata refu nenzwara refu, zvinova zvinokabatsira kuti kakwanise kumhanya nepamusoro pamaruva omumvura, uye kanodya mhodzi notupuka twomumvura.
ke 	D 		ny 		ke D ny . Kuti ke kurira kunoita mucheka kana kuti jira, richitsemuka zvishomanene kana kubvaruka.
ke ke ke-e 	D- 		ny 		ke ke ke-e D- ny . Kuti ke ke ke-e kutsemuka kunoita jira, richienderera zvishoma nezvishoma.
ke ke ke-e 	K- 		ny 		ke ke ke-e K- ny . Kana munhu achinzi ati ke ke ke-e anenge aseka kwechinguvana nezwi riri pamusoro, sezviya zvinoitika pachikwee. ka ka ka-a .
keke-e 	K- 		ny 		keke-e K- ny . ke ke ke-e .
kekerere 	K- 		ny 		kekerere K- ny . Kuti kekerere kukweva chinhu chakareruka chisingaremi chichiita ruzha runongwaudza. kukururu .
kereke 	DKD 	9 	z 		kereke DKD z 9 . Kereke chiunga chavanhu chinoumba svondo. kirike 9, chechi 9 .
kiye 	KD 		ny 		kiye KD ny . Kuti kiye kutenderedza kamwana kesimbi yokuvharisa muna mai vako kuti musuo usavhurike. ANTONYMS kiyinu.
-kombwe 	D 		ny 		-kombwe D ny . Kana chinhu chakati kombwe chinenge chakatenderera, asi chisina kuzoita denderedzwa rakazara.
kunge 	KD 		dc 		kunge KD dc . Kana munhu achiti chinhu chakaita kunge chimwewo chinhu, anenge achireva kuti zvinhu zviviri izvi zvakafanana. Mwana uyu akaita kunge amai vake pachimiro chake. sa- .
kunze kunze 	DK KD 	17 	z 		kunze kunze DK KD z 17 . Kunze kunze kunhu kunenge kuri kurekure nepanenge pachitaurwa. Pandakagerwa musoro, ambuya vangu vakandiudza kuti ndirasire vhudzi rangu kunze kunze, kwarisingaonekwi nevaroyi.
kure kure 	D- 	17 	z 		kure kure D- z 17 . Kure kure kunhu kunenge kuine mufambo mukuru chaizvo kubva pane munhu anenge achitaura.
Kurume 	DKK 	1a 	z 		Kurume DKK z 1a . Uyu mwedzi wechitatu mugore. Machi 1a .
kuzhe 	DK 	17 	z 		kuzhe DK z 17 . kunze 17 .
kwe 	D 		ny 		kwe D ny . Kuti kwe kurovanisa chitanda chemechisa nebhokisi racho uchikasira, uchida kuti mechisi yacho ibvire.
kwe-e 	D 		ny 		kwe-e D ny . Kuti kwe-e kubata chinhu wobva watanga kuchizvuva pakarepo.
kwebede kwebede 	D- 		ny 		kwebede kwebede D- ny . Kuti kwebede kwebede kufamba kunoita munhu achiratidza kuti aneta. Paakanga obva kumunda, aifamba achiti kwebede kwebede. kweba kweba .
kweche kweche 	D- 		ny 		kweche kweche D- ny . Kuti kweche kweche kurira kunoita hosho.
kwede 	K- 		ny 		kwede K- ny . Uku kupindirana kungaite zvinhu, chimwe chichipinda mune chimwe. Bhaudhi rataifunga kuti rakakurisa rakasvikoti kwede paburi regeja.
kwerendende 	D- 		ny 		kwerendende D- ny . Kuti kwerendende kufamba kunoitwa nevanhu kana mhuka, zvakaungana pamwe zvichienda kumwe chete.
kweshe kweshe 	D- 		ny 		kweshe kweshe D- ny . Kuti kweshe kweshe ruzha runoitika kana munhu achikwizira simbi pakaomarara. Bheura raiti kweshe kweshe richirodzerwa paruware.
mabande 	D- 	6 	z 		mabande mabandi D- z 6 . Mabande chibage chakapamurwa-pamurwa muchigayo kana muduri. mabandurwa 6 .
maboshwe 	DDK 	1a 	z 		maboshwe DDK z 1a . Maboshwe munhu anoshandisa ruoko rweruboshwe, pachinzvimbo cherudyi, pakuita zvinhu zvakasiyana-siyana, zvakaita sekunyora kana kubika. chimhindiboshwe 7 .
mabvakure 	D- 	6 	z 		mabvakure D- z 6 . Ava vanhu vanobva kune dzimwe nzvimbo kana nyika dziri kunze kweyenyu.
mabvuche 	D- 	1a 	z 		mabvuche D- z 1a . Mabvuche munhu asingagoni kuvanza zvaanenge audzwa, chero zvakakosha sei. Mabvuche chidyiwa kana chinwiwa chisinganyanyi kunaka.
mabvure 	DKD 	1a 	z 		mabvure DKD z 1a . Mabvure munhu anongara achingoreva nhema nguva dzose. chimwayange 1a .
mabwazhamure 	DKKDK 	1a 	z 		mabwazhamure DKKDK z 1a . Mabwazhamure munhu anongorotomuka kutaura zvinenge zvauya mupfungwa dzake.
machewe 	DKD 	1a 	z 		machewe mwachewe, matyewe DKD z 1a . Machewe izita rinoshandiswa kusheedza munhu mudiki kwauri, kana munhu waunowirirana naye.
madendere 	DDDK 	6 	z 		madendere DDDK z 6 . Uku kuneta kana kunyara mushure mokunge munhu aita basa rinorwadza, kana kufamba kwenguva refu. maneto 6, manyaro 6 .
madhegemure 	DKKKK 	1a 	z 		madhegemure DKKKK z 1a . Uyu munhu anowanzodonhesa chaanenge akabata pamusana pokuvarairwa.
madzerere 	D- 	6 	z 		madzerere D- z 6 . madzengere 6 .
madziuranzeve 	DDDDDK 	6 	z 		madziuranzeve DDDDDK z 6 . Iyi inguva iyo mukadzi anenge asununguka, yekuti mukadzi nemurume vanokwanisa kuchisangana mushure mekunge vamborega, vachinzi vanodziura mwana nzeve.
mafushanise 	DKKDK 	1a 	z 		mafushanise DKKDK z 1a . mafuruse 1a .
mafushe 	DKD 	6 	z 		mafushe DKD z 6 . Aya mabarwe manyoro akabikwa, ndokuomeswa pazuva dziri hupi. mumhare 3 .
magangaidze 	DKKDK 	1a 	z 		magangaidze makangaidze DKKDK z 1a . Uyu munhu anotaura zvinhu zvisina kunyatsotwasanuka, zvekuvhara-vhara zvisinganyatsoburitsa chokwadi pachena.
mahwekwe 	DKK 	6 	z 		mahwekwe DKK z 6 . Mahwekwe kusangana nemunhu kana chinhu chawanga usingafungire kusangana nacho. Mbavha nemuridzi wemba zvakaita mahwekwe pamusuwo, pakamuka chitsvuku vorovana. mambunga 6, masanga 6 .
maibveibve 	DKDKD 	6 	z 		maibveibve DKDKD z 6 . Uyu muchero wava kuda kusvika, unenge wotebvenyuka-tebvenyuka. Maibveibve emazhanje anoitisa hambe.
maiwe-e 	K- 		kanu 		maiwe-e K- kanu . Maiwe-e izwi rinoshandiswa pakukanuka kana kukatyamara, mushure mekutaurwa kana kuonekwa kwezvinoshamisa, kana kuti zvinogumbura.
makarekare 	D- 	6 	z 		makarekare D- z 6 . Idzi inguva dzemadziteteguru dzakapfuura kudharadhara.
makokotere 	DKKKK 	1a 	z 		makokotere DKKKK z 1a . Uyu munhu ane ruzivo rwakakwana maererano nebasa raanoita. chikwapuro 7 .
makumbe 	D- 	1a 	z 		makumbe D- z 1a . Makumbe munhu anongofamba achingotora chose chaanokwanisa kuwana, zvisina basa kuti anoda kuchishandisa here kana kuti kwete.
makuwerere 	DKKKK 	6 	z 		makuwerere DKKKK z 6 . Iyi imheremhere yekufara kwevanhu. Nhasi kumba kwedu kune makuwerere nekuti mukoma wangu ari kuchata. mabadu 6 .
manhendashure 	DDKKD 	6 	z 		manhendashure manhendeshure DDKKD z 6 . Uku kufamba munhu achidzokera shure kwawakafuratira. madududu 6, manhede 6 .
manhungetunge 	DKDKD 	6 	z 		manhungetunge DKDKD z 6 . Uku kurwadza kunoita mudumbu, kana munhu adya zvinhu zvakaita sechibage asingatsengi zvakanaka. manhungirwa 6 .
manunure 	D- 	1a 	z 		manunure D- z 1a . Iri izwi kana zita rinopiwa munhu kana chinhu chinenge chaburitsa vanhu mupfumvu. Kazhinji mvura iya inouya vanhu vanzwa nenzara ndimanunure chaiye, nekuti inounza kudya.
manzvarike 	DKDK 	1a 	z 		manzvarike DKDK z 1a . Uyu munhu anonyengedza.
mapakatsine 	DKKKK 	1a 	z 		mapakatsine DKKKK z 1a . Uyu munhu anotyisa chose nokuda kwetsika dzake dzeumhondi. gandanga 5 .
mapereke 	DKDK 	1a 	z 		mapereke DKDK z 1a . Uyu munhu anopa chaizvo kune avo vanokumbira.
mapise 	DKD 	6 	z 		mapise DKD z 6 . Iri idoro rechivanhu rakwatiswa kechipiri. muhwiko 3 .
mapitse 	DDK 	6 	z 		mapitse DDK z 6 . makundano 6 .
mapudege 	DKDK 	6 	z 		mapudege DKDK z 6 . Uku kudya kunonaka chaizvo. magiribidi 6 .
marenje 	DKK 	6 	z 		marenje DKK z 6 . mukwerera 3 .
