amaiguru 	DKKKK 	2b 	z 		amaiguru DKKKK z 2b . maiguru 2a .
dhambanu 	D- 		ny 		dhambanu D- ny . dhadhanu. .
dhandurumu 	KDDD 	5 	z 		dhandurumu KDDD z 5 . Iyi imba ine makona mana inowanzotorwa semba yokudyira.
dhasvangu dhasvangu 	KKD+ 				dhasvangu dhasvangu KKD+ . Kuti dhasvangu dhasvangu kufambisa kunoitwa nomunhu akatsamwa.
dhemu 	D- 		ny 		dhemu D- ny . Kuti dhemu kurova nechibhakera zvine simba, chinhu chakaita sebwe.
dhezibhomu 	KDDD 	5 	z 		dhezibhomu dhazibhomu KDDD z 5 . Iri idanda refu riri pakati pengoro, rinosungirwa joko.
dhibhu 	KD 	5 	z 		dhibhu KD z 5 . Dhibhu muti unosungwa tambo inoteyiwa kubata mhuka nekudzisunga.
dhigu dhigu dhigu 	DK+ 		ny 		dhigu dhigu dhigu DK+ ny . Kana chimudhudhudhu chichiti dhigu dhigu dhigu chinenge chichitinhira.
dhoku 	KD 	5 	z 		dhoku KD z 5 . Dhoku inzvimbo inomira anopomerwa mhaka kana anopa umboo mudare redzimhosva.
dhu dhu dhu 	K- 		ny 		dhu dhu dhu K- ny . Kuti dhu dhu dhu ruzha runogona kuitwa nemvura ichibuda nepakamanikidzana. Mvura yakati dhu dhu dhu ichibuda mudende.
dhubvu 	DK 		ny 		dhubvu dhuvhu DK ny . Kuti dhubvu ruzha runoitwa nemvura kana uchiichera nemukombe kana nezvimwewo.
dhuku 	KD 	5 	z 		dhuku KD z 5 . Dhuku mucheka mutete unosungwa mumusoro navanhukadzi.
dhuru dhudhu 	D- 				dhuru dhudhu D- . Kuti dhuru dhudhu kuita mamvurututu kubva pasi pemvura sezvingaitika kana munhu akaedza kufema ari mumvura.
dhururu 	D- 		ny 		dhururu D- ny . Kana chinhu chati dhururu chinge chaita mutsindo mukuru, kufanana newemudhuri uri kuwondomoka.
dimbu 	KD 		ny 		dimbu KD ny . Kuti dimbu kuregedzana kunoita tambo kana yakakatwa nesimba.
dofu 	D- 	5 	z 		dofu D- z 5 . Dofu chinhu chakapfava semadhaka.
dongamazuru 	D- 	5 	z 		dongamazuru D- z 5 . Iri zimai remajuru neshwarara.
du du du 	K- 		ny 		du du du K- ny . Kuti du du du kutsenga zvinhu zvakaoma senyimo dzakakangwa dzikaomeswa. bubundu .
dudu dudu 	K- 		ny 		dudu dudu K- ny . Kuti dudu dudu kufamba munhu akakotamira mberi, achizvivanza kuti asaonekwe navamwe.
duku 	D- 		ny 		duku D- ny . Kuti duku kunyarara munhu akangotarisa zvinoitwa. Musikana akasara akati duku chikomba chatorwa navakangwara. bwai .
-duku 	KD 		pr 		-duku KD pr . Chinhu chi duku ndechisina kukura pamakore kana pamumhu. Mwana muduku haagoni kuzvibatsira. -diki, -doko .
dukutu 	D- 	5 	z 		dukutu D- z 5 . dutu 5 .
dukutuku 	D- 	5>6 	z 		dukutuku D- z 5>6 . Uku kuwanda kwezvinhu panzvimbo kungava kudya kana marara. Gore ramaguta misha mizhinji inege ine matukutuku echibage mumatura. Iri ibundu rinoita paganda uye rinobuda mvura rikatumburwa.
dundu 	K- 	5>6 	z 		dundu K- z 5>6 . dundundu 5 .
dundumabvu 	KKKD 	5>6 	z 		dundumabvu KKKD z 5>6 . Iyi inzvimbo yakakwirira kupinda dzimwe nzvimbo mudunhu.
dunduru 	DKD 	5>6 	z 		dunduru DKD z 5>6 . Dunduru muchero womusango unoti kana waibva unenge une ruvara rwakada kuita serweranjisi.
dunguru dunguru 	DDK DDD 		ny 		dunguru dunguru DDK DDD ny . Kuti dunguru dunguru kufamba mumutsetse.
dununu 	D- 	5<6 	z 		dununu D- z 5 <6 . datanana 5 .
dunzu 	KD 		ny 		dunzu danzu KD ny . Kuti dunzu kuruma shizha kana kurikakata richidambuka.
durungundu 	K- 	5 	z 		durungundu K- z 5 . Iri zimhuka ziguru kwazvo.
durunhuru 	D- 	5>6 	z 		durunhuru D- z 5>6 . Iyi inzvimbo inorasirwa madota, namamwewo marara.
dutu 	K- 	5 	z 		dutu duto K- z 5 . Dutu imhepo ine simba guru inotibura ivhu nokukwatura matenga edzimba.
duutuu 	D- 	5 	z 		duutuu D- z 5 . duruturu 5 .
dyu 	K 		ny 		dyu K ny . Kuti dyu kubaya nemunzwa kana kuti nejekiseeni. Mwana akanzi dyu jekiseni regwirikwiti.
dzaku 	DK 		ny 		dzaku DK ny . dzadzu .
dzakutsaku 	D- 	5 	z 		dzakutsaku D- z 5 . Iri zimunhu kana zinhu rino mumhu mukuru, risina njere. Iri isoja rakapanduka rinorwisa zvido zvavanhu voruzhinji.
dzangaradzimu 	DDDKK 	5 	z 		dzangaradzimu DDDKK z 5 . Iri zinhu rinonzi rakareba, rinoonekwa usiku uye richityisa. Iyi mifananidzo yaionekwa makarekare iri mudenga, yaiumbwa namakore ichitaridza maguta, vanhu vanotswa nezvimwewo. Iyi mifananidzo inoteyewa pamadziro nomuchina, inenge ichifamba nokutaura savanhu. firimu 5, bhaisikopu 5 . Uyu mushonga wokuti munhu anyangarike, vavengi vake vasamuona.
dzidzimu 	D- 		ny 		dzidzimu D- ny . Kuti dzidzimu kumuka kwemunhu anenge amboziya kana asisazivi zvaari. Akarohwa nezvousiku akazoti dzidzimu apfungaidzirwa mushonga.
dziu 	DK 		ny 		dziu DK ny . Kuti dziu kuvhura mukova kana chimwewo chine muvharo. Kuti dziu kungoerekana wapepuka kubva muhope.
dzu dzu dzu 	K- 		ny 		dzu dzu dzu K- ny . Kuti dzu dzu dzu kuruma kunoita tumbuyu tudiki twakaita seutunga. n'a n'a n'a .
dzundu 	DK 		ny 		dzundu DK ny . Kuti dzundu kutema sora nebadza.
dzungu dzungu 	KD+ 				dzungu dzungu KD+ . Kuti dzungu dzungu kuzunguza musoro kunoratidza kuramba kana kunetseka nechimwe chinhu. Paakapiwa doro, akangoti musoro dzungu dzungu ndokubuda panze.
dzunzu 	D- 	5 	z 		dzunzu D- z 5 . nzuma 9 .
dzvaru 	DK 		ny 		dzvaru DK ny . Kuti dzvaru kutakura chinhu uchichiisa pafudzi.
dzvatsu 	KD 		ny 		dzvatsu KD ny . Kuti dzvatsu kuonana kana kuzivana nomunhu musingazvifungiri. Amai vakati mwana wavo dzvatsvu akatobata mari yokuba.
dzvikutsviku 	KDKD 	5 	z 		dzvikutsviku KDKD z 5 . Uku kuvhinyinguka-vhinyinguka nokuda kokurwadziwa.
dzvirutsviru 	KDKD 	5 	z 		dzvirutsviru KDKD z 5 . Uyu mukadzi ane tsika yokuroorwa pakasiyana achisiya vana paanenge ambowanikwa.
dzvutu 	D- 		ny 		dzvutu D- ny . Kuti dzvutu kuburitsa maziso asi usinganyatsoona zvaunenge wakatarisa, sezvinonzi uri kurota.
ehu-u 	DK 		kanu 		ehu-u DK kanu . ehunde .
fadhamu fadhamu 	KKD+ 		ny 		fadhamu fadhamu KKD+ ny . Kana munhu achiti fadhamu fadhamu kufamba anenge achikanda nhano refu, senge zviya ashatiriswa.
fangu 	DK 		ny 		fangu DK ny . Kuti fangu kuwedzera kumhanya kwaunenge uchiita nebhasikoro, motokari kana mumwewo mudziyo wokufambisa. Kuti fangu kurova munhu kumeso nechibhakera.
faru 	KD 		ny 		faru KD ny . Kuti faru kungoerekana waratidza mufaro mukuru.
fashu 	KD 		ny 		fashu KD ny . fashanu . fashai .
fefemu 	D- 		ny 		fefemu fefenu D- ny . Kuti fefemu kubvisa ganda romuchero wakaita seranjisi, kana kuti rembambaira kana mbatatisi yakabikwa.
fefemu 	KKD 		ny 		fefemu KKD ny . Kana munhu akazoti fefemu anenge amuka kana kupona, iye ambenge afenda kana kurwarisa zvokutenge anga afa. pepu .
feferu 	D- 		ny 		feferu D- ny . Kuti feferu kuzvimba.
feku 	D- 		ny 		feku D- ny . Kuti feku kuzvimba.
feku 	KD 		ny 		feku KD ny . Kuti feku kukudza mhino uchizviitisa. fengu .
femu 	D- 		ny 		femu D- ny . Kuti femu kukura muviri iwe wobva wafuta zvakanyanya. feru . Kuti femu kucheka uchibvisa chidimbu. fendu .
-femu 	DK 		pr 		-femu DK pr . Munhu mu femu ndouya ane muviri muhombe, akafuta. -kobvu .
femu 	KD 	9>6 	z 		femu KD z 9>6 . Femu ikambani.
fendu 	DK 		ny 		fendu DK ny . Kuti fendu kubuda kwezvirimwa panguva imwe chete, zvakawanda. Kuti fendu kucheka kana kubvisa chidimbu kubva pane chimwe chinhu.
fenyeu 	KKD 		ny 		fenyeu KKD ny . Kuti fenyeu kuvhura sikarudzi yomukadzi. panyangu .
ferengu 	DDK 		ny 		ferengu DDK ny . Kuti ferengu kuveza mukati uchiita kuti mukure nokubudisa zvirimo.
feru 	D- 		ny 		feru D- ny . Kana munhu ati feru anenge ava kuzvimba kana kufuta muviri wose. Kuti feru kutanga kuvira kwezvinhu zvinenge zviri pamoto.
finhu 	KD 		ny 		finhu KD ny . Kana munhu ati finhu anenge ashandura uso hwake achiratidza kutsamwa.
firuwiru 	DDKD 	9 	z 		firuwiru DDKD z 9 . firiwiri 9 .
fu 	K/D 		ny 		fu K/D ny . Kuti fu kufuridza kunoita munhu mhino dzake kana achifura dzihwa.
fu-u 	D 				fu-u D . Kuti fu-u kukurumidza kubika, zvokuti unobva wangopedza nekanguva kapfupi. fo-o .
fu-u 	D 		ny 		fu-u D ny . Kuti fu-u kudziyisa zvakare chinhu changa chambotonhora. Kuti fu-u kushinyira kunoita mvura kana chimwe chinhu chinenge chichivira pamwoto.
fufu 	KD 	5>6 	z 		fufu KD z 5>6 . Ma fufu tumedu twakatsetseka tunosaririra panochekwa chokudya, kunyanya chingwa. Ukapusa unofira mafufu segonzo. Ma fufu makanda anobviswa patsanga dzembesa inenge yambonyikwa. fifi 5 . Fufu munda kana kuti gura, pedyo nomusha.
fufumu 	D- 		ny 		fufumu D- ny . Kuti fufumu kuzvimba kunoita imwe nzvimbo pamuviri. tuku . Kuti fufumu kusumuka kunoita mvura iri murwizi. tuku .
fugu 	KD 		ny 		fugu fuku KD ny . fuku .
fuku 	DK 		ny 		fuku DK ny . Kana ukati ivhu fuku unenge wariteta nemaoko.
fuku 	DK 	9 	z 		fuku mufuku DK z 9 . mufuku 3 . Fuku rudzi rwetsoro inotambwa nevanhu vachishandisa tutombo mumakomba ari mumutsetse.
fuku fuku 	K- 		ny 		fuku fuku K- ny . Kana huku yambozvizunza bukuta, manhenga ayo anozoti fuku fuku kugadzikana.
fumu 	KD 				fumu KD . Kuti fumu kurerutsa kana kushatisa chimwe chinhu kana kuchishayisa basa.
fumu 	KD 		ny 		fumu KD ny . Kana ukati munhu fumu unenge wamunyadzisa paruzhinji.
fundu 	DK 		ny 		fundu DK ny . Kuti fundu kuzvimbira kunze kwechinhu chinenge chisina kuenzana nezvimwe zvacho.
fundundu 	D- 		ny 		fundundu D- ny . Kuti fundundu kusimudza musana kana nyundwa, sezvinoita mhuka inenge yashatirwa.
fundunu 	KKD 				fundunu pfundunu KKD . Kuti fundunu kusunungura.
funhu 	KD 		ny 		funhu KD ny . kudubu .
funzu 	KD 				funzu KD . -wudyu .
furau 	DKD 	9 	z 		furau furao DKD z 9 . furawa 9 .
furu 	DK 		ny 		furu DK ny . Kuti furu kubvisa mashizha pagwere uchikurumidza.
furufutu furufutu 	D- 				furufutu furufutu D- . pfurupfutu .
fushunu 	KKD 		ny 		fushunu KKD ny . Kuti fushunu kubuda kana kubudiswa kunze kunoita zvinhu zvakawanda panguva imwe cheteyo, sezvakaita masvosve. fuzhunu .
fushunu fushunu 	D- 		ny 		fushunu fushunu D- ny . Kuti fushunu fushunu kuchera mwena, sezvinoita mbeva ichibudisa ivhu panze.
fusu 	KD 		ny 		fusu KD ny . Kuti fusu kusvetukira kumashure, iwe wanga usati wanyatsomira zvakanaka.
futu 	D- 		ny 		futu D- ny . Kuti futu kungoerekana munhu afa kana kuti mhuka yafa. Kuti futu kungoerekana chinhu chapera mweya, senge bhora kana vhiri.
fututu 	D- 		ny 		fututu D- ny . Kuti fututu kukura kwechinhu chisina kunyatsotsindirwa kana kutsimbirirwa. Kuti fututu kunyarara kwemunhu anenge atsamwiswa.
fuzhunu 	KKD 		ny 		fuzhunu KKD ny . -fushunu .
gabhu 	DK 		ny 		gabhu DK ny . bhagu .
gabu 	KD 		ny 		gabu kabu KD ny . Kuti gabu kurova zvine simba nechibhakera. Kuti gabu kutunga kunoita mombe nenyanga pakurwa.
gadyambu 	DDK 	5>6 	z 		gadyambu DDK z 5>6 . Muma gadyambu mukati mezvidya. Gadyambu kumasure kweibvi.
gagadu 	KKD 		ny 		gagadu KKD ny . Kuti gagadu kuruma chimedu chiduku kubva pachinhu chakaomarara.
gambukambu 	DKDD 	5 	z 		gambukambu hambukambu DKDD z 5 . Izvi zvinhu zvinonaka chaizvo zvinodyiwa zvakavhenganiswa, zvakaita sesadza nemukaka. Uku kudya zvinhu zvakaita usvusvu uchikasira-kasira.
gamu 	DK 		ny 		gamu DK ny . Kuti gamu kutambira chinhu munhu achizvininipisa.
gan'u 	KD 		ny 		gan'u KD ny . Kuti gan'u kuruma chekudya chinenge chakaomarara.
gapu 	DK 	5 	z 		gapu DK z 5 . Gapu ihari inoshandiswa kubikira muriwo. hadyana 9, chikari 7 . Gapu ihari ine muriwo unenge wakabikwa.
gashu 	D- 	5 	z 		gashu D- z 5 . gasho 5 .
gashukashu 	KKKD 	5 	z 		gashukashu KKKD z 5 . Uku kudya kwemunhu anenge achikasikira.
gavhu 	DK 	5 	z 		gavhu DK z 5 . Gavhu rudzi rweguchu rine mhunzi mukati, rinowanzoshandiswa pakutamba rakasungirirwa mumakumbo.
gebhuru 	KDD 	5 	z 		gebhuru KDD z 5 . Gebhuru mudhuri wakakwirira uri kumativi ehozi.
geru 	DK 		ny 		geru DK ny . Kuti geru kucheka bvudzi, kazhinji nechigero.
giramufomu 	DKDDD 	5 	z 		giramufomu DKDDD z 5 . Uyu wairidzwa marekodzi wambotanga waukurunga.
girobhu 	DKD 	5 	z 		girobhu DKD z 5 . Girobhu imboni yemagetsi.
gofu 	DK 		ny 		gofu DK ny . Kuti gofu kupinza munwe kana chitanda uchibudisa chinhu, kazhinji mumwena. Iti gofu mumwena norutanda.
gu 	K 		ny 		gu K ny . Kuti gu kutarisa munhu kwenguva refu.
gubhu 	D- 		ny 		gubhu D- ny . Kuti gubhu kupinda mumvura uchiipfachaidza. puva, bhangu .
gubvutu gubvutu 	D- 		ny 		gubvutu gubvutu D- ny . Kuti gubvutu gubvutu kuita ruzha kunoita munhu anenge aine dhirezi kana hembe inosvika kumakumbo.
guchutu 	D- 		ny 		guchutu D- ny . Kana munhu ati guchutu anenge agara pasi zvinoratidza kuneta kukuru. rukutu .
gudhu-u 	D- 		ny 		gudhu-u D- ny . Kuti gudhu-u kutinhira kwemheni. Kuti gudhu-u kufanza kwezvekudya zvakaita semanhanga kana mapfupa. hauoika .
gudu 	D 	5 	z 		gudu D z 5 . Gudu chimedu kana kuti chidimu chinenge chabviswa pane chimwe chinhu.
gudu 	DK 		ny 		gudu DK ny . Kuti gudu kumedza chinhu chakaita semvura nenzira inoita kuti huro inorire.
gudugu 	DDK 		ny 		gudugu DDK ny . Kana munhu akazviti gudugu negumbeze kana jira anenge akazvifukidza muviri wose naro.
gudumu 	KKD 		ny 		gudumu KKD ny . Kana chinhu chati gudumu chinenge chadonha kubva pachinenge chiri pakakwirira.
guduru 	K- 		ny 		guduru K- ny . gunduru .
gugudu 	KKD 		ny 		gugudu KKD ny . Kuti gugudu kurova chinhu kana munhu kusvikira afa. Chikomana chakati mbwanana gugudu, chichiti chiri kutamba, izvi chatouraya.
guguduru 	KKDD 		ny 		guguduru KKDD ny . Kuti guguduru kubanda zvokudya zvakaomarara muromo vakavharwa. babandu .
guhwu 	K- 	5 	z 		guhwu K- z 5 . mukurumbira 3 .
gukutu 	K- 	5 	z 		gukutu K- z 5 . Gukutu rudzi rwedanda rakaomarara.
gumbushu 	D- 		ny 		gumbushu D- ny . Kuti gumbushu kungorara pachena pasina chokufuka.
gumiguru 	KKDD/KDKK 	1a 	z 		gumiguru KKDD/KDKK z 1a . Uyu mwedzi wegumi pagore.
gundumu 	KKD 		ny 		gundumu KKD ny . bidiri bidiri. .
gununu gununu 	D- 		ny 		gununu gununu D- ny . Kuti gununu gununu kungofamba zvisina neshumo yose.
guru 	D- 	5 	z 		guru D- z 5 . Iri zimwena rinoita pachuru, rakakura, munogara nyoka kana zvimwe zvikara zvesango. Zinyoka rapinda muguru.
guru 	K- 		pr 		guru K- pr . Ichi chipauro chomupanda 5 chinoreva chinhu chakakura. Ukafamba nebanga guru unonzi uri bhinya. hombe . ANTONYMS duku, doko.
gurududu 	D- 		ny 		gurududu D- ny . Kuti gurududu kurereka musoro padivi zvinoratidza kuti munhu akasuwa. Paakanga aneta nokuchemera mai vake mwana akabva ati musoro gurududu agere pasi.
gurugudu 	D- 		ny 		gurugudu D- ny . Kuti gurugudu kufamba zvinonzwikwa mukati mechinhu. Ndainzwa mapete achiti gurugudu mubhokisi rangu rehembe.
gurukutu 	D- 	5 	z 		gurukutu D- z 5 . Uyu munhu anoita zvechitsotsi, anonyengedza vamwe vanhu. Ndakasangana negurukutu ndikatsotswa mari yangu yose, kusara ndava kupemha. gube 5, guruvha 5 .
gurumusvusvu 	K- 	5 	z 		gurumusvusvu K- z 5 . Iyi imhomho yevanhu kana mhuka dzinenge dzichifamba. Gurumusvusvu revanhu randaona ranga richienda kupiko? bvapfapfa 5, gurusvusvu 5 .
gurundundu 	D- 	5 	z 		gurundundu D- z 5 . Uku kufamba pamwe kunoita mhuka kana vanhu vakawanda. gwerendende 5 .
gurunu 	KKD 		ny 		gurunu KKD ny . Kana simbi yati gurunu inenge yabva pane dzimwe simbi dzainenge yakabatana nadzo. Kuti gurunu kupaza chinhu kusvikira chava zvimedu zvimedu.
guruu 	DKD 	5 	z 		guruu DKD z 5 . Guruu mushonga unonamiriswa mapepa kana matehwe. namo 9 .
gutsu 	KD 	5 	z 		gutsu KD z 5 . Gutsu chitima chinotakura zvinhu bedzi, kwete vanhu.
gutumukutu 	D- 	5 	z 		gutumukutu D- z 5 . Uku kuwanda kwakanyanya kwezvinhu. Mubani mune gutumukutu rematombo.
guumu 	KKD 		ny 		guumu KKD ny . Kuti guumu kupatsanura chinhu chinonamira kubva pane chimwe.
gwabvu 	KD 		ny 		gwabvu KD ny . Kuti gwabvu kukwenya kune simba, kazhinji kana panzvimbo pacho pachiswinya.
gwadabvu 	KKD 		ny 		gwadabvu KKD ny . Kuti gwadabvu kuparanzura nenyanga kana kukwenya zvine simba.
gwajanu 	KKD 		ny 		gwajanu KKD ny . Kuti gwajanu kusununguka kwesimbi dzanga dzakasungwa kana kubatana. Gejo rakarovera pamatombo kubva rati gwajanu, zvimwe zvidimu uko zvimwe uko. kwetsu .
gwaju 	KD 		ny 		gwaju KD ny . Kuti gwaju kubvisa chakabatira pane imwe nzvimbo zvakasimba. Chiremba akabata zino remurwere nechipanera chamazino ndokuriti gwaju.
gwakumukwaku 	D- 	5 	z 		gwakumukwaku D- z 5 . Uku kutomhuka kuenda mudenga nokuenda pasi sezvinoita datya kana richifamba. Uku kuita mhindu dzokuzviraramisa. Gunguo rakapona negwakumukwaku.
gwamu 	DK 	5 	z 		gwamu DK z 5 . Gwamu zigwande rinokwaturwa pamuti pakusvuura rwonzi. gwande 5 .
gwararenzou 	DKDKD 	5 	z 		gwararenzou DKDKD z 5 . gwararakurumbi 5. .
gwatukwatu 	KKKD 	5 	z 		gwatukwatu KKKD z 5 . Uku kutomhoka-tomhoka kunoita sadza kana richiri bota risati raiswa upfu hwakawanda kuti rikore.
gwau 	KD 		ny 		gwau KD ny . Kuti gwau kuhukura zvine simba.
gwedemu 	KKD 		ny 		gwedemu KKD ny . Kuti gwedemu kurovanisa midziyo. Ndiro dzakanzi gwedemu kuti amai vanzwe kuti sadza rapera. Kuti gwedemu kubaya mumwe chirebvu, zvinoitwa nemunhu anenge atsamwiswa.
gwedu 	KD 		ny 		gwedu KD ny . Kuti gwedu kuvhunika nokukasika kwechinhu chakasimba. Aida kuswatudza simbi nesando, ichibva yati gwedu.
gwejenu 	KKD 		ny 		gwejenu KKD ny . Kuti gwejenu kupatsanura simbi dzinenge dzakabatana. Gonhi rakanzi gwejenu kuti vakavharirwa vabude.
gwerebvu 	KKD 		ny 		gwerebvu KKD ny . gwabvu .
gwibu 	KD 		ny 		gwibu KD ny . Kuti gwibu kudimbura kuita zvidimbu zviviri. Akati gwibu nzimbe ndokugovera Tendai naZivanai. Kuti gwibu kuseka kunoratidza moyo wakasununguka uye unofara.
haku 	KD 		ny 		haku KD ny . Kuti haku kukochekera ketani, joko, matiroko kana zvimwewo zvingada kubatanidzwa.
hane-eu 	KKD 		kanu 		hane-eu KKD kanu . hane ho-o .
hapu 	KD 		ny 		hapu KD ny . Kuti hapu kusimudza chinhu chinorema uchikasira chaizvo. Gate redoro rakanzi hapu, ndiye pamusoro tsve-e. dzadzu .
harahuru 	DDKK 	9 	z 		harahuru DDKK z 9 . Uyu mutambo wavana vadiki unosanganisira kusvetuka-svetuka pavanenge vachiutamba. arawuru 9 .
hau 	KD 		ny 		hau KD ny . Kuti hau kuukura kunoita imbwa. hu-u .
hengechepfu 	KDDD 	9>10 	z 		hengechepfu KDDD z 9>10 . hangachepfu .
hesvu 	DK 		ny 		hesvu DK ny . Kuti hesvu kuregerera munhu kuti asabhadhara mumwe mutero waanga achifanira kubhadhara. Kuti hesvu kusimudzira geja kuti riite muforo usina kunyanya kudzika.
hetsu 	KD 		ny 		hetsu KD ny . Kuti hetsu kufura dzihwa. hotsi .
hofu 	DK 	9 	z 		hofu hofi DK z 9 . Hofu igomba reduri, munova ndimo munoiswa mbeu pakutswa.
homu 	KD 		kanu 		homu KD kanu . Izwi iri rinoshandiswa pakuchaira mombe dzakasungwa kana munhu achida kuti dzichitendeuka. komu .
homu 	KD 		ny 		homu KD ny . Kuti homu kuchema kunoita makudo.
hongu 	KD 		kanu 		hongu KD kanu . Tinoshandisa hongu kutenda kana kubvumirana nezvataurwa. hon'o, ehunde, ehe-e .
hu hu 	K- 		ny 		hu hu K- ny . Kuti hu hu kuhukura kunoita imbwa.
hu-u 	K- 		kanu 		hu-u K- kanu . Kuti hu-u madairiro anoita munhu kuno munhu waasingaremekedzi. he-e .
hudhu 	KD 	9>10 	z 		hudhu KD z 9>10 . Hudhu inguwo refu inopfekwa nevarume. Hudhu chipenga chenguwo chisina kusonwa zvakanaka.
huku 	KD 	9>10 	z 		huku KD z 9>10 . Huku ishiri isinganyatsogona kubhururuka, inopfuyiwa ichidyiwa nyama yayo namazai ayo.
humbangu 	K- 		ny 		humbangu K- ny . Kuti humbangu kurovera musuo uchiuvhara.
humbu 	DK 		ny 		humbu DK ny . Kuti humbu ruzha runoitwa nehuro kana uchinwa chinwiwa chakakora.
humbu 	K- 	9 	z 		humbu K- z 9 . Humbu zinyama rinomera pahuro pamusana pekushaya kumwe kudya. sokorodzi 5 . Humbu imbuva yekudya parwendo.
huru 	K- 		pr 		huru K- pr . Iri izwi rinotaura kuti chinhu chihombe kana kuti nguva yapfuura yakareba. Pava nenguva huru kubva zvatakawana kuzvitonga kuzere.
hurukuru 	KKKD 	9 	z 		hurukuru KKKD z 9 . Iyi inzvimbo kana chivakwa chinomirira nhoroondo yeupenyu hwevagari vepo, kana kuti vaimbogarapo, sezvakaita Masvingo eZimbabwe.
husvu 	DK 	9>10 	z 		husvu DK z 9>10 . Husvu ishiri ine vara dzvuku padyo nomutsipa wayo, inofamba muboka redzimwe ichidya tupuka nemichero, uye inokandirira mazai mumhango.
huzu 	KD 	9>10 	z 		huzu KD z 9>10 . Huzu munhu akapfuma. mupfumi 1, mbozha 9 .
hwachu 	DK 		ny 		hwachu DK ny . Kuti hwachu kutora chinhu nekukasika kana kuti kuchibvuta. bvutu .
hwamu 	DK 	9 	z 		hwamu DK z 9 . Hwamu iganda rokunze rinenge rasvotorwa kana kukumurwa pamuti.
hwashu 	D- 		ny 		hwashu D- ny . Kuti hwashu kubva panzvimbo nokukasika. Kuti hwashu ruzha runoitwa nemunhu anenge achifamba muuswa.
hwau 	KD 		ny 		hwau KD ny . Kuti hwau kugwauta kunoita imbwa. Kana chinhu chati hwau chinenge chaoma kana kuomarara.
hweshu 	DK 		ny 		hweshu DK ny . Kuti hweshu kutora kana kutorera munhu chinhu zvine chisimba.
hwetu 	DK 		ny 		hwetu DK ny . Kuti hwetu kucheka uswa nesekera.
hwimbu 	DK 		ny 		hwimbu DK ny . Kuti hwimbu kuita huro yechinwiwa yakakura panguva imwe chete.
hwipu 	DK 		ny 		hwipu DK ny . Kuti hwipu kukweva muto muchipunu nomuromo. Kuti hwipu kudzura uswa kubva pasi pahunotangira.
hwishu 	KD 		ny 		hwishu KD ny . Kuti hwishu kucheka chinhu kuita zvidimbu zvidiki, uchishandisa banga.
ibu 	DK 	5>6 	z 		ibu DK z 5>6 . Ibu inzungu inenge isati yakora.
ikoku 	KDK 		rp 		ikoku KDK rp . Ichi chiratidzapedo chetsinhiro chomupanda 17. Ikoku kumba kwedu uku ndiko kuri kunyanya kutaurwa.
imbahuru 	DKDD 	9 	z 		imbahuru DKDD z 9 . Ava vanhu vemhuri kana kuti dzinza rinotonga. chimbuzi 7 .
imbwazukuru 	DKDDD 	9 	z 		imbwazukuru DKDDD z 9 . Iyi imbudzi inopiwa neanenge aroora kutenda mbuya vemukadzi wake. Mukwasha anogona kubvisa imbwazukuru kana mbuya vachiri vapenyu kana kuti vakafa.
imomu 	KDD 		rp 		imomu KDD rp . Ichi chiratidzapedo chokutsinhira chinoshandiswa mumupanda 18 kuratidza zvinhu zviri mukati. Imomu mugate ndimo mune zviyo.
irworwu 	KDK 		rp 		irworwu KDK rp . Ichi chiratidzapedo chetsinhiro yomumupanda 11. Ruchira rwomutowenyemba irworwu handirwo rwungatengwa nemari yakawanda kudaro.
isu 	DK 		saz 		isu DK saz . Ichi chisazita chinomirira vananyakutaura. Isu vabereki hatifari kana tichiona vana vedu vachitambudzwa kudai.
ivhu 	DK 	5 	z 		ivhu DK z 5 . Ivhu ndiro rinoumba uriri hwenyika panomera miti nokurimwa mbesa.
jabhu 	D- 		ny 		jabhu D- ny . Kana munhu achiti jabhu anenge achinyika hembe mumvura, odziburitsa, odzidzorerazve kakawanda.
jabu 	KD 		ny 		jabu KD ny . Kuti jabu kutema nyama yakanyorovera nesanhu.
jagadu 	KKD 		ny 		jagadu KKD ny . Kuti jagadu kutema nyama kana zvimwewo kakawanda.
jamhu 	KD 	5 	z 		jamhu jamu KD z 5 . jemhu 5 .
jandu 	DK 	5 	z 		jandu DK z 5 . Jandu chibage chinenge chisina kunyatsosvika. dede 5 .
japuchapu 	KDKD 	5 	z 		japuchapu KDKD z 5 . Uku kunwa mvura yaunenge uchitora nemaoko uchiikanda mumuromo.
jengetavhu 	DDDK 	5 	z 		jengetavhu DDDK z 5 . Jengetavhu ndezvese zvingaitwa kuti ivhu risakukurwe nemvura kana mhepo. Mihomba yatinogadzira mumunda ijengetavhu guru.
Jesu 	KD 	1a 	z 		Jesu KD z 1a . Jesu ndiye anotenderwa nemakirisitu kuti mwana waMwari akauya panyika, akaroverwa pamuchinjikwa akafa, ndokumuka kuti vanomutevera vagoraramawo.
jigimu 	KKD 		ny 		jigimu KKD ny . Kuti jigimu kutsika pasi negumbo rimwe chete, kana kuchera kakomba uchishandisa chitsitsinho.
kabu kabu 	KD+ 		ny 		kabu kabu KD+ ny . Kuti kabu kabu kutunga nenyanga. Kuti kabu kabu kudya nekukurumidza sezvinoita imbwa.
