a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
bhuraziya 	DKDD 	5 	z 		bhuraziya DKDD z 5 . Ichi chirwere chinoita kuti munhu aite weti ine ropa chinoitwa kana munhu akatsika mumvura isingaereri inenge ine tupuka tunonzi hozhwa.
bhureza 	DKD 	5 	z 		bhureza DKD z 5 . Bhureza rudzi rwebhachi ratinoona kazhinji richipfekwa nevana vechikoro seyunifomu yavo.
bhurukutu bhurukutu 	D- 		ny 		bhurukutu bhurukutu D- ny . Kuti bhurukutu bhurukutu kufamba kunoratidza kuneta.
bhurukwa 	DKD 	5 	z 		bhurukwa bhurukwe DKD z 5 . Bhurukwa chipfeko chinopfekwa kubva kumakumbo chichizosungirwa muchiuno.
bhururaiti 	KKKDD 	5 	z 		bhururaiti KKKDD z 5 . Iri irambi repabhasikoro rinopfuta kana bhasikoro richifamba.
bhururu 	DKD 	1a 	z 		bhururu DKD z 1a . Bhururu ishamwari kana mumwe werudzi rwako.
bhuruu 	DKD 	5 	z 		bhuruu DKD z 5 . Bhuruu ruvara rwakaita sezvinenge zvakaita denga risina makore.
bhutisi 	KD 	5 	z 		bhutisi KD z 5 . Bhutisi chipfeko chemwana chemutsoka cheshinda.
-bhuya 	D 				-bhuya D it . Ku bhuya kukurukurirana nyaya.
bi 	D 		ny 		bi D ny . Kuti bi kudonha kwechinhu zvine mutsindo sezvinoita damba.
bi bi bi 	D- 		ny 		bi bi bi D- ny . Kuti bi bi bi kumhanya kwemunhu ane muviri mukuru.
bibinu 	D- 		ny 		bibinu D- ny . Kuti bibinu kubuda kwezvinhu zvakawanda pamwe chete kubva mazvanga zviri. Pakapera musangano vanhu vakati bibinu kubuda munhandare.
-bibinuka 	D 				-bibinuka D itik . Ku bibinuka kuenda kana kubuda kwezvinhu zvakawanda pamwe chete. Vanhu vakabibinuka kuenda kuminda pakamira mvura kunaya.
-bibirika 	D 				-bibirika bidirika D itik . Ku bibirika kushereketa wakarara kazhinji pari pamusana pokuti uri kurwadziwa.
-bibiritsa 	D 				-bibiritsa D it . -kungurutsa .
-bibitsa 	K 				-bibitsa K it . Uku kutakudza munhu kana chimwe chinhu zvinorema. -bibidza, -pipita .
bida bida 	KD+ 		ny 		bida bida KD+ ny . Kana munhu achifamba achiti bida bida anenge achifambisa hudyu kumativi nokukurumidza.
-bidinuka 	D 				-bidinuka D itik . Ku bidinuka kwechinhu chihombe kukwanisika kwacho kuvhukunurwa. Kana chinhu changa chakavanzika chichi bidinuka chinenge chichikwanisa kuburitswa pachena.
-bidinura 	D 				-bidinura D it . Ku bidinura kuvhukunura chinhu chihombe kana kuburitsa pachena chinhu changa chakavanzika.
bidiri 	D- 		ny 		bidiri D- ny . Kuti bidiri kudonha kwechinhu chobva chaumburuka chichizara tsvina.
bidiri bidiri 	D- 		ny 		bidiri bidiri D- ny . Kuti bidiri bidiri kumhanya zvine mutsindo, kunyanya zvinoitwa nebhiza. gagachi gagachi .
bidyu 	KD 		ny 		bidyu KD ny . Kuti bidyu kusimudza nekutakura chinhu chinorema. Amai vakati bidyu saga rechibage ndokunanga kuchigayo. mhidzu .
-bidyudza 	K 				-bidyudza K it . Ku bidyudza kusimudza nokutakura chinhu chinorema.
-bika 	D 				-bika D it . Ku bika kugadza zvinhu zvimbishi pamoto kuti zviibve.
bikakamwe 	DDKK 	5 	z 		bikakamwe DDKK z 5 . Ichi ndechokunwa chinobikwa nezviyo chakaita sedoro asi chichitapira uye chisingadhakisi. bumhe 5 .
bikita 	DDK 	5 	z 		bikita DDK z 5 . Bikita imhuka huru inogara mumwena wainochera, inofamba usiku uye inodya majuru nemasvosve. dzimba 9, hwiribidi 9 .
biku 	KD 		ny 		biku KD ny . Kuti biku kubvuta chinhu chinoti remei.
biku 	KD 	5 	z 		biku KD z 5 . Biku kurara vanhu vakakwatidzirana.
-bima 	K 				-bima K itik . Ku bima kugara munhu anyerere sezvinoita muenzi.
bimbi 	K- 	5 	z 		bimbi K- z 5 . Bimbi urefu hwemucheka unenge wachekwa.
bimbiri 	K- 	5 	z 		bimbiri K- z 5 . Bimbiri kunyepedzera kurwa kwevana vari kutamba. Endai munoitira bimbiri renyu kure, muri kutizadza guruva.
bimhimhi 	DKD 	5 	z 		bimhimhi DKD z 5 . Bimhimhi kurova nezvibhakera. Murume akaita bimhimhi kurova mukadzi wake.
bimvu 	KD 	5 	z 		bimvu KD z 5 . Bimvu inhango yenyama yakakura yakabikwa. bivhu 5, chinhindi 7 .
bina 	DK 	5 	z 		bina DK z 5 . Bina ibango rinoshandiswa kumisa denga pakuturika imba.
-binda 	K 				-binda K it . Ku binda kupfekedza kana kuti kuzvipfekedza nechinhu chichibva muchiuno kusvika muzvidya.
bindepinde 	KKDD 	5 	z 		bindepinde KKDD z 5 . Iyi itambo inenge yakarukwa ndandi dzichipesana-pesana.
bindi 	KD 		ny 		bindi KD ny . Kuti bindi kugadziridza hembe kana kuti kugadziridza magariro kuitira kuti munhu aratidzike zvakanaka.
-bindikita 	K 				-bindikita K itik . Ku bundikita kuita chinhu nesimba wakaisa pfungwa dzako dzese ipapo.
bindu 	DK 	5 	z 		bindu DK z 5 . Bindu inzvimbo inorimwa sezvakaita muriwo, hanyanisi, mapuno kana maruva.
bindu 	KD 		ny 		bindu KD ny . Kuti bindu kutsvaga chinhu nesimba uye neshungu.
bindudzambwa 	KKDD 	5 	z 		bindudzambwa KKDD z 5 . Urwu rudzi rwetsuro inomhanya chaizvo.
binduko 	D- 	5 	z 		binduko D- z 5 . Binduko chiitiko chinoomesa upenyu kana kuti chinhu chinokumanikidza kuita zvimwe zvinhu zvawanga usingamboiti.
bindupindu 	DKDD 	5 	z 		bindupindu DKDD z 5 . Uku kushena-shena kunoita munhu achida kuwana zvingamubatsire. upanga upanga 14 .
binga 	D- 	5 	z 		binga D- z 5 . Binga inzvimbo yakakomberedzwa ine dzimba dzashe.
binga 	KD 	5 	z 		binga KD z 5 . Binga isango rine miti yakabatana iri mizhinji pane dzimwe nzvimbo dzine mvura. Binga muti wakapfumvutira zvikuru kumusoro kwawo.
bingi 	D- 		ny 		bingi D- ny . Kana munhu achiita bingi anenge achibvunza mibvunzo yakadzama.
-bingunura 	K 				-bingunura K it . Ku bingunura kugadziridza zvichemo zvevanhu.
-binya 	D 				-binya D it . Ku binya kusimudza chinhu wochitakura papfudzi. Binya saga reupfu iro tiende. Ku binya kunyengedza vamwe vanhu kuitira kuti uwane zvaunoda kubva kwavari. -korovhera .
binya 	KD 				binya KD . Binya inhindi yenyama yakarebenuka.
binyi 	K- 	5 	z 		binyi bini K- z 5 . Binyi idanda rakakorera rakareberera.
-binza 	K 				-binza K it . Ku binza kuita kuti munhu ashatirwe kana kuti aite hasha.
bipi 	K- 	5 	z 		bipi pipi K- z 5 . Bipi chiitiko chinoshamisa. makundano 6 .
-bipitira 	K 				-bipitira K it . Ku bipitira kutakura zvinhu zvose zvinokwanisika panguva imwe chete.
bipwi 	DK 	5 	z 		bipwi DK z 5 . bwipwi 5 .
bira 	KD 	5 	z 		bira KD z 5 . Bira mutambo unoitwa wekushumira vadzimu.
-biribididza 	D 				-biribididza D it . Ku biribididza kukonzera munhu kuti atsike-tsike pasi pakurwisana. -bhibhiritsa .
-biribidika 	D 				-biribidika D itik . Ku biribidika kudzana-dzana pasi pakurwisana nemumwe munhu.
biripiri 	D- 	5 	z 		biripiri D- z 5 . gwirikwiti 5 . Apa ndepakakoromoka peruware. mawere 6 . Iri idutu guru rejecha kana rembesa dzakaita semhunga.
biripiti 	K- 	5 	z 		biripiti K- z 5 . Iri igomba rine mativi akatwasuka. rupanana 5 .
-birisha 	K 				-birisha K itik . Ku birisha kushanda zvine simba. Vaiita birisha vachivaka imba yavo. -bishinga .
biriso 	KKD 	5 	z 		biriso KKD z 5 . bisiro 5 .
-bisa 	D 				-bisa D it . -bvisa .
bise 	KD 	5 	z 		bise KD z 5 . Bise isora rinokonzera kuti mbeu dzitsve.
-bisha 	D 				-bisha D itik . Ku bisha kushanda nesimba zvichizopa mubairo.
bishau 	DKD 	5 	z 		bishau DKD z 5 . katsi 9 .
-bishinga 	K 				-bishinga K itik . Ku bishinga kushanda nesimba.
bisiro 	KKD 	5 	z 		bisiro KKD z 5 . Bisiro izvimbo yakavakirirwa yokupisira hari dzabva mukuumbwa.
biti 	K- 	5 	z 		biti K- z 5 . Biti hwahwa hwunotapira hwusingadhakisi.
-bitita 	K 				-bitita K it . Ku bitita kurova zvakasimba. -nera .
biya 	DK 	5 	z 		biya DK z 5 . gango 5 .
biyepiye 	KDKD 	5 	z 		biyepiye KDKD z 5 . Ava vanhu vakawanda vanenge vachidzimaidzika.
-biyinga 	K 				-biyinga K it . Ku biyinga kupfeka nhumbi dzine ruvara rwakajeka.
biza 	D- 	5 	z 		biza D- z 5 . Biza urefu hwemucheka.
bizu 	D- 		ny 		bizu D- ny . Kuti bizu kuita basa rinoshandiswa simba rakawanda.
bo bo bo 	D- 		ny 		bo bo bo D- ny . Kuti bo bo bo kuuchira maoko sezvinoita mukuwasha kuna ambuya.
bo bo bo 	K- 		ny 		bo bo bo K- ny . Kuti bo bo bo kuramba wakavhara muromo.
bobo 	DK 		ny 		bobo dodo DK ny . Kuti bobo kudonha kwemadonhwe emvura achibva pakakwirira.
bobobo 	K- 		ny 		bobobo K- ny . Kuti bobobo kuvhara maziso sezvinoita munhu ava kurara.
-bobodza 	K 				-bobodza K it . Ku bobodza kurova muromo. Mai vakabobodza mwana paaichema kuti anyarare. -bomodza .
boche 	D- 		ny 		boche D- ny . Kuti boche kugamuchira zvaunenge uchipihwa uchiratidza kusatenda. Kuti boche kuuya pamwe chete kwevanhu vakawanda. unga unga .
boche-e 	KD 		ny 		boche-e KD ny . Kuti boche-e kunyenyeredza pane vanhu kuti vasakuone. Akati boche-e neseri kwedanga kuti asaonekwa nevaiva pachivanze.
-bodana 	D 				-bodana D itik . Ku bodana kuibvisa kwechinhu chabikwa. Nyama yakanga yabodana zvekuti yanga yanyanya kupfava. -dhogodhera .
bodo 	D- 		kanu 		bodo D- kanu . Kana munhu achiti bodo anenge ari kuramba zvinenge zviri kutaurwa. Ndamuti uchauya nekumba here, akati bodo.
-bodoka 	D 				-bodoka D itik . Ku bodoka kunyorovera sezvinoita chinhu chabikwa. -tokota .
-bodora 	K 				-bodora K it . Ku bodora kurova sezvakaita munhu kana imbwa panhengo yomuviri yakanyorovera.
bodyo 	D- 	5 	z 		bodyo D- z 5 . Bodyo ibasa rinoshandwa nesimba. mushininga 3 . Bodyo injodzi huru.
bodzi 	KD 	9 	z 		bodzi KD z 9 . Bodzi chinhu chimwe chete kana chinhu chinoitika kamwe chete. Gore rino rese akaendako kabodzi. motsi 9, potsi 9 .
bofu 	D- 	5>6 	z 		bofu D- z 5>6 . Bofu munhu kana mhuka isingaoni.
boi boi 	KD+ 		ny 		boi boi KD+ ny . Kuti boi boi kubwaira maziso nokukasika. Taona maziso kuti boi boi tikaziva kuti achiri mupenyu.
boka 	D- 	5>6 	z 		boka D- z 5>6 . Boka chikwata chevanhu vane chinangwa chimwe.
boko 	K- 	5 	z 		boko K- z 5 . ruoko 11 .
-bokonora 	D 				-bokonora D it . Ku bokonora kudzidzisa munhu kuzvidzora uye kudzidzisa munhu kusanyima.
bokopoko 	D- 	5>6 	z 		bokopoko D- z 5>6 . Bokopoko ruzha runoitwa nemvura inoyerera. Takatanga kunzwa bokopoko reVictoria Falls tisati tasvika pariri. bopoma 5 .
-bokora 	K 				-bokora K it . Ku bokora kurutsa zvine simba.
bokoshindi 	DDKK 	5 	z 		bokoshindi DDKK z 5 . Iyi imhomho yevanhu vakawanda vanenge vachiita basa zvisina kunyatsoona kuti zviri kufamba sei, nekuti vanenge vachingoti uyu aita zvake, auya aita zvake.
bokozozo 	D- 	5 	z 		bokozozo D- z 5 . Ava vanhu vakaungana pamwe chete vasinganyatsozivi zvavari kuita.
boma 	KD 	5 	z 		boma KD z 5 . Boma ndepanenge pakuzvuka pamuti nemhaka yemhuka dzinozvikwizira ipapo.
bombera 	D 	5 	z 		bombera D z 5 . Bombera ibota rinonamatira pamugoti rinopihwa semubairo kumunhu anenge achizousuka.
bomera 	KDK 	5 	z 		bomera KDK z 5 . Bomera chirwere chinopararira muvanhu chichipomeranwa.
-bomha 	D 				-bomha D itik . Ku bomha kuwa kwechinhu chakaita semvura chine madonhwe madiki.
-bomhaira 	K 				-bomhaira K it . Ku bomhaira kutambanudza maoko kwemunhu asiri kuona chaari kuda. -tsvanzvadzira .
bomho 	K- 	5 	z 		bomho K- z 5 . bani 5 .
-bomodza 	K 				-bomodza K it . Ku bomodza kurova pamuromo.
-bomoka 	K 				-bomoka K itik . Ku bomoka kutaura zvinhu zvisingatarisirwi.
bomoko 	KKD 	5 	z 		bomoko KKD z 5 . Bomoko kukanganisa kutaura.
bona 	KD 	5 	z 		bona KD z 5 . Bona itsika yekudzosa vakafa mumusha kuti vazotarisa mhuri dzavo. kurova guva 17 .
bondaponda 	D- 	5 	z 		bondaponda D- z 5 . Ichi chinhu chinokwanisa kushandiswa nemunhu wose pasina muripo. bondeponde 5, bonderere 5 .
bonde 	DK 	5 	z 		bonde DK z 5 . Bonde itsanga dzakatsemurwa dzakabatanidzwa nemikosi kugadzira chihukwe chekugarira kana chekurarira. rukukwe 11 .
-bondera 	K 				-bondera K it . Ku bondera kurovera pane chimwe chinhu. Acheuka achibva abondera pamudhuri. -dhumira .
bondimbo 	DKD 	5 	z 		bondimbo DKD z 5 . Bondimbo chinhu chakakoresa zvisina kufanira.
bondo 	D- 	5 	z 		bondo D- z 5 . Bondo idutu rembesa, dzakaita semapfunde nezviyo, risina kupuriwa. buro 5 .
-bondokota 	D 				-bondokota D it . Ku bondokota kugara pasi wakapeta makumbo.
bondokoto 	D- 		ny 		bondokoto D- ny . Kuti bondokoto kugara kwemunhu anenge asina, kana kuti asingazivi zvekuita.
bondwe 	D- 	5 	z 		bondwe D- z 5 . chigadzamapfihwa 7 . Bondwe mukadzi wechipiri anenge ari munin'ina wemukadzi wekutanga.
bonganyuchi 	DDKK 	5 	z 		bonganyuchi DDKK z 5 . Iyi ishiri inodya nyuchi.
bongo 	KD 		ny 		bongo KD ny . Kuti bongo kupanga chokudya kana kunwa.
-bongoka 	D 				-bongoka D itik . Ku bongoka kupanga chimwe chinhu chokudya kana kuti chokunwa. Ku bongoka kuva nekusuwa kukuru kuti dai wanga wakwanisa kubuda mumatambudziko aunenge wapinda.
-bongomora 	K 				-bongomora K it . Ku bongomora kusheedzera kana kuchema kune ruzha kwemunhu ari kutambudzika.
-bongozeka 	D 				-bongozeka D itik . Ku bongozeka kupanga chokudya.
bongozozo 	D- 		ny 		bongozozo D- ny . Kuti bongozozo kugara munhu achitaridza kutambudzika.
bonho 	KD 		ny 		bonho KD ny . Kuti bonho kurova nekusvuura ganda pamuti. Aingunoti muti bonho achikanda makanda acho pasi.
bonhora 	D 	5 	z 		bonhora D z 5 . urume 14 .
bonje 	D- 	5 	z 		bonje D- z 5 . Bonje inzvimbo ine ronda kana yaimbove neronda senge rekurohwa. mbonje 5 . Bonje mucherechedzo unosara pakakwatuka kana kuchecheneka pamudziyo wedhaka. vanga 5 .
bono 	KD 		ny 		bono KD ny . Kuti bono kubwaira maziso komunhu apererwa nemazano.
bonongwe 	DKD 	5 	z 		bonongwe DKD z 5 . Bonongwe ibundo rinodyiwa semuriwo, rine mashizha akatenderera, rinotsvukuruka pasi kana pamusoro uye rinowanzomera pamatanga. mowa 5, mbowa 5 .
-bonya 	K 				-bonya K it . Ku bonya kushonyorora nekugwedura chinhu. Bonya chibage ichi kubva padzinde racho.
bonyoponyo 	DKDD 	5 	Z 		bonyoponyo DKDD Z 5 . bonhora 5 .
bonza 	D- 	5 	z 		bonza D- z 5 . Bonza chimuti chikobvu chinoshandiswa kurova kana kuponda chinhu.
bonzeko 	D- 	5 	z 		bonzeko D- z 5 . bonza 5 .
-booka 	D 				-booka D itik . Kana mudziyo waka booka unenge uine buri rinenge richirasa zvawakatakura. Ku booka kuwanikwa kwechinhu zviri nyore.
boora 	DDK 	5 	z 		boora DDK z 5 . muboora 3 .
bope 	D- 	5 	z 		bope D- z 5 . Bope ruzha runoitika vanhu vachipopotedzana pachida kurwiwa.
bopo 	D- 		ny 		bopo D- ny . Bopo imvura inenge yanaya yakawanda zvikuru.
bopo 	KD 	5 	z 		bopo KD z 5 . Bopo rudzi rwegonye rinodyiwa.
-bopomeka 	D 				-bopomeka D itik . -bvajuka .
bopomo 	D- 	5 	z 		bopomo D- z 5 . bopopo 5 .
-boponora 	K 				-boponora K it . Ku boponora kusunungura chinenge chakasungwa. Tinoboponora mombe kuti dzizorore.
-boreka 	K 				-boreka K it . -kwereta .
borombe 	DKD 	5 	z 		borombe DKD z 5 . Borombe imombe hadzi ichiri diki isati yazvara. tsiru 5 .
boromokwa 	KKDK 	5 	z 		boromokwa KKDK z 5 . Iyi inzvimbo inofamba nemvura, yakadzikira.
bota 	K- 	5 	z 		bota K- z 5 . Bota kudya kwakatetepera, kwamangwanani, kunobikwa neupfu nemvura.
botedzi 	KKD 	5 	z 		botedzi KKD z 5 . Botedzi munhu anosvikirwa nemudzimu. Botedzi munhu asingagari pasi anongoita basa rokufamba.
boterere 	KKDD 	5 	z 		boterere KKDD z 5 . Apa panzvimbo panoungana mvura ichitenderera isati yapfuurira ichiyerera.
botsakufa 	DDDK 	5 	z 		botsakufa DDDK z 5 . Uku kurwara kana kurohwa nokuitwa zvimwewo zvinoita kuti munhu asare padikidiki kushaya.
botyopotyo 	D- 	5 	z 		botyopotyo D- z 5 . Aya mabudiro ekukurumidza angaite zvakaita mbeva mumwena mainenge ichicherwa.
botyopotyo 	KKKD 	5 	z 		botyopotyo KKKD z 5 . Ichi chinhu chakareba chisingatani kutyoka.
bou 	KD 	5 	z 		bou KD z 5 . Bou muchero unoberekwa nemuti wemubou.
bove 	D- 		ny 		bove D- ny . Kuti bove kuisa kunoita munhu chidimbu chezvokudya mumukanwa panguva imwe.
bovha 	D- 	5 	z 		bovha D- z 5 . Bovha chibage chisati chasimba.
bovovo 	K- 		ny 		bovovo K- ny . Kuti bovovo kupinda panzvimbo inenge isingabvumirwi.
-boya 	D 				-boya D it . Ku boya kunhonga chinhu usingafungiri. -boza .
-bozva 	K 				-bozva K it . Ku bozva kudya uchiratidza kunakirwa. -chapfanya .
bu bu 	K- 		ny 		bu bu bhu bhu K- ny . Kuti bu bu kubanda zvinhu zvakaomarara nemazino.
bu bu bu 	D- 		ny 		bu bu bu D- ny . Kuti bu bu bu kuombera, sezvinenge zvichiita vanhu panenge pachiitwa zvirango.
-buba 	D 				-buba D itik . Ku buba kuenda zvachose zvokusazodzoka. -rova .
bubudu 	DDK 		ny 		bubudu DDK ny . Kuti bubudu kuzadza kunoita munhu kamudziyo kadiki nezvinhu.
-bubudura 	K 				-bubudura K it . Ku bubudura kudya kunoita munhu chinhu chakaita sembambaira mbishi.
bubundu 	DDK 		ny 		bubundu DDK ny . Kuti bubundu kutsenga kunoita munhu zvinhu zvakaoma, zvakaita senyimo.
-bubunuka 	K 				-bubunuka bubunyuka K itik . Ku bubunuka kukwanisika kutsengeka kungaita zvinhu zvakaita semakodo.
-bubunyura 	K 				-bubunyura K it . Ku bubunyura kutsenga chikafu chakaomarara.
budandibudewo 	K- 	1a 	z 		budandibudewo K- z 1a . Uyu mwana waamai vako waunenge uchiteedzana naye pakuzvarwa.
-budikidza 	K 				-budikidza K itik . -burikidza .
budiriko 	KKKD 	5 	z 		budiriko KKKD z 5 . Uku kududzirwa kunoitwa vanhu mushure mekunyora bvunzo.
-budirira 	K 				-budirira K itik . Kana munhu achinzi aka budirira anenge aine upfumi hwakawanda kana basa rakanaka.
budiriro 	KKKD 	9 	z 		budiriro KKKD z 9 . Uku kufamba negwara sekurongwa kunenge kwakaita zvinhu.
-bududza 	K 				-bududza K itik . Ku bududza kutyora zvinhu zvakapfava.
bufu 	KD 		ny 		bufu KD ny . Kuti bufu kutaura izwi rokupikisa munhu anenge ati vanhu vanyarare. Kana uchiti ndinonyepa, iti bufu, uvaone vachipinda muno iye zvino.
-bufura 	K 				-bufura K it . Ku bufura kutaura panenge pachitarisirwa kuti vanhu vanyarare.
bugumu 	KKD 		ny 		bugumu KKD ny . Kuti bugumu kudonhedza mudziyo pasi sezvakaita chirongo chemvura, chichibva chaputsika.
buka 	DK 	5 	z 		buka DK z 5 . Kana mwana kana munhu mukuru aine buka anenge aine hana nhete asingatane kuvhunduka.
bukapuka 	KDKD 	5 	z 		bukapuka KDKD z 5 . Uku kumhanya-mhanya kunoita vanhu vachitsvaga chimwe chinhu chinenge chashaikwa.
buku 	KD 		ny 		buku KD ny . Kuti buku kurutsa kunongoitika chiriporipocho munhu asingafungiri kuti angarutsa.
bukuta 	DDK 	5 	z 		bukuta DDK z 5 . Bukuta ivhu rakatsetseka kwazvo rinopupurutswa nemhepo. guruva 5 .
bukwa 	KD 	5 	z 		bukwa KD z 5 . Bukwa idzinde rimwe rinenge rava kumera kubva pazimai racho zihombe. sakatire 5, chirekera 7 .
buma 	KD 		ny 		buma KD ny . Kuti buma kuratidza kushamisika.
-bumaura 	K 				-bumaura K it . Ku bumaura kusairira munhu nemusoro wake kuti murwisane.
bumbe 	KD 	5 	z 		bumbe KD z 5 . Bumbe kudya kunogadzirwa nemhodzi dzemanhanga dzinenge dzagayiwa.
bumbu 	K- 	5 	z 		bumbu K- z 5 . Bumbu zvinhu zvinenge zvakaita dutu pamwe chete. Ndinoda bumbu iro remabhanana. dumbu 5 .
bumbunu 	D- 		ny 		bumbunu D- ny . Kuti bumbunu kusimba zvakare kunoita munhu mushure mokurwara.
-bumbunuka 	D 				-bumbunuka D itik . Ku bumbunuka kusimba munhu achibva mukurwara. -pora .
-bumbunura 	K 				-bumbunura K it . Ku bumbunura kuita kuti munhu apore kubva mukurwara. -bundunura .
bumburu 	K- 	5 	z 		bumburu K- z 5 . Bumburu chinhu chakaita chibhora chisina mavhuriro.
bumbururwi 	KKDK 	5 	z 		bumbururwi KKDK z 5 . Iyi imhuka yemusango yakafanana nembwa.
-bumbuzira 	K 				-bumbuzira K itik . -tsvanzvadzira .
bumha 	KD 	5 	z 		bumha KD z 5 . Bumha zvinhu zvakaita bundu pamwe chete, senyuchi.
bumhanhuka 	D- 	5 	z 		bumhanhuka D- z 5 . Urwu rudzi rwemushonga wemusango unoshandiswa kudzinga tsikidzi. dapatsikidzi 5 , ruwaranhata 11 .
bumhi 	DK 	5 	z 		bumhi DK z 5 . Bumhi imhuka yomusango, yakafanana nembwa, inogara mumapako. mhumhi 9 .
bumho 	D- 	5 	z 		bumho D- z 5 . Bumho itsono yekusonesa masaga. dumbo 5, dungo 5 .
bumhudza 	DKD 	5 	z 		bumhudza DKD z 5 . Bumhudza uswa utsva huchangomera.
bumhuri 	D- 	5 	z 		bumhuri D- z 5 . Bumhuri muti upi zvawo uchiri mudiki.
bumu pumu 	DK DD 		ny 		bumu pumu DK DD ny . Aya maurayiro aunoita huku kana chimwe chinhu.
buna 	K- 	5 	z 		buna K- z 5 . Buna kamhuka kanonzi kanofamba usiku kane maziso nemaoko akada kuita seemunhu. gwee 5, chinhavira 7 .
-bunda 	K 				-bunda K itik . Ku bunda kuurungana kungaite chinhu.
-bundudza 	K 				-bundudza K it . Ku bundudza kuvhura maziso zvakanyanya.
bunduku 	KKD 		ny 		bunduku KKD ny . Kana munhu ati bunduku anenge azvikandira pasi nenzira yekutaridza kushushikana.
bundunu 	KKD 		ny 		bundunu KKD ny . Kuti bundunu kusimba kunoita munhu mushure mekurwara.
bune 	D- 	5 	z 		bune D- z 5 . Bune muchero unoberekwa nemuti unonzi mubune.
-bunga 	K 				-bunga K it . Ku bunga kutsvaga huni. -oza, -teza .
-bungadza 	K 				-bungadza K it . Kana munhu aka bungadza anenge akagukuchira zvaakatakura paditi rake.
bungu 	K- 	5 	z 		bungu K- z 5 . Bungu chinhu chinotyisa chakaita senyoka kana rwizi rwakazara. chapungu 7 .
bungumupinyi 	KKDKK 	5 	z 		bungumupinyi KKDKK z 5 . bungumupe-e 5 .
bunguzeze 	D- 	5 	z 		bunguzeze D- z 5 . Idzi inyuchi dzakaungana pamwe chete. Usaende nepapa pane bunguzeze renyuchi. Iyi imheremhere yakanyanya.
-bunhira 	D 				-bunhira D it . Ku bunhira kuvhara chinhu nechivharo. -kwidibira .
bunhuro 	D- 	5 	z 		bunhuro D- z 5 . Bunhuro imbesa dzinenge dzisati dzapepetwa.
buno 	D- 	5 	z 		buno bino D- z 5 . Buno imhuno hombe. Buno muchero unoibva wakatenderera, uri mutsvuku, unorimwa mumapindu uchizobikiswa usavi kuti hunake. domasi 5 .
-bunya 	K 				-bunya K it . Ku bunya kutyora uchiita zvokumonya chinhu chakaita sechibage. -svodogora .
bunzvi 	K- 	5 	z 		bunzvi K- z 5 . Bunzvi uswa hwakarukwa hunogadziriswa chireyi chinonzi sandanga.
bupu 	DK 	5 	z 		bupu DK z 5 . Bupu imhashu hombe isingabhururuke inodyiwa nevakuru. Bupu imhepo yakasimba inodzura miti.
-bupunga 	K 				-bupunga K it . Ku bupunga munhu kumurova munhu zvakasimba. -zvinda .
bupupu 	DKD 	5 	z 		bupupu DKD z 5 . Bupupu zvibhakera zvinenge zvichingonaya zvakatevedzana. Bupupu imhepo yakasimba.
bupwe 	KD 	5 	z 		bupwe KD z 5 . Bupwe muti une mashizha anobikwa kuita derere.
bura 	DK 	5 	z 		bura DK z 5 . Bura chirimwa chinoibva chakabumba muvhu, chinotapirira chaizvo, chinogona kudyiwa chakadaro kana kunwiswa netii. mbambaira 9, dima 5 .
burapura 	DKDD 	5 	z 		burapura DKDD z 5 . Uyu munhu wechidiki murefu.
bure 	D- 	5 	z 		bure D- z 5 . mbodza 9 .
buretete 	D- 	5 	z 		buretete D- z 5 . Uku kufamba kwezvinhu zvakawanda panhu pamwe, sezvinoita nyuchi.
bureteutsi 	DKKDK 	5 	z 		bureteutsi DKKDK z 5 . Uku kutamba kana kudzana zvinobudisa huruva. buruutsi 5 .
buri 	KD 		ny 		buri KD ny . Kana munhu ati buri anenge abva pavanhu achikasika.
-burika 	K 				-burika K itik . Ku burika kubva mune imwe nzvimbo.
-burikira 	K 				-burikira K . Ku burikira kubaya kubva kuseri zvichibuda nekune rimwe divi rechinenge chabaiwa chacho. Ku burikira kusuduruka kuti mumwe munhu apfuure kana kuti chimwe chinhu chipfuure.
buriro 	D- 	5 	z 		buriro D- z 5 . Buriro ihari inoshandiswa kubikira doro.
burishashike 	DKDDD 	5 	z 		burishashike DKDDD z 5 . Uku kusevenza kusina zororo.
buro 	K- 	5 	z 		buro K- z 5 . Buro ishamhu yekurovesa mbeu yakaita sezviyo kuti idonhe pakukohwa. Buro murwi wezvinhu zvinoda kupurwa kana kuti zvatopurwa. Buro idoro riri kupisa.
