grapheme	phoneme
Balatoncsicsó	b'ɒlɒtontʃitʃoː
Balatonederics	b'ɒlɒtonɛdɛɐ̯itʃ
Balatonendréd	b'ɒlɒtonɛndɐ̯eːd
Balatonfenyves	b'ɒlɒtonfɛɲvɛʃ
Balatonföldvár	b'ɒlɒtonføldvaːɐ̯
Balatonfüred	b'ɒlɒtonfyɐ̯ɛd
Balatonfőkajár	b'ɒlɒtonføːkɒjaːɐ̯
Balatonfűzfő	b'ɒlɒtonfyːzføː
Balatongyörök	b'ɒlɒtoŋɟøɐ̯øk
Balatonhenye	b'ɒlɒtonhɛɲɛ
Balatonkenese	b'ɒlɒtoŋkɛnɛʃɛ
Balatonkeresztúr	b'ɒlɒtoŋkɛɐ̯ɛstuːɐ̯
Balatonkiliti	b'ɒlɒtoŋkiliti
Balatonlelle	b'ɒlɒtonlɛllɛ
Balatonmagyaród	b'ɒlɒtonmɒɟɒɐ̯oːd
Balatonmáriafürdő	b'ɒlɒtonmaːɐ̯i;ɒfyɐ̯døː
Balatonrendes	b'ɒlɒtonɐ̯ɛndɛʃ
Balatonszabadi	b'ɒlɒtonsɒbɒdi
Balatonszemes	b'ɒlɒtonsɛmɛʃ
Balatonszentgyörgy	b'ɒlɒtonsɛntɟøɐ̯ɟ
Balatonszepezd	b'ɒlɒtonsɛpɛzd
Balatonszárszó	b'ɒlɒtonsaːɐ̯soː
Balatonszéplak	b'ɒlɒtonseːplɒk
Balatonszőlős	b'ɒlɒtonsøːløːʃ
Balatonudvari	b'ɒlɒtonudvɒɐ̯i
Balatonvilágos	b'ɒlɒtonvilaːgoʃ
Balatony	b'ɒlɒtoɲ
Balatonöszöd	b'ɒlɒtonøsød
Balatonújlak	b'ɒlɒtonuːjlɒk
Balatonőszöd	b'ɒlɒtonøːsød
Balbi	b'ɒlbi
Baldácsy	b'ɒldaːtʃi
Balf	b'ɒlf
Balfa	b'ɒlfɒ
Bali	b'ɒli
Balinka	b'ɒliŋkɒ
Balkay	b'ɒlkɒi
Balku	b'ɒlku
Balkán	b'ɒlkaːn
Balkány	b'ɒlkaːɲ
Balla	b'ɒllɒ
Ballagi	b'ɒllɒgi
Ballenegger	b'ɒllɛnɛggɛɐ̯
Balling	b'ɒlliŋg
Ballus	b'ɒlluʃ
Balló	b'ɒlloː
Ballószög	b'ɒlloːsøg
Balmazújváros	b'ɒlmɒzuːjvaːɐ̯oʃ
Balogh	b'ɒlogh
Baloghy	b'ɒloghi
Balogunyom	b'ɒloguɲom
Balotaszállás	b'ɒlotɒsaːllaːʃ
Balsa	b'ɒlʃɒ
Balsaráti	b'ɒlʃɒɐ̯aːti
Balsay	b'ɒlʃɒi
Baltazár	b'ɒltɒzaːɐ̯
Balti	b'ɒlti
Baltikum	b'ɒltikum
Balzac	b'ɒlzɒts
Balzaccal	b'ɒlzɒts:ɒl
Balzaccá	b'ɒlzɒts:aː
Balzackal	b'ɒlzɒtskɒl
Balzacká	b'ɒlzɒtskaː
Balás	b'ɒlaːʃ
Balásfi	b'ɒlaːʃfi
Balásházy	b'ɒlaːʃhaːzi
Balássy	b'ɒlaːʃʃi
Balástya	b'ɒlaːʃçɒ
Balázs	b'ɒlaːʒ
Balázsfalva	b'ɒlaːʒfɒlvɒ
Balázsfy	b'ɒlaːʒfi
Baló	b'ɒloː
Bamako	b'ɒmɒko
Bambach	b'ɒmbɒtsh
Bamberger	b'ɒmbɛɐ̯gɛɐ̯
Bana	b'ɒnɒ
Bancsa	b'ɒntʃɒ
Band	b'ɒnd
Bandar	b'ɒndɒɐ̯
Bandat	b'ɒndɒt
Bandi	b'ɒndi
Bandika	b'ɒndikɒ
Bandl	b'ɒndl
Bangha	b'ɒŋghɒ
Bangkok	b'ɒŋgkok
Banglades	b'ɒŋglɒdɛʃ
Bangladessel	b'ɒŋglɒdɛʃʃɛl
Bangladesszel	b'ɒŋglɒdɛssɛl
Bangladesszé	b'ɒŋglɒdɛsseː
Bangladessé	b'ɒŋglɒdɛʃʃeː
Bangui	b'ɒŋgui
Bangya	b'ɒŋɟɒ
Bangó	b'ɒŋgoː
Banjul	b'ɒɲɲul
Banner	b'ɒnnɛɐ̯
Banovits	b'ɒnovitʃ
Banovitscsal	b'ɒnovitʃtʃɒl
Banovitscsá	b'ɒnovitʃtʃaː
Banovitssal	b'ɒnovitʃʃɒl
Banovitssá	b'ɒnovitʃʃaː
Banshee	b'ɒnʃhɛɛ
Bantler	b'ɒntlɛɐ̯
Banó	b'ɒnoː
Barabás	b'ɒɐ̯ɒbaːʃ
Baracs	b'ɒɐ̯ɒtʃ
Baracska	b'ɒɐ̯ɒtʃkɒ
Baradlai	b'ɒɐ̯ɒdlɒi
Barankay	b'ɒɐ̯ɒŋkɒi
Barankovics	b'ɒɐ̯ɒŋkovitʃ
Baranski	b'ɒɐ̯ɒnʃki
Baransky	b'ɒɐ̯ɒnʃki
Baranya	b'ɒɐ̯ɒɲɒ
Baranyahídvég	b'ɒɐ̯ɒɲɒhiːdveːg
Baranyajenő	b'ɒɐ̯ɒɲɒjɛnøː
Baranyaszentgyörgy	b'ɒɐ̯ɒɲɒsɛntɟøɐ̯ɟ
Baranyay	b'ɒɐ̯ɒɲɒi
Baranyi	b'ɒɐ̯ɒɲi
Barbacs	b'ɒɐ̯bɒtʃ
Barbados	b'ɒɐ̯bɒdoʃ
Barbara	b'ɒɐ̯bɒɐ̯ɒ
Barbarits	b'ɒɐ̯bɒɐ̯itʃ
Barbaritscsal	b'ɒɐ̯bɒɐ̯itʃtʃɒl
Barbaritscsá	b'ɒɐ̯bɒɐ̯itʃtʃaː
Barbaritssal	b'ɒɐ̯bɒɐ̯itʃʃɒl
Barbaritssá	b'ɒɐ̯bɒɐ̯itʃʃaː
Barbay	b'ɒɐ̯bɒi
Barbi	b'ɒɐ̯bi
Barbuda	b'ɒɐ̯budɒ
Barcelona	b'ɒɐ̯tsɛlonɒ
Barcs	b'ɒɐ̯tʃ
Barcza	b'ɒɐ̯tsɒ
Barczafalvi	b'ɒɐ̯tsɒfɒlvi
Bardon	b'ɒɐ̯don
Bardócz	b'ɒɐ̯doːts
Barents	b'ɒɐ̯ɛntʃ
Barics	b'ɒɐ̯itʃ
Barinkai	b'ɒɐ̯iŋkɒi
Bariska	b'ɒɐ̯iʃkɒ
Baritz	b'ɒɐ̯itz
Barkóczy	b'ɒɐ̯koːtsi
Barla	b'ɒɐ̯lɒ
Barlahida	b'ɒɐ̯lɒhidɒ
Barlai	b'ɒɐ̯lɒi
Barnabás	b'ɒɐ̯nɒbaːʃ
Barnag	b'ɒɐ̯nɒg
Barnay	b'ɒɐ̯nɒi
Barni	b'ɒɐ̯ni
Barnika	b'ɒɐ̯nikɒ
Barok	b'ɒɐ̯ok
Barokaldi	b'ɒɐ̯okɒldi
Baron	b'ɒɐ̯on
Baronyi	b'ɒɐ̯oɲi
Baros	b'ɒɐ̯oʃ
Baross	b'ɒɐ̯oʃʃ
Barossal	b'ɒɐ̯oʃʃɒl
Barossá	b'ɒɐ̯oʃʃaː
Barra	b'ɒrɒ
Bars	b'ɒɐ̯ʃ
Barsfia	b'ɒɐ̯ʃfi;ɒ
Barsy	b'ɒɐ̯ʃi
Bart	b'ɒɐ̯t
Barta	b'ɒɐ̯tɒ
Bartakovics	b'ɒɐ̯tɒkovitʃ
Bartal	b'ɒɐ̯tɒl
Bartalis	b'ɒɐ̯tɒliʃ
Bartalus	b'ɒɐ̯tɒluʃ
Bartay	b'ɒɐ̯tɒi
Bartel	b'ɒɐ̯tɛl
Barth	b'ɒɐ̯th
Bartha	b'ɒɐ̯thɒ
Bartholomaeides	b'ɒɐ̯tholomɒɛidɛʃ
Bartholomaeus	b'ɒɐ̯tholomɒɛuʃ
Barthos	b'ɒɐ̯thoʃ
Bartkó	b'ɒɐ̯tkoː
Bartl	b'ɒɐ̯tl
Bartoniek	b'ɒɐ̯toni;ɛk
Bartos	b'ɒɐ̯toʃ
Bartosságh	b'ɒɐ̯toʃʃaːgh
Bartsch	b'ɒɐ̯tʃtsh
Bartucz	b'ɒɐ̯tuts
Bartók	b'ɒɐ̯toːk
Bartóky	b'ɒɐ̯toːki
Bary	b'ɒɐ̯i
Baránszky	b'ɒɐ̯aːnski
Barász	b'ɒɐ̯aːs
Baráth	b'ɒɐ̯aːth
Barátky	b'ɒɐ̯aːtki
Barátúr	b'ɒɐ̯aːtuːɐ̯
Barót	b'ɒɐ̯oːt
Basal	b'ɒʃɒl
Basch	b'ɒʃtsh
Basic	b'ɒʃits
Basilides	b'ɒʃilidɛʃ
Baskay	b'ɒʃkɒi
Baski	b'ɒʃki
Baskíria	b'ɒʃkiːɐ̯i;ɒ
Baskó	b'ɒʃkoː
Bass	b'ɒʃʃ
Bassola	b'ɒʃʃolɒ
Basta	b'ɒʃtɒ
Bata	b'ɒtɒ
Baternay	b'ɒtɛɐ̯nɒi
Baticz	b'ɒtits
Batida	b'ɒtidɒ
Batiz	b'ɒtiz
Batizfalvy	b'ɒtizfɒlvi
Batka	b'ɒtkɒ
Batonai	b'ɒtonɒi
Batsányi	b'ɒtʃaːɲi
Batta	b'ɒtɒ
Battha	b'ɒtthɒ
Batthyány	b'ɒtthi;aːɲ
Batthyányak	b'ɒtthi;aːɲɒk
Battlay	b'ɒttlɒi
Battonya	b'ɒtoɲɒ
Batyk	b'ɒçk
Baté	b'ɒteː
Bató	b'ɒtoː
Bauer	b'ɒuɛɐ̯
Bauernfeind	b'ɒuɛɐ̯nfɛind
Bauhofer	b'ɒuhofɛɐ̯
Baum	b'ɒum
Bauma	b'ɒumɒ
Baumann	b'ɒumɒnn
Baumax	b'ɒumɒks
Baumberg	b'ɒumbɛɐ̯g
Baumgarten	b'ɒumgɒɐ̯tɛn
Baumgartner	b'ɒumgɒɐ̯tnɛɐ̯
Baumhorn	b'ɒumhoɐ̯n
Bay	b'ɒi
Bayer	b'ɒi;ɛɐ̯
Bazita	b'ɒzitɒ
Bazsali	b'ɒʒɒli
Bazsay	b'ɒʒɒi
Bazsi	b'ɒʒi
Bea	b'ɛɒ
Beatles	b'ɛɒtlɛʃ
Beatlessel	b'ɛɒtlɛʃʃɛl
Beatlesszel	b'ɛɒtlɛssɛl
Beatlesszé	b'ɛɒtlɛsseː
Beatlessé	b'ɛɒtlɛʃʃeː
Beatrice	b'ɛɒtɐ̯itsɛ
Beatricé	b'ɛɒtɐ̯itseː
Beatrix	b'ɛɒtɐ̯iks
Bebek	b'ɛbɛk
Bebo	b'ɛbo
Bebrits	b'ɛbɐ̯itʃ
Bebritscsel	b'ɛbɐ̯itʃtʃɛl
Bebritscsé	b'ɛbɐ̯itʃtʃeː
Bebritssel	b'ɛbɐ̯itʃʃɛl
Bebritssé	b'ɛbɐ̯itʃʃeː
Becht	b'ɛtsht
Bechtler	b'ɛtshtlɛɐ̯
Bechtold	b'ɛtshtold
Beck	b'ɛtsk
Beckensloer	b'ɛtskɛnʃloɛɐ̯
Becker	b'ɛtskɛɐ̯
Beckett	b'ɛtskɛt
Beckettel	b'ɛtskɛtɛl
Beckettől	b'ɛtskɛtøːl
Becsehely	b'ɛtʃɛhɛj
Becske	b'ɛtʃkɛ
Becskeháza	b'ɛtʃkɛhaːzɒ
Becsky	b'ɛtʃki
Becsvölgye	b'ɛtʃvølɟɛ
Becsó	b'ɛtʃoː
Beczássy	b'ɛtsaːʃʃi
Bede	b'ɛdɛ
Bedecs	b'ɛdɛtʃ
Bedegkér	b'ɛdɛgkeːɐ̯
Bedekovich	b'ɛdɛkovitsh
Bedoházi	b'ɛdohaːzi
Bedy	b'ɛdi
Bedécs	b'ɛdeːtʃ
Bedő	b'ɛdøː
Beer	b'ɛɛɐ̯
Beethoven	b'ɛɛthovɛn
Begawan	b'ɛgɒvɒn
Bege	b'ɛgɛ
Beiwinkler	b'ɛiviŋklɛɐ̯
Bejcgyertyános	b'ɛjtsɟɛɐ̯çaːnoʃ
Bejrút	b'ɛjɐ̯uːt
Bek	b'ɛk
Beke	b'ɛkɛ
Bekecs	b'ɛkɛtʃ
Beketow	b'ɛkɛtov
Beksics	b'ɛkʃitʃ
Bekényi	b'ɛkeːɲi
Bekölce	b'ɛkøltsɛ
Belatiny	b'ɛlɒtiɲ
Belecska	b'ɛlɛtʃkɒ
Beled	b'ɛlɛd
Beleg	b'ɛlɛg
Belezna	b'ɛlɛznɒ
Beleznay	b'ɛlɛznɒi
Belfast	b'ɛlfɒʃt
Belgium	b'ɛlgi;um
Belgrád	b'ɛlgɐ̯aːd
Belházy	b'ɛlhaːzi
Belia	b'ɛli;ɒ
Beliczay	b'ɛlitsɒi
Beliczky	b'ɛlitski
Belitska	b'ɛlitʃkɒ
Belky	b'ɛlki
Bell	b'ɛll
Bella	b'ɛllɒ
Bellaagh	b'ɛllɒɒgh
Bellel	b'ɛllɛl
Belloni	b'ɛlloni
Bellosics	b'ɛlloʃitʃ
Bellovics	b'ɛllovitʃ
Bellus	b'ɛlluʃ
Bellye	b'ɛjjɛ
Bellé	b'ɛlleː
Belnay	b'ɛlnɒi
Belohorszky	b'ɛlohoɐ̯ski
Beloiannisz	b'ɛloi;ɒnnis
Belorusszia	b'ɛloɐ̯ussi;ɒ
Belos	b'ɛloʃ
Belsősárd	b'ɛlʃøːʃaːɐ̯d
Belvárdgyula	b'ɛlvaːɐ̯dɟulɒ
Belzebub	b'ɛlzɛbub
Belák	b'ɛlaːk
Belányi	b'ɛlaːɲi
Belényes	b'ɛleːɲɛʃ
Bem	b'ɛm
Benamy	b'ɛnɒmi
Bence	b'ɛntsɛ
Bencsik	b'ɛntʃik
Bencz	b'ɛnts
Bencze	b'ɛntsɛ
Benczig	b'ɛntsig
Benczédi	b'ɛntseːdi
Benczúr	b'ɛntsuːɐ̯
Benda	b'ɛndɒ
Bende	b'ɛndɛ
Bendefy	b'ɛndɛfi
Bendegúz	b'ɛndɛguːz
Bene	b'ɛnɛ
Benedek	b'ɛnɛdɛk
Benedict	b'ɛnɛditst
Benedikt	b'ɛnɛdikt
Benes	b'ɛnɛʃ
Beness	b'ɛnɛʃʃ
Bengraf	b'ɛŋgɐ̯ɒf
Bengyel	b'ɛŋɟɛl
Bengál	b'ɛŋgaːl
Benicz	b'ɛnits
Benin	b'ɛnin
Benjamin	b'ɛɲɲɒmin
Benjámin	b'ɛɲɲaːmin
Benk	b'ɛŋk
Benka	b'ɛŋkɒ
Benke	b'ɛŋkɛ
Benkhard	b'ɛŋkhɒɐ̯d
Benkár	b'ɛŋkaːɐ̯
Benkó	b'ɛŋkoː
Benkő	b'ɛŋkøː
Benoschofsky	b'ɛnoʃtshofʃki
Benyovszky	b'ɛɲovski
Benyus	b'ɛɲuʃ
Benyák	b'ɛɲaːk
Benyó	b'ɛɲoː
Benz	b'ɛnz
Benza	b'ɛnzɒ
Benzcel	b'ɛnztsɛl
Benzcé	b'ɛnztseː
Benzzel	b'ɛnzzɛl
Benzzé	b'ɛnzzeː
Benárd	b'ɛnaːɐ̯d
Benő	b'ɛnøː
Bercel	b'ɛɐ̯tsɛl
Berci	b'ɛɐ̯tsi
Bercike	b'ɛɐ̯tsikɛ
Berczeller	b'ɛɐ̯tsɛllɛɐ̯
Berczelly	b'ɛɐ̯tsɛjj
Berczik	b'ɛɐ̯tsik
Berczy	b'ɛɐ̯tsi
Berda	b'ɛɐ̯dɒ
Berde	b'ɛɐ̯dɛ
Bere	b'ɛɐ̯ɛ
Bereck	b'ɛɐ̯ɛtsk
Berecz	b'ɛɐ̯ɛts
Bereczk	b'ɛɐ̯ɛtsk
Bereczki	b'ɛɐ̯ɛtski
Bereczky	b'ɛɐ̯ɛtski
Bereg	b'ɛɐ̯ɛg
Beregdaróc	b'ɛɐ̯ɛgdɒɐ̯oːts
Beregfy	b'ɛɐ̯ɛgfi
Beregsurány	b'ɛɐ̯ɛgʃuɐ̯aːɲ
Beregszász	b'ɛɐ̯ɛgsaːs
Berekböszörmény	b'ɛɐ̯ɛkbøsøɐ̯_meːɲ
Berekfürdő	b'ɛɐ̯ɛkfyɐ̯døː
Berekméri	b'ɛɐ̯ɛkmeːɐ̯i
Beremend	b'ɛɐ̯ɛmɛnd
Bereményi	b'ɛɐ̯ɛmeːɲi
Berencz	b'ɛɐ̯ɛnts
Berend	b'ɛɐ̯ɛnd
Berente	b'ɛɐ̯ɛntɛ
Beresztóczy	b'ɛɐ̯ɛstoːtsi
Beret	b'ɛɐ̯ɛt
Berettyó	b'ɛɐ̯ɛç:oː
Berettyóújfalu	b'ɛɐ̯ɛç:oːuːjfɒlu
Beretzk	b'ɛɐ̯ɛtzk
Beretzky	b'ɛɐ̯ɛtzki
Berey	b'ɛɐ̯ɛi
Berezeli	b'ɛɐ̯ɛzɛli
Berg	b'ɛɐ̯g
Bergengócia	b'ɛɐ̯gɛŋgoːtsi;ɒ
Berger	b'ɛɐ̯gɛɐ̯
Bergl	b'ɛɐ̯gl
Bergmann	b'ɛɐ̯gmɒnn
Berhida	b'ɛɐ̯hidɒ
Bering	b'ɛɐ̯iŋg
Berinkey	b'ɛɐ̯iŋkɛi
Beriszló	b'ɛɐ̯isloː
Berkeley	b'ɛɐ̯kɛlɛi
Berkeny	b'ɛɐ̯kɛɲ
Berkenye	b'ɛɐ̯kɛɲɛ
Berkes	b'ɛɐ̯kɛʃ
Berkesd	b'ɛɐ̯kɛʃd
Berkesy	b'ɛɐ̯kɛʃi
Berkesz	b'ɛɐ̯kɛs
Berki	b'ɛɐ̯ki
Berkovits	b'ɛɐ̯kovitʃ
Berkovitscsal	b'ɛɐ̯kovitʃtʃɒl
Berkovitscsá	b'ɛɐ̯kovitʃtʃaː
Berkovitssal	b'ɛɐ̯kovitʃʃɒl
Berkovitssá	b'ɛɐ̯kovitʃʃaː
Berky	b'ɛɐ̯ki
Berkó	b'ɛɐ̯koː
Berlin	b'ɛɐ̯lin
Berlioz	b'ɛɐ̯li;oz
Bermann	b'ɛɐ̯_mɒnn
Bermuda	b'ɛɐ̯_mudɒ
Bern	b'ɛɐ̯n
Bernadett	b'ɛɐ̯nɒdɛt
Berndorfer	b'ɛɐ̯ndoɐ̯fɛɐ̯
Bernecebaráti	b'ɛɐ̯nɛtsɛbɒɐ̯aːti
Bernhard	b'ɛɐ̯nhɒɐ̯d
Bernhart	b'ɛɐ̯nhɒɐ̯t
Bernolák	b'ɛɐ̯nolaːk
Bernoulli	b'ɛɐ̯noulli
Bernstein	b'ɛɐ̯nʃtɛin
Bernády	b'ɛɐ̯naːdi
Bernárdfy	b'ɛɐ̯naːɐ̯dfi
Bernát	b'ɛɐ̯naːt
Bernáth	b'ɛɐ̯naːth
Bernátsky	b'ɛɐ̯naːtʃki
Beron	b'ɛɐ̯on
Berrár	b'ɛraːɐ̯
Berta	b'ɛɐ̯tɒ
Bertalan	b'ɛɐ̯tɒlɒn
Bertalanffi	b'ɛɐ̯tɒlɒnffi
Bertha	b'ɛɐ̯thɒ
Berthóti	b'ɛɐ̯thoːti
Berti	b'ɛɐ̯ti
Bertold	b'ɛɐ̯told
Berwaldszky	b'ɛɐ̯vɒltski
Beryl	b'ɛɐ̯il
Berze	b'ɛɐ̯zɛ
Berzence	b'ɛɐ̯zɛntsɛ
Berzenczey	b'ɛɐ̯zɛntsɛi
Berzeviczy	b'ɛɐ̯zɛvitsi
Berzsenyi	b'ɛɐ̯ʒɛɲi
Berzék	b'ɛɐ̯zeːk
Berán	b'ɛɐ̯aːn
Berény	b'ɛɐ̯eːɲ
Bese	b'ɛʃɛ
Besence	b'ɛʃɛntsɛ
Besenyszög	b'ɛʃɛɲsøg
Besenyőd	b'ɛʃɛɲøːd
Besenyőtelek	b'ɛʃɛɲøːtɛlɛk
Besnyő	b'ɛʃɲøː
Besse	b'ɛʃʃɛ
Bessenyei	b'ɛʃʃɛɲɛi
Besze	b'ɛsɛ
Beszterce	b'ɛstɛɐ̯tsɛ
Besztercebánya	b'ɛstɛɐ̯tsɛbaːɲɒ
Beszterczey	b'ɛstɛɐ̯tsɛi
Beszterec	b'ɛstɛɐ̯ɛts
Betegh	b'ɛtɛgh
Bethlen	b'ɛthlɛn
Betlehem	b'ɛtlɛhɛm
Betlér	b'ɛtleːɐ̯
Bettelheim	b'ɛtɛlhɛim
Betti	b'ɛti
Bettina	b'ɛtinɒ
Bevilaqua	b'ɛvilɒkvɒ
Bexheft	b'ɛkshɛft
Beythe	b'ɛithɛ
Bezdán	b'ɛzdaːn
Bezedek	b'ɛzɛdɛk
Bezenye	b'ɛzɛɲɛ
Bezeréd	b'ɛzɛɐ̯eːd
Bezerédj	b'ɛzɛɐ̯eːdj
Bezerédy	b'ɛzɛɐ̯eːdi
Bezi	b'ɛzi
Beznák	b'ɛznaːk
Beáta	b'ɛaːtɒ
Beély	b'ɛeːj
Bhután	bh'utaːn
Bia	b'i;ɒ
Biacsi	b'i;ɒtʃi
Bianka	b'i;ɒŋkɒ
Biatorbágy	b'i;ɒtoɐ̯baːɟ
Bibanco	b'ibɒntso
Bibó	b'iboː
Bicske	b'itʃkɛ
Bicsérd	b'itʃeːɐ̯d
Biczó	b'itsoː
Bieberauer	b'i;ɛbɛɐ̯ɒuɛɐ̯
Biedermann	b'i;ɛdɛɐ̯_mɒnn
Bielek	b'i;ɛlɛk
Bieliczki	b'i;ɛlitski
Bielz	b'i;ɛlz
Bierbauer	b'i;ɛɐ̯bɒuɛɐ̯
Bignio	b'igni;o
Bihar	b'ihɒɐ̯
Bihardancsháza	b'ihɒɐ̯dɒntʃhaːzɒ
Biharkeresztes	b'ihɒɐ̯kɛɐ̯ɛstɛʃ
Biharnagybajom	b'ihɒɐ̯nɒɟbɒjom
Bihartorda	b'ihɒɐ̯toɐ̯dɒ
Biharugra	b'ihɒɐ̯ugɐ̯ɒ
Bikal	b'ikɒl
Bikács	b'ikaːtʃ
Bikády	b'ikaːdi
Bikás	b'ikaːʃ
Bilbao	b'ilbɒo
Bilicsi	b'ilitʃi
Bill	b'ill
Binder	b'indɛɐ̯
Birck	b'iɐ̯tsk
Biri	b'iɐ̯i
Birján	b'iɐ̯jaːn
Birly	b'iɐ̯li
Birmingham	b'iɐ̯_miŋghɒm
Birta	b'iɐ̯tɒ
Birányi	b'iɐ̯aːɲi
Biró	b'iɐ̯oː
Biskek	b'iʃkɛk
Bismarck	b'iʃmɒɐ̯tsk
Bisse	b'iʃʃɛ
Bisterfeld	b'iʃtɛɐ̯fɛld
Bisztray	b'istɐ̯ɒi
Bisztriczky	b'istɐ̯itski
Bita	b'itɒ
Bitay	b'itɒi
Bite	b'itɛ
Bitnicz	b'itnits
Bitskey	b'itʃkɛi
Bittei	b'itɛi
Bittenbinder	b'itɛnbindɛɐ̯
Bitter	b'itɛɐ̯
Bittera	b'itɛɐ̯ɒ
Bittner	b'ittnɛɐ̯
Bittó	b'itoː
Bitzó	b'itzoː
Bivolányi	b'ivolaːɲi
Bizse	b'iʒɛ
Bizánc	b'iz,aːnts
Biás	b'i;aːʃ
Blaha	bl'ɒhɒ
Blahó	bl'ɒhoː
Blandrata	bl'ɒndɐ̯ɒtɒ
Blanka	bl'ɒŋkɒ
Blaschke	bl'ɒʃtshkɛ
Blaskovich	bl'ɒʃkovitsh
Blaskovics	bl'ɒʃkovitʃ
Blaskovits	bl'ɒʃkovitʃ
Blaskovitscsal	bl'ɒʃkovitʃtʃɒl
Blaskovitscsá	bl'ɒʃkovitʃtʃaː
Blaskovitssal	bl'ɒʃkovitʃʃɒl
Blaskovitssá	bl'ɒʃkovitʃʃaː
Blaskó	bl'ɒʃkoː
Blattner	bl'ɒttnɛɐ̯
Blattny	bl'ɒttɲ
Blau	bl'ɒu
Blazovich	bl'ɒzovitsh
Bleyer	bl'ɛi;ɛɐ̯
Bloch	bl'otsh
Blum	bl'um
Bláthy	bl'aːthi
Boba	b'obɒ
Bobek	b'obɛk
Bobot	b'obot
Bobula	b'obulɒ
Bocatius	b'otsɒti;uʃ
Boccaccio	b'ots:ɒts:i;o
Bocfölde	b'otsføldɛ
Bochkor	b'otshkoɐ̯
Bochor	b'otshoɐ̯
Boconád	b'otsonaːd
Bocska	b'otʃkɒ
Bocskaikert	b'otʃkɒikɛɐ̯t
Bocsor	b'otʃoɐ̯
Bocsánczy	b'otʃaːntsi
Boczonádi	b'otsonaːdi
Boczor	b'otsoɐ̯
Bod	b'od
Boda	b'odɒ
Bodajk	b'odɒjk
Bodaszőlő	b'odɒsøːløː
Bodenburg	b'odɛnbuɐ̯g
Bodgál	b'odgaːl
Bodmér	b'odmeːɐ̯
Bodnár	b'odnaːɐ̯
Bodolyabér	b'odojɒbeːɐ̯
Bodonhely	b'odonhɛj
Bodony	b'odoɲ
Bodorfa	b'odoɐ̯fɒ
Bodrits	b'odɐ̯itʃ
Bodritscsal	b'odɐ̯itʃtʃɒl
Bodritscsá	b'odɐ̯itʃtʃaː
Bodritssal	b'odɐ̯itʃʃɒl
Bodritssá	b'odɐ̯itʃʃaː
Bodrog	b'odɐ̯og
Bodroghalmok	b'odɐ̯oghɒlmok
Bodroghalom	b'odɐ̯oghɒlom
Bodroghközy	b'odɐ̯oghkøzi
Bodrogkeresztúr	b'odɐ̯ogkɛɐ̯ɛstuːɐ̯
Bodrogkisfalud	b'odɐ̯ogkiʃfɒlud
Bodrogköz	b'odɐ̯ogkøz
Bodrogolaszi	b'odɐ̯ogolɒsi
Bodrossy	b'odɐ̯oʃʃi
Bodócs	b'odoːtʃ
Bodócsi	b'odoːtʃi
Boeing	b'oɛiŋg
Boemm	b'oɛmm
Bogdanich	b'ogdɒnitsh
Bogdán	b'ogdaːn
Bogdánfi	b'ogdaːnfi
Bogdánfy	b'ogdaːnfi
Bogdány	b'ogdaːɲ
Bogdása	b'ogdaːʃɒ
Bogi	b'ogi
Bogika	b'ogikɒ
Bogisich	b'ogiʃitsh
Boglárka	b'oglaːɐ̯kɒ
Bognár	b'ognaːɐ̯
Bogotá	b'ogotaː
Bogovich	b'ogovitsh
Bogsch	b'ogʃtsh
Bogya	b'oɟɒ
Bogyiszló	b'oɟisloː
Bogyoszló	b'oɟosloː
Bogács	b'ogaːtʃ
Bogád	b'ogaːd
Bogádmindszent	b'ogaːdmintsɛnt
Bogát	b'ogaːt
Bogáta	b'ogaːtɒ
Bogáthi	b'ogaːthi
Bogáts	b'ogaːtʃ
Bogátscsal	b'ogaːtʃtʃɒl
Bogátscsá	b'ogaːtʃtʃaː
Bogátssal	b'ogaːtʃʃɒl
Bogátssá	b'ogaːtʃʃaː
Bohm	b'ohm
Bohn	b'ohn
Bohr	b'ohɐ̯
Bohuniczky	b'ohunitski
Bohus	b'ohuʃ
Bohácek	b'ohaːtsɛk
Boháti	b'ohaːti
Boháty	b'ohaːç
Bojda	b'ojdɒ
Bojkovszky	b'ojkovski
Bojt	b'ojt
Bojta	b'ojtɒ
Bojthi	b'ojthi
Boján	b'ojaːn
Boke	b'okɛ
Bokelberg	b'okɛlbɛɐ̯g
Bokod	b'okod
Bokor	b'okoɐ̯
Bolberitz	b'olbɛɐ̯itz
Boldizsár	b'oldiʒaːɐ̯
Boldog	b'oldog
Boldogasszony	b'oldogɒssoɲ
Boldogasszonyfa	b'oldogɒssoɲfɒ
Boldogfalva	b'oldogfɒlvɒ
Boldogkőváralja	b'oldogkøːvaːɐ̯ɒl^jɒ
Boldogkőújfalu	b'oldogkøːuːjfɒlu
Boldva	b'oldvɒ
Boleman	b'olɛmɒn
Boleszló	b'olɛsloː
Bolhás	b'olhaːʃ
Bolhó	b'olhoː
Bolkay	b'olkɒi
Bolla	b'ollɒ
Bollobás	b'ollobaːʃ
Bologna	b'olognɒ
Bolváry	b'olvaːɐ̯i
Bolyai	b'ojɒi
Bolyaiak	b'ojɒi;ɒk
Bolyán	b'ojaːn
Bolza	b'olzɒ
Bolívia	b'oliːvi;ɒ
