word	prefix	stem	part of speech	french
boˋxʊˊmaˊ	boˋ	xʊˊmaˊ	NA	une herbe qui s'accroche aux vêtements.
boˋxɔˊmaˊ	boˋ	xɔˊmaˊ	NA	arrogance, obstination.
boˋxʊˋnʊˋkʊˊ	boˋ	xʊˋnʊˋkʊˊ	NA	- nna bogonoko : être nu.
boˋxɔˋrɔˋxɛˋlɔˋ	boˋ	xɔˋrɔˋxɛˋlɔˋ	NA	arrivée.
boˋxoˊsiˊ	boˋ	xoˊsiˊ	NA	chefferie, royauté, royaume, empire.
boˋxwaˊxaˋdiˊ	boˋ	xwaˊxaˋdiˊ	NA	belle-famille d'un homme.
boˋxwaˋtaˊ	boˋ	xwaˋtaˊ	NA	éruption. - nna bogwata : être rugueux.
boˋxwɛˊ	boˋ	xwɛˊ	NA	belle famille d'un homme.
boˋxwɛˋraˊ	boˋ	xwɛˋraˊ	NA	circoncision, initiation des garçons.
boˋhiˊbiˊduˊ	boˋ	hiˊbiˊduˊ	NA	rougeur.
boˋhuˊmaˊneˊxiˋ	boˋ	huˊmaˊneˊxiˋ	NA	pauvreté.
boˋhuˊtsaˋnaˊ	boˋ	huˊtsaˋnaˊ	NA	peine, tristesse.
boˋiˊ		boˋiˊ	NA	- nna boi : manquer de tranchant, être émoussé, peureux, sauvage, timide.
boˋiˋdiˊiˋdiˊ	boˋ	iˋdiˊiˋdiˊ	NA	foule.
boˊiˊɸaˊ		boˊiˊɸaˊ	v	craindre, avoir peur.
boˋiˊkaˊɛˊxɔˊ	boˋ	iˊkaˊɛˊxɔˊ	NA	appui.
boˋiˊkaˊnɔˊ	boˋ	iˊkaˊnɔˊ	NA	serment.
boˋiˊkaˊɲɛˊxɔˋ	boˋ	iˊkaˊɲɛˊxɔˋ	NA	fidélité, loyauté. - nna boikanyego : être fidèle, honnête, sûr.
boˋiˊkaˊɲɔˊ	boˋ	iˊkaˊɲɔˊ	NA	confiance, fidélité. - nna boikanyo : être fidèle, honnête, loyal, sincère, sûr.
boˋiˊkaˊraˊbɛˊlɔˋ	boˋ	iˊkaˊraˊbɛˊlɔˋ	NA	responsabilité.
boˋiˊkaˊtiˊsɔˋ	boˋ	iˊkaˊtiˊsɔˋ	NA	entrainement, répétition.
boˋiˊkeˊmiˊseˊtsoˋ	boˋ	iˊkeˊmiˊseˊtsoˋ	NA	intention, détermination.
boˋiˊkeˊtoˊ	boˋ	iˊkeˊtoˊ	NA	détente, loisir, paix.
boˋiˊkxaˊnˊtshɔˊ	boˋ	iˊkxaˊnˊtshɔˊ	NA	vantardise. - nna boikgantsho : être vantard.
boˋiˊkxaˊpɔˊ	boˋ	iˊkxaˊpɔˊ	NA	retenue, modération.
boˋiˊkxaˊraˊthɛˋlɔˋ	boˋ	iˊkxaˊraˊthɛˋlɔˋ	NA	débrouillardise. - nna boikgaratlhelo : être débrouillard.
boˋiˊkxʊˊdiˊsɔˊ	boˋ	iˊkxʊˊdiˊsɔˊ	NA	vanité. - nna boikgodiso : être vaniteux.
boˋiˊkxoˊxoˊmʊˋsɔˋ	boˋ	iˊkxoˊxoˊmʊˋsɔˋ	NA	prétention.
boˋiˊkhuˊtsɔˊ	boˋ	iˊkhuˊtsɔˊ	NA	repos, congé, récréation, vacances.
boˋiˊkɔˊbɔˊ	boˋ	iˊkɔˊbɔˊ	NA	obéissance. - nna boikobo : être obéissant, être sage (enfant).
boˋiˊkoˊkoˊbeˊtʃoˋ	boˋ	iˊkoˊkoˊbeˊtʃoˋ	NA	humilité.
boˋiˊkɔˊthaˊɔˋ	boˋ	iˊkɔˊthaˊɔˋ	NA	regret, repentir.
boˋiˊkuˊtwɛˊlɔˊ	boˋ	iˊkuˊtwɛˊlɔˊ	NA	expérience.
boˋiˋmaˋ	boˋ	iˋmaˋ	NA	poids, lourdeur. - nna boima : être lourd.
boˋiˋmaˋnaˋ	boˋ	iˋmaˋnaˋ	NA	grossesse.
boˋiˊnɛˊɛˊlɔˊ	boˋ	iˊnɛˊɛˊlɔˊ	NA	dévouement. - nna boineelo : être dévoué.
boˋiˊŋɔˊtɔˊ	boˋ	iˊŋɔˊtɔˊ	NA	modestie. - nna boingotlo : être modeste, être simple.
boˋiˊpɪˊlaˊɸaˋtsɔˋ	boˋ	iˊpɪˊlaˊɸaˋtsɔˋ	NA	fierté
boˋiˊpɛˊlɛˊxɔˋ	boˋ	iˊpɛˊlɛˊxɔˋ	NA	autonomie. - nna boipelego : être autonome.
boˋiˊpɪˊlɔˊ	boˋ	iˊpɪˊlɔˊ	NA	joie.
boˋiˊphɪˊmɛˊlɔˋ	boˋ	iˊphɪˊmɛˊlɔˋ	NA	aptitude á se défendre.
boˋiˊphiˊthɛˊlɔˊ	boˋ	iˊphiˊthɛˊlɔˊ	NA	cachette.
boˋiˊpʊˊeˊleˊtsoˋ	boˋ	iˊpʊˊeˊleˊtsoˋ	NA	répétition.
boˋiˊpʊˊlɛˊlɔˊ	boˋ	iˊpʊˊlɛˊlɔˊ	NA	aveu, confession.
boˋiˊpʊˊpaˊmiˊsɔˋ	boˋ	iˊpʊˊpaˊmiˊsɔˋ	NA	amaigrissement.
boˋiˊpuˊsɔˊ	boˋ	iˊpuˊsɔˊ	NA	indépendance.
boˋiˊtaˊʊˊlɔˋ	boˋ	iˊtaˊʊˊlɔˋ	NA	obstination
boˋiˊtaˊpʊˊlʊˋsɔˋ	boˋ	iˊtaˊpʊˊlʊˋsɔˋ	NA	repos, détente, récréation, vacances.
boˋiˊtɪˊkaˊnɛˋlɔˋ	boˋ	iˊtɪˊkaˊnɛˋlɔˋ	NA	équilibre, santé.
boˋiˊtɪˊkɔˊ	boˋ	iˊtɪˊkɔˊ	NA	débrouillardise, effort, essai, tentative. - nna boiteko : être débrouillard.
boˋiˊthaˊbuˊeˋtsoˋ	boˋ	iˊthaˊbuˊeˋtsoˋ	NA	plongeon.
boˋiˊthaˊtɔˊ	boˋ	iˊthaˊtɔˊ	NA	égoïsme.
boˋiˊthʊˊmɛˊlɔˊ	boˋ	iˊthʊˊmɛˊlɔˊ	NA	cabinets.
boˋiˊthuˊtɔˊ	boˋ	iˊthuˊtɔˊ	NA	étude.
boˋiˊtshiˊdiˊlɔˋ	boˋ	iˊtshiˊdiˊlɔˋ	NA	exercice.
boˋiˊtiˊbʊˊlɔˋ	boˋ	iˊtiˊbʊˊlɔˋ	NA	premier accouchement d'une femme.
boˋiˊtiˊmʊˊkaˋɲɔˋ	boˋ	iˊtiˊmʊˊkaˋɲɔˋ	NA	hypocrisie.
boˋiˊtiˊrɔˊ	boˋ	iˊtiˊrɔˊ	NA	ce que l'on fait á soi-même. - ke boitiro ya gagwe : c'est sa propre faute.
boˋiˊtaˊmɛˊlɔˋ	boˋ	iˊtaˊmɛˊlɔˋ	NA	- nna boitlamelo : être soigneux.
boˋiˊthaˊxaˊnɛˋlɔˋ	boˋ	iˊthaˊxaˊnɛˋlɔˋ	NA	hâte.
boˋiˊthɔˊkɔˊmɛˊlɔˋ	boˋ	iˊthɔˊkɔˊmɛˊlɔˋ	NA	- nna boitlhokomelo : être soigneux.
boˋiˊthɔˊmɔˊ	boˋ	iˊthɔˊmɔˊ	NA	imagination, arrière-pensée. - nna boitlhomo : être imaginaire.
boˋiˊtʊˊtɔˊ	boˋ	iˊtʊˊtɔˊ	NA	amour-propre.
boˋiˊtʊˊtʊˊmaˋtʃɔˋ	boˋ	iˊtʊˊtʊˊmaˋtʃɔˋ	NA	orgueil, vanité.
boˋiˊtɔˊkɔˊ	boˋ	iˊtɔˊkɔˊ	NA	excuse.
boˋiˊtsɪˋaˊnaˋpɪˊ	boˋ	iˊtsɪˋaˊnaˋpɪˊ	NA	compétence, science.
boˋiˊtsɪˊmeˊleˋtsoˋ	boˋ	iˊtsɪˊmeˊleˋtsoˋ	NA	mauvaise volonté.
boˊiˊtshaˊ		boˊiˊtshaˊ	v	effrayer, faire peur.
boˊiˊtshɛˊxaˋ		boˊiˊtshɛˊxaˋ	v	être terrible.
boˋiˊtshɛˊkɔˊ	boˋ	iˊtshɛˊkɔˊ	NA	pureté.
boˋiˊtsheˊkʊˊlʊˊxɔˋ	boˋ	iˊtsheˊkʊˊlʊˊxɔˋ	NA	- nna boitshekologo : être impur.
boˋiˊtshɛˊpɔˊ	boˋ	iˊtshɛˊpɔˊ	NA	- nna boitshepo : être sacré.
boˋiˊtshiˊreˊleˊtsoˋ	boˋ	iˊtshiˊreˊleˊtsoˋ	NA	abri, hangar.
boˋiˊtshɔˊkɔˊ	boˋ	iˊtshɔˊkɔˊ	NA	endurance, patience, persévérance, résistance. - nna boitshoko : être endurant, patient, persévérant, résistant.
boˋiˊtshuˊbɛˊlɔˊ	boˋ	iˊtshuˊbɛˊlɔˊ	NA	cachette.
boˋiˊtshwaˊrɛˊlɔˊ	boˋ	iˊtshwaˊrɛˊlɔˊ	NA	pardon.
boˋiˊtshwaˊrɔˊ	boˋ	iˊtshwaˊrɔˊ	NA	caractère, comportement, conduite, naturel, retenue.
boˋiˊtuˊmɛˊlɔˋ	boˋ	iˊtuˊmɛˊlɔˋ	NA	bonheur, contentement, joie, plaisir. - nna boitumelo : être gai. - ka boitumelo : gaiement, volontiers.
boˋdʒaˋlɪˊ	boˋ	dʒaˋlɪˊ	NA	initiation des filles.
boˋdʒaˋlwaˊ	boˋ	dʒaˋlwaˊ	NA	bière.
boˋdʒaˋŋˊ	boˋ	dʒaˋŋˊ	NA	herbe, paille.
boˋdʒoˊsiˊ	boˋ	dʒoˊsiˊ	NA	solitude.
boˋdʒoˊtheˊ	boˋ	dʒoˊtheˊ	NA	ensemble, total.
boˋdʒuˊtaˊ	boˋ	dʒuˊtaˊ	NA	judaïsme.
boˋkaˊ	boˋ	kaˊ	NA	substance visqueuse, cire.
boˋkaˋ	boˋ	kaˋ	NA	chasser les mouches.
bɔˋkaˋ		bɔˋkaˋ	v	réciter (un poème).
boˋkaˊɪˊ	boˋ	kaˊɪˊ	NA	quel endroit?
boˋkaˋɪˊ	boˋ	kaˋɪˊ	NA	quelle quantité?
boˋkaˊɸaˊnˋtɛˊ	boˋ	kaˊɸaˊnˋtɛˊ	NA	extérieur.
boˋkaˊɸaˊpɪˊlɪˋ	boˋ	kaˊɸaˊpɪˊlɪˋ	NA	façade.
boˋkaˊɸaˊteˊŋˋ	boˋ	kaˊɸaˊteˊŋˋ	NA	intérieur.
boˋkaˊɸaˊtaˋsɪˊ	boˋ	kaˊɸaˊtaˋsɪˊ	NA	dessous
boˋkaˋkaˋ	boˋ	kaˋkaˋ	NA	mollesse. - nna bokaka : être mou.
boˋkaˋlʊˊ	boˋ	kaˋlʊˊ	NA	une telle quantité.
boˋkaˊmʊˋsɔˊ	boˋ	kaˊmʊˋsɔˊ	NA	avenir, sort.
boˋkaˋnaˊ	boˋ	kaˋnaˊ	NA	une telle quantité.
boˋkaˋɔˋ	boˋ	kaˋɔˋ	NA	signification.
boˋkaˋtoˋliˊkiˊ	boˋ	kaˋtoˋliˊkiˊ	NA	catholicisme.
boˋkaˊuˊ	boˋ	kaˊuˊ	NA	l'état de jeune homme.
boˋkaˊuˊlɪˊŋwɪˋ	boˋ	kaˊuˊlɪˊŋwɪˋ	NA	fraternité.
boˋkɪˋreˊsɪˋtɪˊ	boˋ	kɪˋreˊsɪˋtɪˊ	NA	christianisme.
boˋkɪˋtɪˋ	boˋ	kɪˋtɪˋ	NA	poids, pesanteur. - nna bokete : être lourd.
boˋkxaˊbiˊsiˊ	boˋ	kxaˊbiˊsiˊ	NA	art.
boˋkxaˊkaˊlaˊ	boˋ	kxaˊkaˊlaˊ	NA	distance, lointain.
boˋkxaˋkxaˋ	boˋ	kxaˋkxaˋ	NA	jus de pipe, laideur, mauvaises manières.
boˋkxaˋrɪˋbɛˋ	boˋ	kxaˋrɪˋbɛˋ	NA	l'état de jeune fille.
boˋkxɛˋthɛˋlɔˋdiˋthʊˊtʊˊ	boˋ	kxɛˋthɛˋlɔˋdiˋthʊˊtʊˊ	NA	douane.
boˋkxɔˋbaˊ	boˋ	kxɔˋbaˊ	NA	esclavage.
boˋkxɔˋlaˋ	boˋ	kxɔˋlaˋ	NA	humidité. - nna bokgola : être humide.
boˋkxʊˊlʊˊkwɪˊ	boˋ	kxʊˊlʊˊkwɪˊ	NA	rondeur.
boˋkxoˋniˋ	boˋ	kxoˋniˋ	NA	possibilité, aptitude. - supa bokgoni : faire ses preuves.
boˋkxwaˊbʊˊ	boˋ	kxwaˊbʊˊ	NA	docilité. - nna bokgwabo : être docile.
boˋkhɛˊnɛˊkɛˊ	boˋ	khɛˊnɛˊkɛˊ	NA	mécanique.
boˋkhuˋtɔˋ	boˋ	khuˋtɔˋ	NA	fin, bout, limite.
boˋkhuˊtshwaˋnɪˊ	boˋ	khuˊtshwaˋnɪˊ	NA	brièveté.
boˋkiˊdiˊ	boˋ	kiˊdiˊ	NA	engourdissement.
boˋkiˋmaˋ	boˋ	kiˋmaˋ	NA	grosseur.
boˋkʊˋaˋ	boˋ	kʊˋaˋ	NA	faiblesse. - nna bokoa : être chétif, délicat, faible, fragile.
bɔˊkɔˊlɛˊlaˋ		bɔˊkɔˊlɛˊlaˋ	v	hurler.
boˋkoˋloˊnɪˊ	boˋ	koˋloˊnɪˊ	NA	colonialisme.
boˋkʊˋlwaˋnɪˊ	boˋ	kʊˋlwaˋnɪˊ	NA	jeunesse.
boˋkoˋmʊˋniˊsiˊ	boˋ	koˋmʊˋniˊsiˊ	NA	communisme.
boˋkoˋnɪˊ	boˋ	koˋnɪˊ	NA	nord.
boˋkɔˋpaˋnɛˋlɔˋ	boˋ	kɔˋpaˋnɛˋlɔˋ	NA	carrefour, croisement (de routes), rencontre. - bokopanelo jwa mmino : bal.
bɔˊkɔˋsɛˊ		bɔˊkɔˋsɛˊ	NA	boite, caisse.
boˋkwaˊnˋtɛˊ	boˋ	kwaˊnˋtɛˊ	NA	extérieur.
boˋkweˋbuˋ	boˋ	kweˋbuˋ	NA	couleur grise.
boˋlaˋ	boˋ	laˋ	NA	osselets utilisés pour la divination.
bɔˋlaˋ		bɔˋlaˋ	v	pourrir.
bʊˊlaˊaˊnaˋ		bʊˊlaˊaˊnaˋ	v	s'entretuer.
boˋlaˊduˊ	boˋ	laˊduˊ	NA	pus.
bʊˊlaˊiˊsaˋ		bʊˊlaˊiˊsaˋ	v	faire tuer. - bolaisa setshego : faire mourir de rire. - bolaisa dijo : gaver de nourriture. - bolaisa tlala : laisser mourir de faim. - bolaisa tiro : rendre le travail pénible.
boˋlaˋlʊˋmɛˋ	boˋ	laˋlʊˋmɛˋ	NA	férocité.
boˋlaˊɔˊ	boˋ	laˊɔˊ	NA	lit.
boˋlaˊʊˊsɪˋ	boˋ	laˊʊˊsɪˋ	NA	corsage.
boˋlaˋuˊ	boˋ	laˋuˊ	NA	férocité. - nna bolau : être effrayant.
bʊˊlaˊwaˊ		bʊˊlaˊwaˊ	v	avoir mal, souffrir. - bolawa ke mala : avoir mal au ventre.
boˋlaˊwaˊnaˋ	boˋ	laˊwaˊnaˋ	NA	divan.
bʊˊlaˊjaˊ		bʊˊlaˊjaˊ	v	tuer, détruire, épuiser, supprimer.
boˋlɪˋaˋ	boˋ	lɪˋaˋ	NA	douceur, finesse. - nna bolea : être doux, être fin.
boˋleˊeˋleˊ	boˋ	leˊeˋleˊ	NA	longueur, hauteur.
boˋlɪˋkaˋnɪˋ	boˋ	lɪˋkaˋnɪˋ	NA	camaraderie.
boˋlɛˊkɛˊ	boˋ	lɛˊkɛˊ	NA	seau.
boˋlɛˊkɛˋbɔˊrɔˋtɔˊ	boˋ	lɛˊkɛˋbɔˊrɔˋtɔˊ	NA	tableau.
bʊˊlɛˊlaˊ		bʊˊlɛˊlaˊ	v	dire, annoncer, déclarer, raconter.
bʊˊlɛˊlɛˊlaˋ		bʊˊlɛˊlɛˊlaˋ	v	apprendre qch á qn, avertir, communiquer, prévenir, rapporter, renseigner.
bʊˊlɛˊlɛˊsɛˋxaˋ		bʊˊlɛˊlɛˊsɛˋxaˋ	v	être avouable, être racontable.
boˋlɪˋlɔˋ	boˋ	lɪˋlɔˋ	NA	chaleur.
boˋlɪˋmiˋ	boˋ	lɪˋmiˋ	NA	agriculture.
boˋlɪˋmɔˋ	boˋ	lɪˋmɔˋ	NA	labours.
boˋlɪˋŋˊ	boˋ	lɪˋŋˊ	NA	qualité.
boˋlɪˋŋˊteˋŋˊ	boˋ	lɪˋŋˊteˋŋˊ	NA	existence, présence.
boˋleˊʊˊ	boˋ	leˊʊˊ	NA	pêché.
boˋlɛˋtaˋ	boˋ	lɛˋtaˋ	NA	douceur (au toucher). - nna boleta : être fin, doux.
bʊˊleˊtsaˊ		bʊˊleˊtsaˊ	v	demander pour qq'un.
boˋlɛˋtswaˋ	boˋ	lɛˋtswaˋ	NA	plante parasite (sp).
bʊˊlʊˊ		bʊˊlʊˊ	NA	balle, ballon.
boˋloˋiˋ	boˋ	loˋiˋ	NA	sorcellerie.
bʊˊlʊˊkaˊ		bʊˊlʊˊkaˊ	v	conserver, maintenir, sauver.
bʊˊlʊˊkɛˊsɛˋxaˋ		bʊˊlʊˊkɛˊsɛˋxaˋ	v	être sauf.
boˋlɔˋkɔˊ	boˋ	lɔˋkɔˊ	NA	bouse.
boˋlʊˋkwaˋnɪˋ	boˋ	lʊˋkwaˋnɪˋ	NA	maladie du sommeil.
bʊˊlʊˊlaˊ		bʊˊlʊˊlaˊ	v	sortir, partir.
boˋlʊˊlʊˊ	boˋ	lʊˊlʊˊ	NA	boutons de transpiration.
boˋlʊˋnaˊ	boˋ	lʊˋnaˊ	NA	- ka bolona : par vous-mêmes.
bʊˊlʊˊtsaˊ		bʊˊlʊˊtsaˊ	v	faire sortir, faire partir.
boˋlɔˋtsaˋnaˋ	boˋ	lɔˋtsaˋnaˋ	NA	tromperie.
boˋlweˊtsɪˊ	boˋ	lweˊtsɪˊ	NA	maladie, affection.
boˋmaˋdiˊmaˋbɪˊ	boˋ	maˋdiˊmaˋbɪˊ	NA	malheur, misère.
boˋmaˋswɛˊ	boˋ	maˋswɛˊ	NA	laideur.
boˋmaˋtaˋ	boˋ	maˋtaˋ	NA	bêtise. - nna bomatla : être bête.
boˋmʊˊ		boˋmʊˊ	NA	- ka bomo : exprès, spécialement.
boˋmʊˋraˊxʊˊ	boˋ	mʊˋraˊxʊˊ	NA	arrière.
boˋmɛˋtɛˋ	boˋ	mɛˋtɛˋ	NA	mollesse. - nna bomete : être mou.
boˋmˋmɔˊxɔˊ	boˋ	mˋmɔˊxɔˊ	NA	ensemble.
boˋmʊˋdiˊmʊˊ	boˋ	mʊˋdiˊmʊˊ	NA	divinité.
boˋmʊˋraˊɸɪˊ	boˋ	mʊˋraˊɸɪˊ	NA	nationalité.
bɔˊnaˊ		bɔˊnaˊ	v	voir, découvrir, estimer, être témoin de, gagner, obtenir, retrouver, supposer, trouver. - bona É ka ntata : devoir qch á qn - bona nonofo : reprendre des forces.
boˋnaˋkɔˋ	boˋ	naˋkɔˋ	NA	rapidité. - nna bonako : être immédiat, rapide. - ka bonako : aussitôt, immédiatement, tout de suite, vite.
bɔˊnaˊlaˊ		bɔˊnaˊlaˊ	v	apparaitre, être clair, se dessiner, exister, être manifeste, paraitre, être visible.
boˋnaˋmaˊxaˊdiˊ	boˋ	naˋmaˊxaˊdiˊ	NA	féminin.
boˋnaˊnaˊ	boˋ	naˊnaˊ	NA	jeunesse.
bɔˊnaˊnaˊ		bɔˊnaˊnaˊ	v	se voir.
boˋnaˋtaˊ	boˋ	naˋtaˊ	NA	force, habileté.
bɔˊnaˋtsaˊ		bɔˊnaˋtsaˊ	v	faire apparaitre. - bonatsa ditshupo tsa : présenter des signes de.
bɔˊnaˊtshɛˊxaˋ		bɔˊnaˊtshɛˊxaˋ	v	être manifeste.
bɔˋnɛˊ		bɔˋnɛˊ	NA	< -one : les personnes en question.
boˋnɛˋ	boˋ	nɛˋ	NA	quatre. - ntlha ya bone : quart. - bongwe mo boneng : quart.
bɔˋnɛˋxaˋ		bɔˋnɛˋxaˋ	v	s'éclairer.
bɔˊnɛˊlaˊ		bɔˊnɛˊlaˊ	v	- sa bonele pele : être imprévoyant.
boˋneˋsaˋ		boˋneˋsaˋ	v	éclairer.
boˋŋˊ	boˋ	ŋˊ	NA	genre, sexe.
boˋŋaˋŋaˊ	boˋ	ŋaˋŋaˊ	NA	discussion, querelle.
boˋŋaˋkaˋ	boˋ	ŋaˋkaˋ	NA	médecine, magie.
boˋŋɔˋlaˋ	boˋ	ŋɔˋlaˋ	NA	humidité.
boˋŋwaˋnaˊ	boˋ	ŋwaˋnaˊ	NA	enfance.
boˋŋwɪˋ	boˋ	ŋwɪˋ	NA	singulier, un.
boˋnˊnaˊ	boˋ	nˊnaˊ	NA	masculinité, virilité.
boˋnˋnaˊ	boˋ	nˋnaˊ	NA	- ka bonna : par moi-même.
boˋnˊnɔˊ	boˋ	nˊnɔˊ	NA	habitation, logement, séjour, siège.
boˋɲˊɲɪˊ	boˋ	ɲˊɲɪˊ	NA	petitesse, minimum. - bonnye ka bonnye : petit á petit, peu á peu.
boˋnɔˊlɔˊ	boˋ	nɔˊlɔˊ	NA	douceur, facilité, mollesse, souplesse. - nna bonolo : être délicat, doux, facile, mou, souple, tendre.
boˋnɔˋnˋthɔˋthɔˋ	boˋ	nɔˋnˋthɔˋthɔˋ	NA	réserve.
boˋnoˊsiˊ	boˋ	noˊsiˊ	NA	solitude.
boˋnˋtɛˋ	boˋ	nˋtɛˋ	NA	beauté.
boˋnˋthaˊŋˊŋwɪˋ	boˋ	nˋthaˊŋˊŋwɪˋ	NA	moitié, part.
boˊnˊtshaˊ		boˊnˊtshaˊ	v	montrer, communiquer, désigner, indiquer, souligner.
boˋnˋtshʊˋ	boˋ	nˋtshʊˋ	NA	noirceur.
boˋnˊtsiˊ	boˋ	nˊtsiˊ	NA	quantité, majorité, plupart, pluriel. - ka bontsi : en grande quantité, en gros.
boˋnˊtsiˋnˊtsiˊ	boˋ	nˊtsiˋnˊtsiˊ	NA	foule.
bɔˊnwaˊ		bɔˊnwaˊ	v	être vu. - bonwa ka sewelo : tomber sous les yeux. - bonwa molato : être reconnu coupable.
boˋɲaˋ	boˋ	ɲaˋ	NA	lenteur. - nna bonya : être lent. - ka bonya : lentement, au ralenti.
boˋɲaˋ		boˋɲaˋ	v	cligner de l'oeil.
boˋɲaˊnaˊ	boˋ	ɲaˊnaˊ	NA	enfance.
boˋɲaˋtsiˊ	boˋ	ɲaˋtsiˊ	NA	liaison (amoureuse).
boˋɲeˋtsaˋnaˋ	boˋ	ɲeˋtsaˋnaˋ	NA	le fait de traire une vache dont le veau est mort.
boˋɲɔˋɲɔˋ	boˋ	ɲɔˋɲɔˋ	NA	petite fourmi noire.
boˋɔˋkɛˋlɔˋ	boˋ	ɔˋkɛˋlɔˋ	NA	dispensaire.
boˋʊˋpaˋ	boˋ	ʊˋpaˋ	NA	stérilité.
bʊˊpaˊ		bʊˊpaˊ	v	former, composer, créer.
bɔˋpaˋ		bɔˋpaˋ	v	mugir.
boˋpaˊxaˊmɔˊ	boˋ	paˊxaˊmɔˊ	NA	montée, escalier.
boˋpaˊlaˊmɔˊ	boˋ	paˊlaˊmɔˊ	NA	montée, ecalier.
bʊˊpaˊmaˊ		bʊˊpaˊmaˊ	v	maigrir.
bʊˊpaˊmiˊsaˋ		bʊˊpaˊmiˊsaˋ	v	faire maigrir.
bʊˊpɛˊxaˊ		bʊˊpɛˊxaˊ	v	prendre forme.
bʊˊpɛˊlɛˊlaˋ		bʊˊpɛˊlɛˊlaˋ	v	former un cortège.
bʊˊpeˊleˊtsaˋ		bʊˊpeˊleˊtsaˋ	v	mettre en file.
boˋpɪˋlʊˊ	boˋ	pɪˋlʊˊ	NA	générosité.
boˋpɪˋlʊˊɪˋthaˊtaˊ	boˋ	pɪˋlʊˊɪˋthaˊtaˊ	NA	sécheresse (de coeur).
boˋpɪˋlʊˊkxaˊlɪˊ	boˋ	pɪˋlʊˊkxaˊlɪˊ	NA	audace, bravoure, courage.
boˋpɪˋlʊˊnaˋmaˊxaˊdiˊ	boˋ	pɪˋlʊˊnaˋmaˊxaˊdiˊ	NA	gentillesse, tendresse.
boˋpɪˋlʊˊnɔˊlɔˊ	boˋ	pɪˋlʊˊnɔˊlɔˊ	NA	tendresse.
boˋpɪˋlʊˊnoˊmiˊ	boˋ	pɪˋlʊˊnoˊmiˊ	NA	gentillesse, tendresse.
boˋpɪˋlʊˊnˊtɛˋ	boˋ	pɪˋlʊˊnˊtɛˋ	NA	bonté, gentillesse.
boˋpɪˋlʊˊteˊleˋleˊ	boˋ	pɪˋlʊˊteˊleˋleˊ	NA	patience.
boˋpɪˋlʊˊthoˋmʊˊxiˊ	boˋ	pɪˋlʊˊthoˋmʊˊxiˊ	NA	compassion.
boˋpɪˋlʊˊtshɛˋthaˊ	boˋ	pɪˋlʊˊtshɛˋthaˊ	NA	égoïsme.
boˋphaˋphaˋthiˊ	boˋ	phaˋphaˋthiˊ	NA	largeur.
boˋphaˋraˋ	boˋ	phaˋraˋ	NA	largeur. - bua ka bophara : parler de manière générale.
boˋphɛˊpaˊ	boˋ	phɛˊpaˊ	NA	propreté.
boˋphiˋriˋmaˋ	boˋ	phiˋriˋmaˋ	NA	ouest, occident.
boˋphiˋriˋmaˋtsaˋtsiˊ	boˋ	phiˋriˋmaˋtsaˋtsiˊ	NA	ouest, occident.
boˋpiˊ	boˋ	piˊ	NA	farine, poudre. - pl. maupi
boˋpiˋlaˋ	boˋ	piˋlaˋ	NA	beauté.
bʊˊpʊˊlʊˊxaˋ		bʊˊpʊˊlʊˊxaˋ	v	perdre sa forme.
bʊˊpʊˊlʊˊlaˋ		bʊˊpʊˊlʊˊlaˋ	v	modifier la forme de qc.
boˋpɔˋɔˊ	boˋ	pɔˋɔˊ	NA	violence.
bɔˊraˊ		bɔˊraˊ	v	ennuyer.
boˋraˊ	boˋ	raˊ	NA	arc.
boˋraˊkaˊnɛˊlɔˋ	boˋ	raˊkaˊnɛˊlɔˋ	NA	carrefour, croisement (de routes), rencontre.
boˋraˊlɪˊ	boˋ	raˊlɪˊ	NA	minerai de fer.
boˋraˋmaˋxaˋ	boˋ	raˋmaˋxaˋ	NA	mélange de blanc et de roux.
boˋraˋraˊ	boˋ	raˋraˊ	NA	paternité.
boˋraˊrʊˊ	boˋ	raˊrʊˊ	NA	trois. - ntlha ya boraro : tiers. - bongwe mo borarong : tiers.
boˋraˊtaˊrʊˊ	boˋ	raˊtaˊrʊˊ	NA	six.
bʊˊraˊʃaˊ		bʊˊraˊʃaˊ	v	brosser.
boˋraˊʃɪˊ	boˋ	raˊʃɪˊ	NA	brosse.
boˋrɛˊkɛˊlɔˊ	boˋ	rɛˊkɛˊlɔˊ	NA	centre commercial.
boˋrɛˋkɛˋrɛˋkɛˋ	boˋ	rɛˋkɛˋrɛˋkɛˋ	NA	gélatine. - nna borekereke : avoir une consistance gélatineuse.
boˋrɛˊlɛˊ	boˋ	rɛˊlɛˊ	NA	lunettes.
boˋrɛˋnaˋ	boˋ	rɛˋnaˋ	NA	domination.
boˋrɪˋthɪˋ	boˋ	rɪˋthɪˋ	NA	absence d'aspérités. - nna borethe : être lisse.
boˋriˊkiˊ	boˋ	riˊkiˊ	NA	frein.
boˋrʊˊbaˊ	boˋ	rʊˊbaˊ	NA	l'état de jeune fille.
boˋrɔˋbaˋlɔˋ	boˋ	rɔˋbaˋlɔˋ	NA	chambre á coucher.
boˋrʊˊxʊˊ	boˋ	rʊˊxʊˊ	NA	pont.
boˋrʊˊkxwɪˊ	boˋ	rʊˊkxwɪˊ	NA	culotte, pantalon.
boˋrɔˋkɔˋ	boˋ	rɔˋkɔˋ	NA	sommeil.
